id,poNumber,vendorId,requestId,amount,status,category,itemName,quantity,orderDate,expectedDeliveryDate,actualDeliveryDate
490,PO-2026-000490,88,304,438464,Approved,Packaging,Supply Item 22,858,2024-12-01,2025-01-28,
491,PO-2026-000491,48,94,211304,Cancelled,Packaging,Supply Item 6,1951,2026-06-16,2026-07-17,
492,PO-2026-000492,3,473,297830,Completed,Electronics,Supply Item 119,416,2025-10-24,2025-12-09,2025-12-09
493,PO-2026-000493,34,360,93476,Delivered,IT Services,Supply Item 39,192,2024-02-20,2024-03-23,2024-03-23
494,PO-2026-000494,48,88,302398,Completed,Maintenance Services,Supply Item 173,1022,2024-04-30,2024-05-07,2024-05-07
495,PO-2026-000495,16,115,379112,Cancelled,IT Services,Supply Item 74,1538,2024-07-27,2024-08-15,
496,PO-2026-000496,64,196,73261,Delivered,IT Services,Supply Item 187,1396,2025-03-17,2025-04-06,2025-04-06
497,PO-2026-000497,25,215,99565,Pending Approval,Raw Materials,Supply Item 75,546,2025-02-22,2025-04-20,
498,PO-2026-000498,31,317,241441,Approved,Maintenance Services,Supply Item 22,31,2026-07-18,2026-08-09,
499,PO-2026-000499,61,69,174473,Completed,Industrial Equipment,Supply Item 182,876,2025-12-10,2026-01-11,2026-01-11
500,PO-2026-000500,95,306,139336,Delivered,Office Supplies,Supply Item 61,974,2024-03-15,2024-03-28,2024-03-28
501,PO-2026-000501,46,311,356687,Completed,Raw Materials,Supply Item 2,529,2026-04-01,2026-05-16,2026-05-19
502,PO-2026-000502,65,318,204721,Completed,Raw Materials,Supply Item 149,377,2024-11-05,2024-12-07,2024-12-07
503,PO-2026-000503,34,87,269108,Ordered,Logistics,Supply Item 23,659,2025-05-19,2025-06-16,
504,PO-2026-000504,91,272,231979,Draft,Office Supplies,Supply Item 12,271,2024-05-25,2024-06-17,
505,PO-2026-000505,64,447,442677,Approved,Industrial Equipment,Supply Item 73,1858,2024-10-14,2024-12-07,
506,PO-2026-000506,34,314,439943,Delivered,Logistics,Supply Item 81,1519,2026-02-18,2026-03-13,2026-03-13
507,PO-2026-000507,63,392,84306,Completed,Raw Materials,Supply Item 49,314,2025-07-23,2025-09-10,2025-09-13
508,PO-2026-000508,7,118,101018,Approved,Logistics,Supply Item 181,966,2024-02-06,2024-03-14,
509,PO-2026-000509,56,60,264475,Approved,Maintenance Services,Supply Item 118,1019,2024-02-11,2024-03-17,
510,PO-2026-000510,15,434,382363,Draft,Office Supplies,Supply Item 24,427,2026-06-06,2026-06-22,
511,PO-2026-000511,37,93,442756,Delivered,Packaging,Supply Item 150,1999,2024-06-21,2024-08-14,2024-08-21
512,PO-2026-000512,1,270,407049,Ordered,Electronics,Supply Item 64,1583,2025-08-07,2025-08-25,
513,PO-2026-000513,64,347,54443,Draft,IT Services,Supply Item 175,1403,2026-06-27,2026-07-25,
514,PO-2026-000514,16,202,200852,Cancelled,Office Supplies,Supply Item 40,69,2025-08-27,2025-09-09,
515,PO-2026-000515,11,236,440525,Ordered,Maintenance Services,Supply Item 161,1966,2025-12-25,2026-02-12,
516,PO-2026-000516,35,305,349984,Draft,Maintenance Services,Supply Item 84,1950,2024-01-06,2024-02-03,
517,PO-2026-000517,94,376,422875,Pending Approval,Raw Materials,Supply Item 165,589,2025-08-05,2025-08-20,
518,PO-2026-000518,42,409,34116,Delivered,Industrial Equipment,Supply Item 24,826,2026-01-31,2026-02-11,2026-02-25
519,PO-2026-000519,33,92,130871,Draft,Raw Materials,Supply Item 54,343,2026-02-28,2026-04-01,
520,PO-2026-000520,50,400,215971,Cancelled,Logistics,Supply Item 31,621,2024-10-18,2024-12-05,
521,PO-2026-000521,63,411,231680,Approved,Logistics,Supply Item 92,1372,2026-01-23,2026-03-22,
522,PO-2026-000522,13,427,197653,Ordered,Maintenance Services,Supply Item 100,985,2025-06-08,2025-06-27,
523,PO-2026-000523,35,289,319751,Cancelled,Industrial Equipment,Supply Item 95,1267,2025-03-09,2025-03-21,
524,PO-2026-000524,24,223,335661,Draft,Office Supplies,Supply Item 119,1395,2025-03-12,2025-03-24,
525,PO-2026-000525,29,332,364785,Ordered,Electronics,Supply Item 75,968,2025-12-31,2026-01-16,
526,PO-2026-000526,56,41,425240,Pending Approval,Logistics,Supply Item 176,1859,2025-05-04,2025-05-30,
527,PO-2026-000527,39,431,135366,Approved,Raw Materials,Supply Item 142,166,2025-06-19,2025-07-23,
528,PO-2026-000528,6,263,61430,Ordered,Electronics,Supply Item 119,1363,2025-06-06,2025-07-10,
529,PO-2026-000529,93,292,431154,Approved,Electronics,Supply Item 197,1041,2024-09-16,2024-10-15,
530,PO-2026-000530,3,59,393243,Pending Approval,Logistics,Supply Item 101,102,2025-11-08,2025-12-14,
531,PO-2026-000531,11,214,374297,Delivered,Maintenance Services,Supply Item 160,1664,2024-10-31,2024-11-27,2024-11-30
532,PO-2026-000532,34,175,429676,Pending Approval,Electronics,Supply Item 192,1247,2024-07-10,2024-07-30,
533,PO-2026-000533,34,447,358060,Delivered,Industrial Equipment,Supply Item 30,37,2024-04-18,2024-05-22,2024-05-22
534,PO-2026-000534,22,336,255148,Ordered,Maintenance Services,Supply Item 78,1276,2025-04-16,2025-06-06,
535,PO-2026-000535,79,185,367105,Completed,IT Services,Supply Item 23,266,2025-11-20,2026-01-10,2026-01-10
536,PO-2026-000536,18,8,105035,Draft,Packaging,Supply Item 7,438,2024-04-24,2024-06-22,
537,PO-2026-000537,62,333,81102,Ordered,Packaging,Supply Item 23,626,2025-10-27,2025-11-18,
538,PO-2026-000538,99,238,82681,Draft,Electronics,Supply Item 43,1858,2025-04-30,2025-06-03,
539,PO-2026-000539,20,379,373363,Ordered,Raw Materials,Supply Item 116,1208,2025-03-31,2025-05-08,
540,PO-2026-000540,32,104,159576,Cancelled,Industrial Equipment,Supply Item 14,693,2025-08-06,2025-10-05,
541,PO-2026-000541,2,53,335516,Ordered,Industrial Equipment,Supply Item 127,1519,2026-05-17,2026-07-08,
542,PO-2026-000542,75,306,388295,Draft,Maintenance Services,Supply Item 103,1005,2025-07-21,2025-08-15,
543,PO-2026-000543,66,303,384906,Cancelled,Maintenance Services,Supply Item 60,1472,2025-09-18,2025-11-07,
544,PO-2026-000544,8,271,14971,Approved,Electronics,Supply Item 69,1838,2025-03-08,2025-04-20,
545,PO-2026-000545,83,214,253165,Delivered,Office Supplies,Supply Item 115,1438,2024-04-29,2024-06-06,2024-06-20
546,PO-2026-000546,56,11,89585,Pending Approval,Maintenance Services,Supply Item 89,907,2024-10-21,2024-12-13,
547,PO-2026-000547,30,260,120187,Approved,Maintenance Services,Supply Item 34,1818,2025-08-24,2025-10-13,
548,PO-2026-000548,38,371,377970,Cancelled,Office Supplies,Supply Item 121,1647,2025-02-03,2025-03-08,
549,PO-2026-000549,21,319,113636,Completed,Maintenance Services,Supply Item 34,364,2024-10-16,2024-12-06,2024-12-06
550,PO-2026-000550,26,81,322586,Cancelled,Industrial Equipment,Supply Item 127,631,2025-05-18,2025-05-31,
551,PO-2026-000551,31,108,296939,Approved,IT Services,Supply Item 92,1396,2024-02-18,2024-02-26,
552,PO-2026-000552,21,90,439083,Draft,Electronics,Supply Item 87,891,2026-05-30,2026-07-08,
553,PO-2026-000553,15,317,123850,Pending Approval,Maintenance Services,Supply Item 67,706,2024-05-03,2024-06-14,
554,PO-2026-000554,46,394,29471,Approved,Logistics,Supply Item 177,1799,2026-02-27,2026-04-10,
555,PO-2026-000555,66,310,356003,Draft,Maintenance Services,Supply Item 118,1981,2024-04-16,2024-06-07,
556,PO-2026-000556,97,57,60517,Delivered,Electronics,Supply Item 144,95,2026-03-11,2026-04-26,2026-04-29
557,PO-2026-000557,65,54,92580,Cancelled,Packaging,Supply Item 93,331,2025-10-07,2025-10-21,
558,PO-2026-000558,94,150,376281,Delivered,Electronics,Supply Item 40,1335,2025-03-28,2025-05-22,2025-05-22
559,PO-2026-000559,47,172,434476,Cancelled,Packaging,Supply Item 113,1995,2024-05-21,2024-06-04,
560,PO-2026-000560,54,394,408194,Cancelled,Maintenance Services,Supply Item 88,597,2024-01-07,2024-01-29,
561,PO-2026-000561,65,88,49687,Completed,Office Supplies,Supply Item 162,1371,2024-09-29,2024-10-29,2024-11-01
562,PO-2026-000562,32,78,399897,Ordered,Packaging,Supply Item 36,1652,2026-02-10,2026-03-22,
563,PO-2026-000563,55,212,219595,Cancelled,Office Supplies,Supply Item 8,916,2026-07-08,2026-08-13,
564,PO-2026-000564,19,395,10215,Delivered,Electronics,Supply Item 87,654,2026-01-04,2026-03-03,2026-03-17
565,PO-2026-000565,52,396,91153,Ordered,Raw Materials,Supply Item 170,1899,2025-03-20,2025-03-30,
566,PO-2026-000566,83,78,306233,Completed,IT Services,Supply Item 108,833,2024-02-29,2024-04-16,2024-04-19
567,PO-2026-000567,88,359,295251,Completed,Office Supplies,Supply Item 3,1703,2026-06-13,2026-07-09,2026-07-12
568,PO-2026-000568,36,461,281714,Completed,Packaging,Supply Item 140,1288,2025-09-17,2025-10-03,2025-10-03
569,PO-2026-000569,80,334,236810,Cancelled,Industrial Equipment,Supply Item 199,414,2025-12-15,2026-01-13,
570,PO-2026-000570,39,44,24383,Ordered,Logistics,Supply Item 134,1117,2025-07-04,2025-08-01,
571,PO-2026-000571,37,110,53664,Approved,Office Supplies,Supply Item 194,1311,2025-06-07,2025-07-19,
572,PO-2026-000572,21,12,19623,Delivered,Packaging,Supply Item 199,632,2026-06-30,2026-08-26,2026-08-27
573,PO-2026-000573,93,217,269909,Draft,Office Supplies,Supply Item 67,1294,2024-04-23,2024-06-15,
574,PO-2026-000574,65,182,69913,Completed,Maintenance Services,Supply Item 77,1182,2024-02-18,2024-04-13,2024-04-27
575,PO-2026-000575,95,3,242579,Cancelled,Packaging,Supply Item 90,622,2024-12-13,2025-01-04,
576,PO-2026-000576,37,342,416455,Delivered,Industrial Equipment,Supply Item 134,1520,2026-04-14,2026-06-05,2026-06-06
577,PO-2026-000577,32,54,176886,Pending Approval,Office Supplies,Supply Item 117,210,2025-06-12,2025-07-26,
578,PO-2026-000578,19,365,228185,Draft,Electronics,Supply Item 16,880,2026-04-28,2026-05-31,
579,PO-2026-000579,17,244,117608,Approved,Industrial Equipment,Supply Item 151,1154,2025-04-01,2025-04-12,
580,PO-2026-000580,67,399,211979,Delivered,Industrial Equipment,Supply Item 113,1421,2026-06-11,2026-07-04,2026-07-04
581,PO-2026-000581,63,375,223587,Pending Approval,Logistics,Supply Item 125,1466,2026-04-23,2026-05-10,
582,PO-2026-000582,59,67,374373,Draft,Packaging,Supply Item 117,979,2025-06-09,2025-07-19,
583,PO-2026-000583,5,383,87229,Approved,Electronics,Supply Item 155,1755,2026-08-24,2026-10-05,
584,PO-2026-000584,53,57,68368,Approved,Raw Materials,Supply Item 134,323,2025-01-13,2025-02-25,
585,PO-2026-000585,16,191,164868,Approved,Maintenance Services,Supply Item 8,1630,2025-01-18,2025-02-13,
586,PO-2026-000586,19,73,415933,Draft,IT Services,Supply Item 73,451,2025-08-26,2025-09-28,
587,PO-2026-000587,24,420,392795,Draft,Office Supplies,Supply Item 18,1792,2025-05-15,2025-05-22,
588,PO-2026-000588,6,214,257275,Delivered,Office Supplies,Supply Item 97,983,2025-08-09,2025-09-04,2025-09-04
589,PO-2026-000589,93,427,322566,Pending Approval,Maintenance Services,Supply Item 195,931,2024-05-15,2024-07-09,
590,PO-2026-000590,86,230,83109,Approved,Electronics,Supply Item 160,1370,2026-06-06,2026-07-29,
591,PO-2026-000591,80,210,208022,Approved,Raw Materials,Supply Item 172,1832,2024-08-26,2024-09-27,
592,PO-2026-000592,57,377,150424,Cancelled,Logistics,Supply Item 182,60,2025-10-23,2025-11-04,
593,PO-2026-000593,74,323,422416,Approved,Electronics,Supply Item 165,1155,2026-03-01,2026-04-22,
594,PO-2026-000594,11,99,329379,Cancelled,Raw Materials,Supply Item 146,1078,2025-07-08,2025-08-20,
595,PO-2026-000595,25,385,254474,Draft,Logistics,Supply Item 5,573,2025-05-29,2025-06-06,
596,PO-2026-000596,27,126,439996,Delivered,Office Supplies,Supply Item 103,1216,2025-12-23,2026-02-21,2026-02-21
597,PO-2026-000597,6,252,17196,Pending Approval,Industrial Equipment,Supply Item 7,1770,2024-12-14,2025-01-17,
598,PO-2026-000598,68,163,205283,Draft,Electronics,Supply Item 139,354,2024-09-20,2024-10-02,
599,PO-2026-000599,37,74,100771,Draft,Logistics,Supply Item 79,1960,2024-09-18,2024-11-13,
600,PO-2026-000600,53,348,93704,Approved,Logistics,Supply Item 7,1470,2024-03-01,2024-04-16,
601,PO-2026-000601,8,153,209440,Pending Approval,Industrial Equipment,Supply Item 83,538,2024-04-11,2024-05-08,
602,PO-2026-000602,49,483,438974,Draft,Packaging,Supply Item 62,1550,2026-07-10,2026-07-24,
603,PO-2026-000603,77,301,128989,Cancelled,Industrial Equipment,Supply Item 30,561,2025-05-19,2025-06-27,
604,PO-2026-000604,8,163,248701,Draft,Maintenance Services,Supply Item 8,844,2025-07-20,2025-08-22,
605,PO-2026-000605,82,120,14763,Delivered,Packaging,Supply Item 196,1146,2024-10-02,2024-11-13,2024-11-14
606,PO-2026-000606,84,403,70835,Ordered,Maintenance Services,Supply Item 22,1743,2024-11-07,2024-12-20,
607,PO-2026-000607,82,257,111670,Approved,Logistics,Supply Item 63,1110,2026-03-12,2026-03-28,
608,PO-2026-000608,55,493,296059,Draft,Maintenance Services,Supply Item 159,602,2025-04-07,2025-04-16,
609,PO-2026-000609,84,498,92756,Ordered,IT Services,Supply Item 154,523,2024-01-01,2024-01-11,
610,PO-2026-000610,88,195,189244,Pending Approval,IT Services,Supply Item 12,340,2026-05-12,2026-06-28,
611,PO-2026-000611,95,274,300216,Draft,Industrial Equipment,Supply Item 179,261,2024-03-12,2024-04-07,
612,PO-2026-000612,18,372,296755,Pending Approval,Office Supplies,Supply Item 175,1946,2024-10-13,2024-11-16,
613,PO-2026-000613,44,326,142028,Ordered,IT Services,Supply Item 63,1366,2026-02-09,2026-04-02,
614,PO-2026-000614,42,175,115427,Approved,Raw Materials,Supply Item 178,283,2025-04-15,2025-05-30,
615,PO-2026-000615,83,473,6073,Draft,Raw Materials,Supply Item 173,365,2025-09-15,2025-10-22,
616,PO-2026-000616,53,285,370161,Cancelled,Industrial Equipment,Supply Item 138,176,2025-12-21,2026-01-28,
617,PO-2026-000617,84,334,45644,Cancelled,Maintenance Services,Supply Item 173,262,2025-07-05,2025-07-13,
618,PO-2026-000618,46,498,431131,Delivered,Logistics,Supply Item 197,1672,2025-01-20,2025-03-20,2025-03-20
619,PO-2026-000619,90,5,70412,Pending Approval,Maintenance Services,Supply Item 3,463,2025-04-18,2025-05-18,
620,PO-2026-000620,96,11,402631,Completed,Electronics,Supply Item 158,1290,2024-10-14,2024-12-03,2024-12-03
621,PO-2026-000621,39,414,381338,Ordered,Office Supplies,Supply Item 10,584,2024-08-14,2024-09-04,
622,PO-2026-000622,64,464,374123,Pending Approval,Raw Materials,Supply Item 51,1691,2025-12-24,2026-02-07,
623,PO-2026-000623,82,203,63167,Delivered,Logistics,Supply Item 142,406,2026-06-09,2026-07-03,2026-07-03
624,PO-2026-000624,85,379,301593,Delivered,Electronics,Supply Item 151,272,2025-11-19,2026-01-08,2026-01-09
625,PO-2026-000625,96,34,71810,Cancelled,Packaging,Supply Item 134,1502,2024-09-22,2024-11-04,
626,PO-2026-000626,36,99,449421,Completed,IT Services,Supply Item 175,1157,2025-11-25,2025-12-03,2025-12-04
627,PO-2026-000627,59,2,228930,Completed,Office Supplies,Supply Item 111,1739,2025-10-18,2025-12-07,2025-12-07
628,PO-2026-000628,53,141,68815,Ordered,Maintenance Services,Supply Item 93,1069,2025-11-27,2026-01-06,
629,PO-2026-000629,98,23,383127,Approved,Industrial Equipment,Supply Item 137,929,2024-08-17,2024-08-27,
630,PO-2026-000630,41,3,210446,Draft,Raw Materials,Supply Item 189,472,2024-07-18,2024-08-15,
631,PO-2026-000631,89,217,44028,Pending Approval,Logistics,Supply Item 85,646,2026-07-28,2026-08-19,
632,PO-2026-000632,9,321,332834,Ordered,Industrial Equipment,Supply Item 7,1223,2024-04-09,2024-04-17,
633,PO-2026-000633,81,479,180270,Pending Approval,Electronics,Supply Item 122,498,2026-05-10,2026-06-02,
634,PO-2026-000634,44,427,33538,Delivered,Electronics,Supply Item 199,1238,2026-04-21,2026-05-19,2026-05-22
635,PO-2026-000635,80,225,405607,Ordered,Electronics,Supply Item 22,134,2024-04-07,2024-05-24,
636,PO-2026-000636,5,194,169248,Draft,Logistics,Supply Item 16,1892,2026-06-30,2026-08-20,
637,PO-2026-000637,57,29,163057,Ordered,Electronics,Supply Item 27,1397,2025-09-17,2025-11-03,
638,PO-2026-000638,8,287,32369,Ordered,Electronics,Supply Item 159,1550,2024-10-28,2024-11-28,
639,PO-2026-000639,53,120,319350,Delivered,Industrial Equipment,Supply Item 119,1638,2026-03-17,2026-05-05,2026-05-05
640,PO-2026-000640,55,451,330169,Approved,Raw Materials,Supply Item 117,1069,2025-09-26,2025-10-09,
641,PO-2026-000641,43,301,105915,Draft,Electronics,Supply Item 152,1626,2024-04-20,2024-05-03,
642,PO-2026-000642,25,464,305528,Delivered,Industrial Equipment,Supply Item 124,1494,2024-05-09,2024-06-25,2024-06-25
643,PO-2026-000643,80,228,102477,Cancelled,Raw Materials,Supply Item 16,271,2024-09-05,2024-09-20,
644,PO-2026-000644,40,300,233509,Cancelled,Office Supplies,Supply Item 80,1205,2025-06-09,2025-07-27,
645,PO-2026-000645,70,398,81349,Approved,Office Supplies,Supply Item 75,765,2024-05-30,2024-07-06,
646,PO-2026-000646,2,266,312463,Pending Approval,Raw Materials,Supply Item 61,1048,2025-11-04,2025-12-24,
647,PO-2026-000647,72,440,33629,Pending Approval,Packaging,Supply Item 164,1870,2025-03-08,2025-04-06,
648,PO-2026-000648,26,403,40863,Completed,Maintenance Services,Supply Item 154,1428,2024-12-15,2025-01-03,2025-01-03
649,PO-2026-000649,43,437,308253,Delivered,Office Supplies,Supply Item 42,224,2025-08-02,2025-08-30,2025-08-30
650,PO-2026-000650,59,449,418763,Ordered,Packaging,Supply Item 1,1318,2026-07-21,2026-07-30,
651,PO-2026-000651,29,355,125729,Pending Approval,Packaging,Supply Item 124,1514,2025-04-22,2025-06-07,
652,PO-2026-000652,99,488,432112,Completed,Industrial Equipment,Supply Item 48,1701,2024-12-05,2025-02-01,2025-02-01
653,PO-2026-000653,1,186,10186,Draft,Electronics,Supply Item 37,605,2024-03-16,2024-04-14,
654,PO-2026-000654,57,100,336001,Approved,Raw Materials,Supply Item 8,417,2025-08-22,2025-10-16,
655,PO-2026-000655,26,146,96302,Completed,Packaging,Supply Item 46,411,2024-08-12,2024-09-04,2024-09-04
656,PO-2026-000656,3,91,446912,Draft,Logistics,Supply Item 98,1351,2024-09-25,2024-10-08,
657,PO-2026-000657,15,174,115224,Pending Approval,Office Supplies,Supply Item 96,1363,2024-11-08,2024-12-14,
658,PO-2026-000658,22,482,281261,Ordered,Electronics,Supply Item 31,305,2026-03-29,2026-05-14,
659,PO-2026-000659,17,407,104426,Ordered,Office Supplies,Supply Item 82,1237,2024-07-15,2024-08-25,
660,PO-2026-000660,55,326,133214,Cancelled,Packaging,Supply Item 138,612,2026-08-01,2026-08-10,
661,PO-2026-000661,20,168,134589,Cancelled,IT Services,Supply Item 33,1753,2024-02-24,2024-04-11,
662,PO-2026-000662,66,496,311227,Pending Approval,Electronics,Supply Item 121,1629,2026-06-26,2026-08-03,
663,PO-2026-000663,85,315,39012,Ordered,Office Supplies,Supply Item 128,1072,2024-06-20,2024-07-29,
664,PO-2026-000664,60,92,173728,Delivered,Maintenance Services,Supply Item 122,559,2025-12-30,2026-01-29,2026-01-30
665,PO-2026-000665,75,206,339551,Delivered,Packaging,Supply Item 57,1842,2026-08-01,2026-09-27,2026-09-28
666,PO-2026-000666,26,232,127885,Approved,Industrial Equipment,Supply Item 97,1180,2025-02-09,2025-03-01,
667,PO-2026-000667,21,479,446676,Delivered,Electronics,Supply Item 76,920,2025-01-18,2025-02-10,2025-02-10
668,PO-2026-000668,67,181,125679,Ordered,Office Supplies,Supply Item 110,933,2025-08-20,2025-08-29,
669,PO-2026-000669,60,222,219409,Ordered,Office Supplies,Supply Item 70,793,2025-01-11,2025-03-10,
670,PO-2026-000670,4,92,236571,Completed,Electronics,Supply Item 76,1735,2024-08-27,2024-09-19,2024-09-19
671,PO-2026-000671,65,263,291603,Cancelled,IT Services,Supply Item 59,211,2025-10-21,2025-11-02,
672,PO-2026-000672,16,37,193867,Pending Approval,Office Supplies,Supply Item 51,1392,2024-02-09,2024-03-21,
673,PO-2026-000673,43,129,163710,Cancelled,IT Services,Supply Item 49,1455,2026-02-02,2026-04-02,
674,PO-2026-000674,78,71,399465,Delivered,Raw Materials,Supply Item 198,623,2026-01-03,2026-02-26,2026-03-05
675,PO-2026-000675,37,422,186735,Ordered,Raw Materials,Supply Item 121,1349,2026-03-12,2026-04-13,
676,PO-2026-000676,66,390,83266,Pending Approval,Packaging,Supply Item 186,1544,2026-06-05,2026-07-07,
677,PO-2026-000677,27,243,127538,Cancelled,Maintenance Services,Supply Item 185,1677,2025-06-12,2025-07-26,
678,PO-2026-000678,60,175,420191,Cancelled,Packaging,Supply Item 110,1587,2024-03-28,2024-04-24,
679,PO-2026-000679,90,214,114882,Cancelled,Raw Materials,Supply Item 96,294,2025-03-25,2025-04-29,
680,PO-2026-000680,74,448,72290,Draft,Maintenance Services,Supply Item 169,1718,2024-11-08,2025-01-01,
681,PO-2026-000681,46,174,123222,Completed,IT Services,Supply Item 84,1212,2025-03-05,2025-04-08,2025-04-11
682,PO-2026-000682,3,291,416753,Pending Approval,Office Supplies,Supply Item 146,1299,2024-02-02,2024-02-17,
683,PO-2026-000683,78,468,323681,Ordered,Packaging,Supply Item 101,140,2025-08-10,2025-09-11,
684,PO-2026-000684,69,198,103743,Approved,Maintenance Services,Supply Item 164,1842,2025-05-01,2025-05-14,
685,PO-2026-000685,39,48,94875,Delivered,Maintenance Services,Supply Item 7,392,2024-04-16,2024-06-05,2024-06-05
686,PO-2026-000686,26,36,207319,Pending Approval,IT Services,Supply Item 169,1083,2024-10-17,2024-11-06,
687,PO-2026-000687,9,233,35122,Draft,Logistics,Supply Item 84,1770,2025-01-12,2025-02-21,
688,PO-2026-000688,53,201,87331,Delivered,Electronics,Supply Item 100,1966,2024-04-23,2024-05-08,2024-05-08
689,PO-2026-000689,27,67,112833,Cancelled,Maintenance Services,Supply Item 41,1246,2024-11-13,2024-12-17,
690,PO-2026-000690,74,481,167693,Delivered,Maintenance Services,Supply Item 71,423,2025-08-24,2025-09-12,2025-09-15
691,PO-2026-000691,1,74,238691,Ordered,Packaging,Supply Item 135,683,2024-03-06,2024-05-04,
692,PO-2026-000692,73,451,262403,Delivered,Electronics,Supply Item 74,1333,2025-04-16,2025-05-22,2025-05-22
693,PO-2026-000693,59,178,372167,Cancelled,IT Services,Supply Item 101,1265,2026-05-12,2026-07-03,
694,PO-2026-000694,23,213,135618,Completed,Industrial Equipment,Supply Item 169,385,2024-07-02,2024-08-17,2024-08-17
695,PO-2026-000695,90,292,55087,Draft,Packaging,Supply Item 41,570,2025-02-06,2025-03-29,
696,PO-2026-000696,81,276,158034,Completed,Packaging,Supply Item 127,852,2025-11-13,2025-11-24,2025-11-27
697,PO-2026-000697,98,284,68559,Cancelled,Electronics,Supply Item 130,1579,2025-01-12,2025-01-23,
698,PO-2026-000698,100,167,220008,Approved,Packaging,Supply Item 130,101,2025-04-06,2025-04-23,
699,PO-2026-000699,60,14,43375,Completed,Industrial Equipment,Supply Item 88,1537,2025-10-16,2025-12-06,2025-12-09
700,PO-2026-000700,52,439,106923,Draft,IT Services,Supply Item 30,1462,2025-02-10,2025-02-19,
701,PO-2026-000701,18,168,356427,Ordered,Maintenance Services,Supply Item 18,179,2026-02-05,2026-03-13,
702,PO-2026-000702,71,337,132031,Pending Approval,Maintenance Services,Supply Item 72,1733,2025-12-31,2026-02-04,
703,PO-2026-000703,21,88,444613,Draft,Logistics,Supply Item 76,264,2024-01-19,2024-03-04,
704,PO-2026-000704,69,380,209917,Completed,IT Services,Supply Item 40,912,2024-06-21,2024-07-02,2024-07-05
705,PO-2026-000705,46,92,118598,Completed,Maintenance Services,Supply Item 179,107,2026-01-01,2026-01-10,2026-01-10
706,PO-2026-000706,82,416,279136,Completed,Electronics,Supply Item 100,1423,2025-10-18,2025-12-06,2025-12-07
707,PO-2026-000707,40,228,32480,Draft,Industrial Equipment,Supply Item 197,423,2025-09-04,2025-09-11,
708,PO-2026-000708,32,192,130063,Draft,Industrial Equipment,Supply Item 8,39,2024-07-23,2024-08-04,
709,PO-2026-000709,44,421,105742,Draft,Packaging,Supply Item 25,1642,2025-11-27,2026-01-15,
710,PO-2026-000710,86,86,384590,Ordered,Electronics,Supply Item 84,670,2024-06-20,2024-06-29,
711,PO-2026-000711,72,321,104377,Delivered,Industrial Equipment,Supply Item 31,485,2025-10-01,2025-10-21,2025-10-21
712,PO-2026-000712,28,55,191948,Draft,Industrial Equipment,Supply Item 168,657,2024-11-27,2024-12-15,
713,PO-2026-000713,2,200,116551,Draft,IT Services,Supply Item 167,1287,2025-04-14,2025-05-05,
714,PO-2026-000714,48,23,40300,Ordered,IT Services,Supply Item 197,1236,2026-06-25,2026-07-15,
715,PO-2026-000715,64,53,378571,Cancelled,Logistics,Supply Item 65,1974,2025-07-03,2025-08-29,
716,PO-2026-000716,13,308,175055,Ordered,Logistics,Supply Item 86,369,2025-10-08,2025-11-28,
717,PO-2026-000717,82,390,365513,Ordered,Electronics,Supply Item 86,46,2024-11-21,2025-01-09,
718,PO-2026-000718,78,467,311727,Delivered,Packaging,Supply Item 129,1213,2025-04-04,2025-05-05,2025-05-06
719,PO-2026-000719,91,7,126952,Cancelled,Electronics,Supply Item 80,494,2024-01-22,2024-03-08,
720,PO-2026-000720,95,220,402014,Draft,Raw Materials,Supply Item 36,777,2024-09-06,2024-10-22,
721,PO-2026-000721,64,152,110912,Pending Approval,Raw Materials,Supply Item 61,1901,2024-06-04,2024-07-05,
722,PO-2026-000722,93,307,237640,Pending Approval,IT Services,Supply Item 82,1328,2026-01-26,2026-02-23,
723,PO-2026-000723,98,21,278087,Completed,Raw Materials,Supply Item 59,1744,2026-03-21,2026-04-23,2026-04-26
724,PO-2026-000724,94,170,184688,Delivered,Packaging,Supply Item 176,1435,2024-09-05,2024-09-25,2024-09-25
725,PO-2026-000725,93,114,323800,Delivered,Maintenance Services,Supply Item 162,22,2026-06-12,2026-07-13,2026-07-13
726,PO-2026-000726,9,446,262762,Draft,Logistics,Supply Item 53,267,2024-03-12,2024-03-31,
727,PO-2026-000727,12,89,315709,Cancelled,Packaging,Supply Item 61,1049,2025-07-16,2025-09-14,
728,PO-2026-000728,11,219,385103,Pending Approval,Packaging,Supply Item 63,878,2025-04-23,2025-05-19,
729,PO-2026-000729,23,311,135531,Delivered,Packaging,Supply Item 70,1776,2024-11-06,2024-12-01,2024-12-01
730,PO-2026-000730,62,41,193524,Pending Approval,Maintenance Services,Supply Item 113,875,2025-02-11,2025-03-14,
731,PO-2026-000731,65,313,390313,Pending Approval,Maintenance Services,Supply Item 6,1570,2025-03-19,2025-05-13,
732,PO-2026-000732,49,219,48637,Delivered,Logistics,Supply Item 66,789,2026-02-16,2026-03-14,2026-03-14
733,PO-2026-000733,60,157,242818,Delivered,Electronics,Supply Item 86,289,2024-10-17,2024-11-17,2024-11-18
734,PO-2026-000734,92,241,107611,Draft,Raw Materials,Supply Item 129,1505,2024-06-07,2024-06-26,
735,PO-2026-000735,93,192,262663,Ordered,Office Supplies,Supply Item 99,1012,2025-02-18,2025-03-23,
