id,vendorId,date,reliabilityScore,riskLevel,deliveryScore,qualityScore,communicationScore,complianceScore
819,86,2024-10-23,53.34,High,41.81,52.38,48.73,89.43
820,26,2025-09-08,79.33,Medium,65.72,71.76,77.0,55.78
821,17,2025-07-23,72.89,Medium,52.8,88.17,42.28,76.19
822,79,2025-04-24,93.24,Low,94.82,80.62,71.07,53.06
823,28,2025-01-16,49.26,Critical,41.37,49.9,75.63,62.45
824,75,2025-03-06,88.69,Low,97.84,87.87,86.76,80.86
825,94,2024-12-05,46.58,Critical,40.7,66.15,92.62,84.19
826,68,2025-11-18,66.45,High,86.04,64.2,67.46,99.43
827,64,2024-04-05,67.13,High,92.25,89.73,74.62,71.91
828,32,2025-08-20,52.54,High,61.5,76.94,93.43,40.06
829,68,2024-11-13,62.75,High,48.8,68.18,50.13,46.19
830,46,2025-02-14,75.0,Medium,54.52,80.62,57.7,74.37
831,54,2025-09-10,57.08,High,55.43,60.21,75.79,40.43
832,72,2024-11-24,74.83,Medium,87.27,57.16,61.74,86.72
833,84,2024-03-17,64.5,High,68.2,70.81,53.03,43.21
834,95,2024-01-17,90.17,Low,79.73,84.18,96.69,96.4
835,49,2024-08-14,80.59,Medium,80.97,98.38,61.06,63.43
836,60,2025-12-22,55.86,High,89.61,50.2,83.78,57.1
837,65,2025-07-31,68.96,High,52.83,98.78,65.57,63.49
838,13,2024-02-04,75.75,Medium,76.19,58.14,71.16,63.78
839,94,2025-03-28,46.21,Critical,52.47,91.53,49.26,58.57
840,97,2026-02-26,68.71,High,73.46,74.26,81.45,79.87
841,66,2025-01-06,63.94,High,77.81,56.76,69.06,65.84
842,8,2025-09-23,86.71,Low,80.25,75.97,69.74,95.11
843,38,2026-02-28,93.51,Low,82.44,79.71,78.31,73.55
844,2,2026-02-08,60.13,High,69.45,54.82,56.31,66.12
845,74,2024-09-18,89.28,Low,94.85,87.57,81.32,98.11
846,70,2025-07-16,68.35,High,92.93,84.65,87.18,96.69
847,42,2026-08-24,51.93,High,74.36,79.55,63.34,60.69
848,12,2025-03-29,74.32,Medium,72.54,93.64,84.41,66.55
849,76,2026-02-10,73.02,Medium,72.38,54.18,66.7,54.73
850,34,2025-09-12,63.8,High,89.16,70.49,77.14,70.2
851,51,2024-11-27,53.36,High,43.47,54.38,70.69,74.24
852,76,2025-02-03,88.92,Low,56.83,88.13,97.14,49.92
853,29,2026-06-14,60.8,High,53.93,55.07,64.34,59.8
854,15,2024-04-14,54.89,High,81.16,63.33,89.35,70.26
855,9,2025-07-13,45.27,Critical,42.7,59.81,58.62,77.31
856,49,2026-07-15,67.64,High,57.98,88.14,52.72,64.14
857,57,2025-03-16,59.64,High,84.08,74.97,79.42,92.88
858,55,2024-06-30,49.3,Critical,46.95,60.28,99.1,54.26
859,74,2025-02-18,88.26,Low,81.93,98.74,73.07,64.53
860,65,2025-12-19,82.68,Medium,44.21,73.78,78.33,42.54
861,39,2025-06-17,51.5,High,76.13,52.89,62.37,90.71
862,54,2025-11-08,82.88,Medium,64.07,46.03,53.41,58.83
863,96,2026-06-02,45.02,Critical,41.55,75.17,87.12,68.92
864,67,2026-06-15,45.61,Critical,93.06,44.11,91.33,88.64
865,60,2025-07-08,50.02,High,45.56,62.49,43.29,84.86
866,84,2025-09-04,87.85,Low,57.71,74.09,74.7,51.38
867,52,2026-01-11,78.15,Medium,62.42,92.63,60.16,74.54
868,86,2026-04-10,88.09,Low,75.59,90.0,74.58,71.94
869,11,2026-03-25,71.59,Medium,79.62,44.61,40.47,40.69
870,40,2024-05-31,77.35,Medium,75.85,52.24,49.78,90.13
871,72,2026-03-11,93.08,Low,90.85,99.35,41.04,95.1
872,90,2025-03-08,50.37,High,45.02,97.77,53.2,88.77
873,10,2024-10-13,85.41,Low,74.59,49.79,48.09,73.75
874,99,2024-02-12,87.84,Low,79.94,96.62,89.61,68.68
875,87,2026-08-09,48.87,Critical,68.27,61.79,73.34,63.12
876,92,2025-07-07,68.8,High,40.41,63.97,44.1,95.09
877,24,2026-03-18,92.97,Low,98.58,47.88,41.97,53.77
878,8,2025-08-29,97.72,Low,99.8,62.24,44.41,59.08
879,87,2024-04-22,49.95,Critical,47.07,65.9,89.89,43.81
880,11,2025-11-14,92.66,Low,83.79,91.81,82.63,86.79
881,87,2025-09-15,77.57,Medium,95.57,51.74,50.93,61.43
882,96,2025-05-22,71.92,Medium,74.85,94.92,43.57,87.28
883,29,2024-10-18,51.1,High,88.96,60.45,65.83,79.49
884,65,2026-05-16,82.16,Medium,88.93,90.75,92.89,82.23
885,82,2026-02-20,50.71,High,64.27,72.85,98.01,61.56
886,45,2024-03-07,53.65,High,48.46,42.94,53.03,65.33
887,67,2026-03-15,51.49,High,56.45,46.19,81.34,73.41
888,2,2026-02-04,58.42,High,87.77,64.42,42.55,72.47
889,10,2025-05-26,81.66,Medium,94.42,55.4,88.27,73.11
890,31,2025-07-31,59.48,High,59.54,56.83,92.52,41.79
891,52,2025-11-27,45.61,Critical,88.69,84.41,89.72,94.7
892,5,2024-05-14,66.94,High,81.54,67.4,60.43,65.93
893,72,2025-09-25,56.68,High,78.26,94.87,60.9,79.23
894,63,2025-09-14,58.67,High,98.97,44.69,48.58,77.12
895,3,2025-01-02,60.39,High,67.26,91.56,79.03,94.46
896,23,2024-07-14,61.76,High,80.47,77.63,57.26,64.37
897,50,2026-06-18,77.06,Medium,76.03,60.72,42.69,63.44
898,37,2025-06-21,71.25,Medium,98.82,64.05,68.16,57.61
899,92,2025-06-15,64.89,High,59.21,94.4,48.09,86.94
900,88,2025-09-15,65.53,High,88.4,97.44,45.09,85.51
901,50,2026-01-06,52.27,High,72.41,66.12,86.08,58.51
902,67,2026-04-07,51.76,High,96.47,92.57,75.67,77.88
903,87,2025-10-28,66.89,High,42.76,63.75,62.71,90.35
904,96,2025-12-01,71.03,Medium,57.72,49.49,93.81,89.31
905,64,2024-07-30,95.45,Low,45.2,96.27,59.34,56.41
906,26,2024-12-15,63.03,High,89.67,63.42,42.03,71.26
907,96,2026-05-07,89.36,Low,77.16,76.01,92.71,67.16
908,14,2026-05-19,64.18,High,43.39,86.36,40.5,61.6
909,94,2024-12-04,92.55,Low,51.95,45.26,83.14,70.9
910,48,2024-01-18,93.68,Low,59.76,97.64,77.42,57.29
911,20,2024-05-09,57.84,High,83.54,82.67,40.4,45.11
912,19,2025-08-15,93.83,Low,56.25,55.49,84.65,83.53
913,36,2025-10-18,93.16,Low,87.93,56.86,41.86,94.2
914,63,2024-09-28,72.14,Medium,81.68,88.02,51.81,90.57
915,60,2025-05-08,91.43,Low,75.5,72.64,81.35,58.22
916,97,2026-08-08,52.88,High,46.89,95.83,48.84,45.56
917,63,2025-08-02,78.0,Medium,91.93,94.07,71.02,70.13
918,84,2024-02-13,45.82,Critical,88.24,74.01,49.04,58.64
919,53,2025-04-19,63.22,High,71.16,76.99,88.33,88.65
920,87,2025-05-31,62.62,High,68.41,98.34,86.58,92.26
921,17,2026-02-24,67.1,High,82.14,70.14,97.02,48.62
922,96,2025-05-20,85.13,Low,89.44,48.95,58.65,84.87
923,17,2024-07-26,78.89,Medium,59.62,44.06,67.96,71.58
924,72,2025-07-20,85.13,Low,41.51,42.76,54.97,60.18
925,30,2025-06-23,74.36,Medium,51.2,97.73,49.53,99.22
926,57,2025-03-21,66.03,High,62.78,62.73,42.66,47.71
927,70,2024-11-02,96.4,Low,59.26,81.78,70.03,44.74
928,86,2025-10-02,51.86,High,68.36,52.46,81.04,89.29
929,92,2025-07-22,93.3,Low,61.59,51.37,62.29,85.0
930,18,2024-04-07,66.0,High,79.4,42.07,90.48,82.71
931,11,2024-09-26,58.62,High,53.19,78.13,47.31,88.32
932,11,2024-10-20,59.7,High,61.33,75.45,92.04,62.92
933,40,2025-04-17,63.68,High,58.71,95.89,52.81,75.71
934,79,2024-04-09,90.06,Low,88.65,81.01,61.75,53.62
935,32,2026-03-15,92.02,Low,74.84,67.06,77.33,90.52
936,60,2024-01-26,46.51,Critical,85.0,84.78,87.51,58.15
937,38,2025-09-06,60.98,High,69.78,84.33,72.56,61.36
938,71,2025-10-03,83.0,Medium,44.13,71.84,70.4,90.27
939,61,2024-02-24,72.12,Medium,96.88,99.76,88.54,47.85
940,47,2024-06-06,75.35,Medium,69.95,55.31,67.38,98.66
941,29,2025-05-17,72.29,Medium,94.18,75.0,42.7,95.19
942,28,2024-06-20,51.23,High,51.17,92.26,59.29,73.4
943,57,2025-04-06,45.73,Critical,52.4,47.06,58.73,96.51
944,95,2025-06-21,91.53,Low,53.1,63.78,67.8,67.59
945,93,2024-09-18,90.5,Low,40.38,41.08,64.16,64.67
946,98,2024-01-13,63.72,High,40.22,98.02,62.66,83.02
947,21,2025-07-16,90.3,Low,91.15,47.21,98.02,87.25
948,83,2024-05-03,73.55,Medium,74.86,95.68,91.52,70.21
949,69,2025-07-22,53.75,High,87.41,85.75,48.02,55.69
950,28,2024-07-21,76.73,Medium,91.03,94.38,83.32,61.61
951,76,2025-03-17,97.91,Low,74.2,79.74,42.2,64.14
952,85,2024-02-03,96.23,Low,93.25,72.58,99.31,45.67
953,26,2026-07-25,58.38,High,55.88,99.91,71.26,83.62
954,75,2025-07-29,91.55,Low,45.49,98.0,79.47,98.89
955,56,2024-06-06,63.63,High,98.01,50.88,41.75,63.33
956,31,2025-11-29,69.79,High,45.3,85.43,41.14,73.55
957,93,2026-03-19,94.71,Low,62.58,77.56,71.74,44.99
958,53,2025-08-16,83.51,Medium,60.98,61.69,99.09,73.15
959,81,2025-08-09,82.62,Medium,95.92,50.02,77.36,69.98
960,97,2024-04-16,55.46,High,52.51,91.19,51.61,81.36
961,44,2024-06-30,75.54,Medium,69.33,67.67,71.18,68.57
962,47,2025-01-04,75.1,Medium,87.3,65.51,52.52,86.53
963,12,2025-09-01,70.73,Medium,44.38,60.76,86.47,99.75
964,4,2025-10-30,95.88,Low,72.67,57.87,65.94,69.48
965,17,2025-09-14,55.18,High,76.42,80.77,69.4,64.36
966,47,2024-02-03,90.89,Low,45.64,44.92,76.59,60.06
967,68,2024-11-11,96.25,Low,56.98,84.96,64.76,55.07
968,80,2024-03-17,53.28,High,55.69,75.1,40.77,40.15
969,93,2025-02-07,72.8,Medium,45.83,96.03,86.64,94.45
970,33,2025-12-21,88.75,Low,76.34,58.71,77.73,88.04
971,78,2024-04-01,75.25,Medium,60.56,94.34,53.45,79.69
972,4,2025-09-19,65.22,High,96.32,62.85,79.98,63.23
973,24,2025-08-21,96.82,Low,80.54,47.09,88.06,85.7
974,59,2024-11-08,54.6,High,53.42,50.41,61.83,87.91
975,73,2024-06-11,74.99,Medium,93.75,94.67,77.23,68.14
976,86,2025-10-23,89.75,Low,61.84,94.9,66.64,51.73
977,99,2025-04-23,91.45,Low,40.43,46.94,60.14,80.67
978,13,2025-04-22,89.18,Low,80.56,52.34,88.5,83.81
979,53,2025-08-23,45.24,Critical,65.44,60.42,70.5,81.27
980,83,2025-03-06,81.39,Medium,85.26,42.1,85.37,60.58
981,78,2026-08-22,70.14,Medium,60.81,62.71,98.09,91.72
982,76,2024-08-05,60.55,High,96.93,94.95,99.57,64.64
983,35,2024-02-22,91.84,Low,50.09,52.05,69.4,90.38
984,85,2026-04-01,67.49,High,85.91,61.04,63.62,92.31
985,34,2025-06-14,83.97,Medium,66.67,84.48,63.1,55.56
986,75,2025-03-29,78.55,Medium,84.67,60.93,90.52,88.55
987,31,2025-03-29,59.58,High,94.43,91.81,78.87,83.01
988,17,2026-03-04,58.42,High,61.87,66.56,50.18,78.85
989,72,2025-11-26,83.42,Medium,89.9,71.45,63.9,92.71
990,83,2024-12-06,78.06,Medium,92.65,54.22,88.28,60.96
991,71,2024-02-03,90.95,Low,86.37,68.92,40.44,53.77
992,28,2025-06-30,55.53,High,62.31,64.17,51.31,83.3
993,16,2025-09-07,58.13,High,62.79,98.56,71.49,81.8
994,36,2024-01-30,88.01,Low,68.48,67.52,43.32,88.18
995,36,2024-01-02,49.63,Critical,83.3,63.18,50.6,99.37
996,33,2024-11-17,89.44,Low,46.2,88.13,92.77,64.46
997,67,2025-06-29,57.21,High,67.12,74.89,52.36,93.45
998,51,2025-10-25,69.77,High,65.62,81.5,99.87,97.24
999,51,2026-02-02,90.78,Low,42.24,53.1,91.43,48.19
1000,63,2026-03-13,55.42,High,74.22,68.47,46.69,75.68
1001,7,2026-02-15,82.56,Medium,74.53,89.09,44.19,92.63
1002,3,2025-05-15,54.49,High,66.17,68.98,72.0,80.92
1003,77,2025-02-05,62.38,High,57.94,71.06,75.51,67.69
1004,73,2024-07-26,78.59,Medium,71.1,99.75,91.78,41.3
1005,12,2024-08-08,58.97,High,93.37,66.83,79.32,56.18
1006,61,2024-08-03,72.99,Medium,91.3,41.38,88.51,60.64
1007,97,2025-12-03,85.73,Low,51.01,41.9,85.63,41.74
1008,52,2025-04-26,90.62,Low,60.05,85.37,43.63,45.11
1009,90,2026-08-22,73.71,Medium,47.19,49.6,50.94,92.98
1010,52,2026-06-02,93.89,Low,53.11,46.59,51.26,67.7
1011,47,2025-08-25,76.71,Medium,71.26,57.86,80.33,81.99
1012,27,2024-09-11,93.19,Low,69.89,96.11,66.75,60.07
1013,89,2024-01-12,71.77,Medium,69.36,43.97,42.69,88.16
1014,52,2025-01-07,89.79,Low,47.15,41.8,65.64,42.45
1015,5,2025-06-24,96.18,Low,52.3,72.27,78.73,66.48
1016,94,2024-07-19,59.25,High,88.33,53.68,71.05,86.13
1017,60,2026-08-10,56.29,High,91.96,79.6,81.41,40.43
1018,38,2025-09-27,91.51,Low,47.76,51.08,43.47,40.59
1019,16,2025-07-21,90.94,Low,92.15,70.36,87.51,87.15
1020,33,2026-08-28,58.02,High,44.96,69.55,71.16,84.77
1021,65,2026-08-28,88.92,Low,55.67,56.03,42.5,73.72
1022,74,2026-01-30,92.75,Low,75.26,41.44,99.75,98.3
1023,5,2026-06-27,69.44,High,62.3,40.3,82.79,60.54
1024,55,2026-03-10,77.82,Medium,43.25,84.59,49.54,90.0
1025,84,2024-05-13,47.0,Critical,76.42,75.89,77.35,62.87
1026,29,2025-09-06,46.13,Critical,89.35,49.91,54.75,90.98
1027,52,2024-01-04,63.69,High,98.71,41.76,75.83,75.59
1028,46,2026-03-24,59.58,High,90.5,88.26,80.96,52.51
1029,21,2024-05-29,46.37,Critical,91.98,77.68,61.44,45.61
1030,42,2024-10-26,45.23,Critical,47.68,44.7,96.84,48.4
1031,5,2025-12-10,85.18,Low,91.26,96.0,47.58,94.51
1032,39,2024-05-07,73.0,Medium,86.91,41.95,54.25,98.06
1033,45,2024-10-21,60.76,High,82.53,53.05,70.97,66.61
1034,63,2026-06-25,76.8,Medium,52.27,88.68,96.47,49.02
1035,92,2025-11-27,62.46,High,59.65,71.58,46.3,91.48
1036,69,2024-05-28,53.31,High,91.57,51.27,70.91,48.28
1037,36,2025-08-23,90.15,Low,61.3,97.4,70.27,51.08
1038,47,2025-04-23,64.35,High,81.13,86.44,87.01,79.68
1039,11,2024-12-12,62.84,High,75.5,54.62,96.21,47.44
1040,55,2026-05-22,83.58,Medium,89.83,59.7,58.2,84.5
1041,59,2025-11-22,65.55,High,87.95,40.89,82.52,57.65
1042,71,2026-01-27,59.93,High,46.91,82.78,59.52,41.83
1043,74,2024-09-18,52.22,High,57.29,82.71,42.46,95.05
1044,4,2026-05-21,68.51,High,64.78,95.82,60.8,61.14
1045,90,2026-08-14,87.4,Low,52.62,91.66,70.5,44.67
1046,8,2025-12-29,71.91,Medium,48.05,49.15,66.32,59.78
1047,58,2025-04-07,85.68,Low,77.66,96.03,56.29,74.47
1048,24,2026-06-19,64.61,High,82.48,47.57,70.86,48.9
1049,37,2026-04-11,84.04,Medium,88.69,68.95,68.2,42.31
1050,64,2024-10-18,48.29,Critical,92.45,93.56,75.99,57.05
1051,40,2026-01-24,75.17,Medium,64.96,93.78,95.32,90.73
1052,14,2024-05-15,68.13,High,51.85,73.82,87.29,79.54
1053,63,2024-12-03,51.22,High,61.84,53.26,94.1,95.81
1054,100,2025-04-02,68.87,High,55.81,84.05,41.25,58.07
1055,20,2024-06-05,93.3,Low,69.45,80.77,63.84,51.84
1056,9,2026-04-16,94.92,Low,62.07,46.79,77.66,56.58
1057,64,2025-10-14,93.04,Low,89.15,43.35,56.98,61.87
1058,72,2024-10-23,57.75,High,61.19,77.35,60.17,89.85
1059,56,2024-05-05,87.48,Low,65.44,73.49,98.19,52.88
1060,48,2026-08-08,87.1,Low,79.48,81.96,91.64,64.88
1061,66,2026-04-20,47.86,Critical,86.94,61.37,40.47,99.31
1062,96,2024-01-31,75.77,Medium,70.16,85.55,43.05,52.06
1063,61,2026-07-21,49.71,Critical,59.78,68.29,59.26,49.52
1064,81,2025-04-12,83.06,Medium,74.98,53.38,73.36,93.23
1065,100,2025-11-29,94.72,Low,97.93,92.22,80.09,65.21
1066,68,2026-06-23,75.51,Medium,71.06,70.37,61.02,80.75
1067,12,2025-01-15,46.77,Critical,87.4,73.11,75.83,45.57
1068,48,2024-06-26,89.58,Low,42.62,64.35,42.91,76.67
1069,25,2026-01-21,81.36,Medium,54.24,53.03,74.24,54.58
1070,76,2026-07-20,47.26,Critical,40.15,80.15,54.17,73.63
1071,58,2026-08-24,72.49,Medium,79.29,97.12,73.58,76.9
1072,68,2026-08-19,60.75,High,66.99,45.96,85.36,86.38
1073,56,2026-02-04,66.42,High,92.92,92.84,88.26,84.35
1074,70,2025-06-08,57.33,High,81.96,51.14,51.18,85.96
1075,56,2024-10-11,60.48,High,48.93,88.97,58.42,90.89
1076,33,2025-07-26,69.54,High,51.65,81.05,49.99,69.69
1077,56,2025-03-28,66.54,High,75.63,79.07,71.1,80.99
1078,71,2026-04-24,70.14,Medium,91.28,56.36,73.99,58.67
1079,68,2024-03-31,68.63,High,58.36,96.99,63.04,76.59
1080,73,2024-12-08,77.68,Medium,54.96,88.62,59.82,66.23
1081,40,2024-07-19,79.64,Medium,76.9,40.61,49.16,62.73
1082,75,2026-05-17,85.23,Low,73.33,73.92,62.5,85.94
1083,76,2025-03-04,65.6,High,80.06,88.47,43.83,93.84
1084,85,2024-07-05,97.28,Low,90.39,74.59,87.44,54.58
1085,99,2026-06-21,79.45,Medium,78.74,55.98,73.61,48.24
1086,7,2024-07-31,57.01,High,53.82,82.42,86.41,43.19
1087,50,2024-03-06,80.8,Medium,52.23,64.82,95.2,82.41
1088,67,2025-05-22,96.07,Low,70.09,43.09,55.93,59.78
1089,75,2026-03-30,65.41,High,94.8,59.53,86.53,79.76
1090,84,2026-07-27,88.43,Low,87.45,62.31,88.07,70.14
1091,72,2024-02-25,80.88,Medium,93.2,60.24,90.98,47.91
1092,51,2025-05-05,78.77,Medium,79.1,55.67,55.33,76.1
1093,28,2026-07-26,96.31,Low,53.45,68.01,62.06,46.44
1094,56,2026-06-22,63.82,High,55.08,55.19,42.54,57.51
1095,12,2025-06-06,96.98,Low,65.88,55.0,82.92,91.93
1096,18,2024-11-29,47.69,Critical,44.97,74.47,74.3,71.66
1097,86,2024-01-23,95.03,Low,88.27,64.53,77.64,54.13
1098,41,2025-07-14,91.59,Low,59.17,72.61,77.55,99.33
1099,24,2025-12-27,89.15,Low,73.76,92.08,68.55,65.4
1100,91,2024-07-09,97.74,Low,91.25,80.3,81.51,42.86
1101,36,2024-07-28,51.83,High,72.88,40.09,42.43,98.9
1102,65,2024-03-20,77.63,Medium,84.2,69.46,42.29,49.07
1103,78,2024-09-30,49.32,Critical,60.97,94.01,79.26,90.01
1104,38,2026-02-24,75.76,Medium,64.39,77.09,41.26,90.83
1105,61,2024-07-03,46.0,Critical,61.08,77.23,45.74,46.78
1106,38,2026-07-14,56.43,High,98.81,89.3,42.68,96.53
1107,1,2025-05-05,78.26,Medium,83.89,84.52,61.98,53.25
1108,55,2025-09-01,49.07,Critical,85.07,93.83,98.7,46.52
1109,71,2024-10-21,76.15,Medium,60.35,96.15,89.39,46.61
1110,58,2026-05-04,57.68,High,49.3,57.01,44.96,47.58
1111,37,2024-03-30,58.19,High,50.78,65.5,61.08,91.35
1112,23,2025-02-15,56.75,High,45.19,64.83,61.35,70.61
1113,54,2024-09-13,85.43,Low,67.22,59.91,48.99,67.41
1114,18,2025-11-21,92.4,Low,54.52,77.74,68.38,43.45
1115,59,2024-04-25,83.37,Medium,40.46,93.36,61.37,84.9
1116,88,2025-07-17,93.94,Low,69.25,65.58,40.16,67.74
1117,10,2024-07-01,85.95,Low,44.99,71.35,90.96,67.22
1118,89,2026-04-09,76.74,Medium,50.81,54.46,87.97,51.26
1119,30,2026-07-30,85.29,Low,53.88,77.78,62.23,71.78
1120,94,2024-11-23,75.89,Medium,98.1,92.25,65.12,68.38
1121,8,2025-08-18,92.51,Low,57.81,48.72,46.5,71.68
1122,5,2024-06-29,52.84,High,63.76,55.9,84.99,87.05
1123,81,2024-12-04,94.23,Low,84.35,74.41,48.56,42.07
1124,9,2025-10-30,90.38,Low,94.36,59.38,58.29,70.27
1125,100,2024-02-21,61.75,High,76.41,51.42,63.48,61.9
1126,32,2025-03-02,56.89,High,52.18,54.29,58.94,82.52
1127,48,2024-07-17,82.09,Medium,67.93,92.23,40.17,89.18
1128,37,2026-02-28,51.33,High,99.45,54.0,95.74,41.98
1129,83,2026-03-16,52.78,High,67.75,89.71,84.8,66.45
1130,15,2024-12-15,88.4,Low,82.23,92.43,50.18,93.91
1131,29,2026-07-31,90.72,Low,94.67,89.19,84.69,45.55
1132,83,2025-07-06,89.55,Low,62.45,71.75,67.24,76.31
1133,48,2025-09-10,46.95,Critical,45.66,97.11,54.21,81.37
1134,73,2026-02-20,57.67,High,82.09,98.86,81.14,83.27
1135,76,2025-01-22,49.45,Critical,76.39,72.89,54.84,79.03
1136,63,2026-06-29,76.21,Medium,62.55,78.61,41.68,76.13
1137,33,2024-02-14,83.3,Medium,63.14,82.25,88.09,57.76
1138,46,2026-01-27,88.89,Low,60.04,52.16,90.46,68.03
1139,85,2026-08-21,71.37,Medium,99.43,91.9,40.4,55.66
1140,24,2025-04-25,91.08,Low,72.28,78.88,65.52,79.15
1141,93,2024-04-23,54.66,High,74.86,89.13,64.64,85.61
1142,81,2026-03-17,79.86,Medium,84.38,97.57,47.28,66.17
1143,3,2024-01-28,84.19,Medium,99.39,93.17,87.28,66.16
1144,1,2024-03-10,76.14,Medium,75.37,90.66,40.21,73.34
1145,84,2024-02-20,69.77,High,92.34,99.68,69.98,64.37
1146,22,2024-12-18,72.95,Medium,95.74,88.14,80.02,71.43
1147,60,2026-05-21,88.63,Low,69.75,42.99,56.65,75.32
1148,18,2025-06-02,81.98,Medium,47.77,97.53,46.31,60.15
1149,83,2026-01-22,79.77,Medium,75.99,64.07,66.04,97.85
1150,58,2024-11-21,55.72,High,97.71,61.72,81.72,73.78
1151,15,2026-04-17,97.5,Low,50.03,42.22,91.92,94.09
1152,16,2025-01-12,96.46,Low,64.08,91.33,83.76,74.14
1153,95,2026-03-27,80.13,Medium,56.94,71.84,80.21,50.48
1154,6,2024-12-31,47.58,Critical,46.35,68.02,55.94,88.63
1155,68,2025-04-29,67.05,High,51.35,72.48,73.06,83.85
1156,63,2024-09-25,83.53,Medium,70.58,96.63,56.93,67.07
1157,31,2025-09-20,64.81,High,95.71,80.0,96.71,79.28
1158,40,2024-08-28,56.46,High,62.37,76.26,75.42,85.1
1159,23,2026-03-02,63.59,High,42.17,44.82,52.01,81.82
1160,33,2025-08-14,67.57,High,47.39,62.89,69.45,74.64
1161,73,2025-08-22,67.27,High,74.51,52.65,54.34,42.25
1162,81,2026-02-22,49.04,Critical,73.31,73.41,42.38,78.48
1163,68,2026-03-27,52.03,High,84.28,86.98,62.43,54.13
1164,43,2025-12-07,54.43,High,50.3,48.15,80.53,86.53
1165,63,2025-05-31,58.44,High,47.43,51.18,49.46,75.45
1166,86,2024-10-24,76.23,Medium,84.76,47.33,53.85,98.41
1167,17,2024-08-14,52.28,High,44.96,78.69,70.64,60.14
1168,2,2025-08-04,87.04,Low,79.06,81.14,88.67,66.36
1169,98,2024-02-26,79.14,Medium,58.98,97.93,81.56,69.7
1170,62,2025-07-30,86.39,Low,44.73,58.04,44.45,47.53
1171,39,2025-10-18,56.22,High,59.16,60.98,70.17,81.74
1172,9,2025-05-21,81.57,Medium,61.1,91.42,48.44,98.12
1173,21,2024-10-05,47.66,Critical,70.93,83.98,51.29,75.49
1174,48,2024-12-26,68.89,High,99.51,51.19,76.71,51.82
1175,74,2025-07-02,50.32,High,62.65,89.61,67.64,40.29
1176,67,2024-11-28,73.47,Medium,40.99,74.36,56.34,86.44
1177,75,2024-10-06,79.09,Medium,55.96,46.37,87.15,44.05
1178,39,2025-05-13,52.73,High,86.77,75.58,55.63,51.58
1179,36,2024-06-02,89.6,Low,46.88,97.46,46.41,71.47
1180,10,2026-06-17,71.76,Medium,78.42,64.94,93.62,77.35
1181,15,2024-06-08,56.35,High,85.76,91.76,75.17,62.18
1182,42,2024-11-10,56.14,High,87.79,93.26,44.65,45.35
1183,92,2026-05-25,71.47,Medium,51.32,67.48,63.74,78.58
1184,53,2026-08-13,60.17,High,92.73,49.68,51.24,89.93
1185,43,2024-10-17,93.16,Low,64.97,49.76,94.72,97.69
1186,30,2024-09-13,63.11,High,87.58,77.38,81.75,48.65
1187,32,2024-01-05,75.19,Medium,69.41,91.61,85.04,54.77
1188,38,2025-01-29,57.14,High,62.98,43.72,97.1,77.45
1189,44,2024-09-22,89.16,Low,68.34,42.98,79.72,65.03
1190,32,2025-06-22,94.1,Low,91.19,44.62,66.49,99.71
1191,46,2024-07-13,50.74,High,60.24,44.47,77.94,84.29
1192,95,2026-07-23,54.4,High,50.23,57.46,46.4,60.28
1193,9,2024-02-12,65.3,High,94.33,60.25,55.19,89.8
1194,68,2026-07-18,83.79,Medium,60.15,47.31,53.1,51.82
1195,51,2026-04-02,64.06,High,40.74,71.07,98.83,75.84
1196,9,2025-03-17,62.42,High,81.8,92.76,73.12,66.35
1197,79,2025-01-17,50.24,High,83.62,72.93,73.95,82.23
1198,23,2024-11-07,84.1,Medium,75.56,50.21,88.87,91.77
1199,83,2025-10-28,81.34,Medium,56.99,74.23,94.63,56.22
1200,15,2024-10-18,60.38,High,40.41,45.05,88.93,97.69
1201,89,2026-07-11,82.27,Medium,74.63,51.37,47.26,91.28
1202,53,2024-01-06,62.04,High,94.35,89.73,89.25,41.83
1203,58,2024-02-13,61.0,High,49.13,77.16,70.37,58.16
1204,40,2025-05-30,68.1,High,70.81,71.23,64.19,77.45
1205,70,2025-07-09,48.93,Critical,48.81,51.2,87.96,47.48
1206,85,2026-06-27,65.44,High,80.08,96.97,97.1,94.79
1207,40,2025-12-11,95.7,Low,78.36,47.43,94.53,58.8
1208,20,2025-07-27,83.12,Medium,79.28,93.55,45.9,43.7
1209,41,2024-08-10,91.78,Low,46.14,64.16,92.67,86.05
1210,31,2025-07-10,60.36,High,55.04,82.92,40.74,47.52
1211,93,2026-08-01,91.47,Low,55.11,50.45,63.58,90.02
1212,81,2026-03-10,57.86,High,49.49,99.7,58.79,96.24
1213,97,2024-06-11,91.7,Low,54.5,65.43,87.99,88.81
1214,61,2024-11-14,65.4,High,86.37,77.14,83.9,79.11
1215,82,2025-11-07,94.48,Low,75.4,72.12,78.39,94.6
1216,55,2026-07-20,82.54,Medium,68.19,43.11,72.34,92.59
1217,64,2024-05-17,70.8,Medium,44.5,66.93,60.28,87.61
1218,89,2024-09-03,47.74,Critical,89.95,81.94,92.95,62.22
1219,10,2025-11-20,45.99,Critical,88.86,85.26,82.88,69.58
1220,19,2025-04-18,60.03,High,88.26,48.25,56.59,65.94
1221,38,2025-03-23,91.92,Low,84.7,79.99,71.91,80.25
1222,76,2026-05-14,54.43,High,66.06,83.44,85.21,82.8
