id,snapshot_date,warehouse_id,category,total_items,total_quantity,inventory_value,created_at
582,2017-09-09,20.0,Camping & Hiking,1,290,86994.20319000001,2026-09-14 12:30:26.649848
583,2017-09-09,20.0,Cardio Equipment,2,789,77772.26834578,2026-09-14 12:30:26.649850
584,2017-09-09,20.0,Cleats,1,1557,93404.43261575999,2026-09-14 12:30:26.649852
585,2017-09-09,20.0,Electronics,11,216,8695.8401566,2026-09-14 12:30:26.649855
586,2017-09-09,20.0,Fishing,1,375,149992.50412500004,2026-09-14 12:30:26.649857
587,2017-09-09,20.0,Fitness Accessories,1,42,1469.58007056,2026-09-14 12:30:26.649860
588,2017-09-09,20.0,Girls' Apparel,4,73,3244.9500083999997,2026-09-14 12:30:26.649862
589,2017-09-09,20.0,Golf Apparel,1,38,759.6199912600002,2026-09-14 12:30:26.649865
590,2017-09-09,20.0,Golf Balls,5,129,2278.70997033,2026-09-14 12:30:26.649866
591,2017-09-09,20.0,Golf Gloves,3,81,1814.1900272480002,2026-09-14 12:30:26.649868
592,2017-09-09,20.0,Golf Shoes,1,21,1365.0,2026-09-14 12:30:26.649870
593,2017-09-09,20.0,Hockey,2,42,963.0,2026-09-14 12:30:26.649871
594,2017-09-09,20.0,Hunting & Shooting,1,30,899.6999931000001,2026-09-14 12:30:26.649873
595,2017-09-09,20.0,Indoor/Outdoor Games,1,1269,63424.61941626001,2026-09-14 12:30:26.649874
596,2017-09-09,20.0,Lacrosse,1,30,749.6999931000001,2026-09-14 12:30:26.649876
597,2017-09-09,20.0,Men's Footwear,1,458,59535.422519000014,2026-09-14 12:30:26.649877
598,2017-09-09,20.0,Shop By Sport,2,677,26843.461098719992,2026-09-14 12:30:26.649879
599,2017-09-09,20.0,Tennis & Racquet,1,30,1349.7000503999998,2026-09-14 12:30:26.649880
600,2017-09-09,20.0,Trade-In,3,91,1575.0899790700003,2026-09-14 12:30:26.649882
601,2017-09-09,20.0,Water Sports,1,336,67196.64184800001,2026-09-14 12:30:26.649883
602,2017-09-09,20.0,Women's Apparel,1,1423,71150.0,2026-09-14 12:30:26.649885
603,2017-09-09,21.0,Accessories,6,237,5922.629945490001,2026-09-14 12:30:26.649886
604,2017-09-09,21.0,Baseball & Softball,2,57,2469.43009576,2026-09-14 12:30:26.649888
722,2017-09-09,,Cleats,1,3643,218543.58,2026-09-14 13:13:38.210525
605,2017-09-09,21.0,Boxing & MMA,1,38,2088.8600463599996,2026-09-14 12:30:26.649889
606,2017-09-09,21.0,Camping & Hiking,1,466,139790.68512600003,2026-09-14 12:30:26.649890
607,2017-09-09,21.0,Cardio Equipment,2,1253,122627.8473999,2026-09-14 12:30:26.649892
608,2017-09-09,21.0,Cleats,1,2671,160233.29448727999,2026-09-14 12:30:26.649893
609,2017-09-09,21.0,Electronics,11,366,14494.3402367,2026-09-14 12:30:26.649895
610,2017-09-09,21.0,Fishing,1,593,237188.14652300003,2026-09-14 12:30:26.649896
611,2017-09-09,21.0,Fitness Accessories,1,50,1749.500084,2026-09-14 12:30:26.649898
612,2017-09-09,21.0,Girls' Apparel,4,143,5504.61006552,2026-09-14 12:30:26.649899
613,2017-09-09,21.0,Golf Apparel,1,35,699.6499919500001,2026-09-14 12:30:26.649901
614,2017-09-09,21.0,Golf Balls,5,177,3102.22995929,2026-09-14 12:30:26.649902
615,2017-09-09,21.0,Golf Gloves,3,106,2708.9400577890015,2026-09-14 12:30:26.649904
616,2017-09-09,21.0,Golf Shoes,1,39,2535.0,2026-09-14 12:30:26.649905
617,2017-09-09,21.0,Hockey,2,83,1961.0,2026-09-14 12:30:26.649907
618,2017-09-09,21.0,Hunting & Shooting,1,43,1289.5699901100002,2026-09-14 12:30:26.649908
619,2017-09-09,21.0,Indoor/Outdoor Games,1,1998,99860.03908092,2026-09-14 12:30:26.649910
620,2017-09-09,21.0,Lacrosse,1,29,724.7099933300001,2026-09-14 12:30:26.649911
621,2017-09-09,21.0,Men's Footwear,1,803,104381.97441650003,2026-09-14 12:30:26.649912
622,2017-09-09,21.0,Shop By Sport,2,1074,42549.66173712,2026-09-14 12:30:26.649914
623,2017-09-09,21.0,Tennis & Racquet,1,53,2384.4700890400004,2026-09-14 12:30:26.649915
624,2017-09-09,21.0,Trade-In,3,148,2660.51996596,2026-09-14 12:30:26.649917
625,2017-09-09,21.0,Water Sports,1,533,106594.6729315,2026-09-14 12:30:26.649918
626,2017-09-09,21.0,Women's Apparel,1,2223,111150.0,2026-09-14 12:30:26.649920
627,2017-09-09,22.0,Accessories,6,297,7422.029931690002,2026-09-14 12:30:26.649921
628,2017-09-09,22.0,Baseball & Softball,2,77,3819.2301293600003,2026-09-14 12:30:26.649923
629,2017-09-09,22.0,Boxing & MMA,1,42,2308.7400512400004,2026-09-14 12:30:26.649924
630,2017-09-09,22.0,Camping & Hiking,1,614,184187.726754,2026-09-14 12:30:26.649926
631,2017-09-09,22.0,Cardio Equipment,2,1711,166953.47646471998,2026-09-14 12:30:26.649927
632,2017-09-09,22.0,Cleats,1,3646,218723.54612527997,2026-09-14 12:30:26.649929
633,2017-09-09,22.0,Electronics,11,515,19969.85028456,2026-09-14 12:30:26.649930
634,2017-09-09,22.0,Fishing,1,814,325583.72895400005,2026-09-14 12:30:26.649932
635,2017-09-09,22.0,Fitness Accessories,1,51,1784.49008568,2026-09-14 12:30:26.649933
636,2017-09-09,22.0,Girls' Apparel,4,236,9179.41009912,2026-09-14 12:30:26.649935
637,2017-09-09,22.0,Golf Apparel,1,56,1119.4399871200003,2026-09-14 12:30:26.649936
638,2017-09-09,22.0,Golf Balls,5,197,3384.0299546899996,2026-09-14 12:30:26.649938
639,2017-09-09,22.0,Golf Gloves,3,161,3873.390062352,2026-09-14 12:30:26.649939
640,2017-09-09,22.0,Golf Shoes,1,42,2730.0,2026-09-14 12:30:26.649941
641,2017-09-09,22.0,Hockey,2,86,2015.0,2026-09-14 12:30:26.649942
642,2017-09-09,22.0,Hunting & Shooting,1,38,1139.61999126,2026-09-14 12:30:26.649943
643,2017-09-09,22.0,Indoor/Outdoor Games,1,2531,126499.37883574002,2026-09-14 12:30:26.649945
644,2017-09-09,22.0,Lacrosse,1,40,999.5999908000002,2026-09-14 12:30:26.649946
645,2017-09-09,22.0,Men's Footwear,1,1037,134799.6357035,2026-09-14 12:30:26.649948
646,2017-09-09,22.0,Shop By Sport,2,1522,60285.36245951999,2026-09-14 12:30:26.649949
647,2017-09-09,22.0,Tennis & Racquet,1,66,2969.34011088,2026-09-14 12:30:26.649951
648,2017-09-09,22.0,Trade-In,3,180,3226.1999586,2026-09-14 12:30:26.649952
649,2017-09-09,22.0,Water Sports,1,727,145392.73399850004,2026-09-14 12:30:26.649954
650,2017-09-09,22.0,Women's Apparel,1,2861,143050.0,2026-09-14 12:30:26.649955
651,2017-09-09,23.0,Accessories,6,554,13844.459872580002,2026-09-14 12:30:26.649957
652,2017-09-09,23.0,As Seen on TV!,1,64,6399.35986304,2026-09-14 12:30:26.649958
653,2017-09-09,23.0,Baby,1,35,2067.80006405,2026-09-14 12:30:26.649960
654,2017-09-09,23.0,Baseball & Softball,3,183,11828.17040676,2026-09-14 12:30:26.649961
655,2017-09-09,23.0,Basketball,3,45,19799.549558999995,2026-09-14 12:30:26.649963
656,2017-09-09,23.0,Books,1,212,6588.959983039998,2026-09-14 12:30:26.649964
657,2017-09-09,23.0,Boxing & MMA,3,197,15921.7697901,2026-09-14 12:30:26.649966
658,2017-09-09,23.0,CDs,1,68,767.7199972800003,2026-09-14 12:30:26.649967
659,2017-09-09,23.0,Cameras,1,320,144652.80272,2026-09-14 12:30:26.649969
660,2017-09-09,23.0,Camping & Hiking,1,1980,593960.42178,2026-09-14 12:30:26.649971
661,2017-09-09,23.0,Cardio Equipment,2,5714,562804.0680331201,2026-09-14 12:30:26.649972
662,2017-09-09,23.0,Children's Clothing,1,317,113200.70193370001,2026-09-14 12:30:26.649974
663,2017-09-09,23.0,Cleats,2,10977,664030.24817732,2026-09-14 12:30:26.649975
664,2017-09-09,23.0,Computers,1,203,304500.0,2026-09-14 12:30:26.649977
665,2017-09-09,23.0,Consumer Electronics,1,155,39196.40075949999,2026-09-14 12:30:26.649978
666,2017-09-09,23.0,Crafts,1,125,57685.001374999985,2026-09-14 12:30:26.649980
667,2017-09-09,23.0,DVDs,1,117,19232.460573299988,2026-09-14 12:30:26.649981
668,2017-09-09,23.0,Electronics,11,978,38433.220607819996,2026-09-14 12:30:26.649983
669,2017-09-09,23.0,Fishing,1,2606,1042347.9086660002,2026-09-14 12:30:26.649984
670,2017-09-09,23.0,Fitness Accessories,2,100,6324.0001106,2026-09-14 12:30:26.649986
671,2017-09-09,23.0,Girls' Apparel,4,375,16098.700218400001,2026-09-14 12:30:26.649987
672,2017-09-09,23.0,Golf Apparel,3,172,8598.28006641,2026-09-14 12:30:26.649989
673,2017-09-09,23.0,Golf Bags & Carts,1,22,3739.780120999999,2026-09-14 12:30:26.649990
674,2017-09-09,23.0,Golf Balls,5,455,7952.449895350001,2026-09-14 12:30:26.649992
675,2017-09-09,23.0,Golf Gloves,7,359,24551.410014574998,2026-09-14 12:30:26.649993
676,2017-09-09,23.0,Golf Shoes,4,278,23632.0,2026-09-14 12:30:26.649995
677,2017-09-09,23.0,Hockey,3,226,11431.799803999998,2026-09-14 12:30:26.649996
678,2017-09-09,23.0,Hunting & Shooting,3,175,12097.860099840002,2026-09-14 12:30:26.649998
679,2017-09-09,23.0,Indoor/Outdoor Games,1,8153,407486.93624962005,2026-09-14 12:30:26.649999
680,2017-09-09,23.0,Kids' Golf Clubs,8,276,47228.649159709996,2026-09-14 12:30:26.650001
681,2017-09-09,23.0,Lacrosse,2,106,6023.939889670001,2026-09-14 12:30:26.650002
682,2017-09-09,23.0,Men's Footwear,1,3242,421427.5978310001,2026-09-14 12:30:26.650004
683,2017-09-09,23.0,Men's Golf Clubs,4,153,16818.469948980004,2026-09-14 12:30:26.650005
684,2017-09-09,23.0,Shop By Sport,3,5020,202710.88832473996,2026-09-14 12:30:26.650007
685,2017-09-09,23.0,Soccer,2,97,9064.02979358,2026-09-14 12:30:26.650008
686,2017-09-09,23.0,Strength Training,3,57,28091.709714400004,2026-09-14 12:30:26.650010
687,2017-09-09,23.0,Tennis & Racquet,1,86,3869.1401444800003,2026-09-14 12:30:26.650011
688,2017-09-09,23.0,Trade-In,4,266,10757.3400878,2026-09-14 12:30:26.650013
689,2017-09-09,23.0,Water Sports,2,2359,475376.42260730005,2026-09-14 12:30:26.650014
690,2017-09-09,23.0,Women's Apparel,1,9510,475500.0,2026-09-14 12:30:26.650016
691,2017-09-09,23.0,Women's Golf Clubs,3,167,18338.329841259998,2026-09-14 12:30:26.650017
692,2017-09-09,,Accessories,6,46,1149.54,2026-09-14 13:13:38.208919
693,2017-09-09,,Baseball & Softball,1,3,104.97,2026-09-14 13:13:38.209113
694,2017-09-09,,Boxing & MMA,1,14,769.58,2026-09-14 13:13:38.209183
695,2017-09-09,,Camping & Hiking,1,81,24298.38,2026-09-14 13:13:38.209231
696,2017-09-09,,Cardio Equipment,2,248,24587.55,2026-09-14 13:13:38.209291
697,2017-09-09,,Cleats,1,428,25675.72,2026-09-14 13:13:38.209346
698,2017-09-09,,Electronics,9,63,2451.37,2026-09-14 13:13:38.209380
699,2017-09-09,,Fishing,1,69,27598.62,2026-09-14 13:13:38.209411
700,2017-09-09,,Fitness Accessories,1,8,279.92,2026-09-14 13:13:38.209443
701,2017-09-09,,Girls' Apparel,4,28,1329.9,2026-09-14 13:13:38.209599
702,2017-09-09,,Golf Apparel,1,4,79.96,2026-09-14 13:13:38.209708
703,2017-09-09,,Golf Balls,5,35,573.65,2026-09-14 13:13:38.209758
704,2017-09-09,,Golf Gloves,2,17,439.83,2026-09-14 13:13:38.209800
705,2017-09-09,,Golf Shoes,1,10,650.0,2026-09-14 13:13:38.209849
706,2017-09-09,,Hockey,2,7,169.0,2026-09-14 13:13:38.209893
707,2017-09-09,,Hunting & Shooting,1,4,119.96,2026-09-14 13:13:38.209928
708,2017-09-09,,Indoor/Outdoor Games,1,334,16693.32,2026-09-14 13:13:38.209962
709,2017-09-09,,Lacrosse,1,5,124.95,2026-09-14 13:13:38.210016
710,2017-09-09,,Men's Footwear,1,121,15728.79,2026-09-14 13:13:38.210062
711,2017-09-09,,Shop By Sport,2,189,7448.22,2026-09-14 13:13:38.210094
712,2017-09-09,,Tennis & Racquet,1,7,314.93,2026-09-14 13:13:38.210131
713,2017-09-09,,Trade-In,3,20,373.8,2026-09-14 13:13:38.210195
714,2017-09-09,,Water Sports,1,92,18399.08,2026-09-14 13:13:38.210246
715,2017-09-09,,Women's Apparel,1,350,17500.0,2026-09-14 13:13:38.210284
716,2017-09-09,,Accessories,6,220,5497.8,2026-09-14 13:13:38.210333
717,2017-09-09,,As Seen on TV!,1,1,99.99,2026-09-14 13:13:38.210367
718,2017-09-09,,Baseball & Softball,3,100,5249.0,2026-09-14 13:13:38.210399
719,2017-09-09,,Boxing & MMA,3,69,4893.53,2026-09-14 13:13:38.210431
720,2017-09-09,,Camping & Hiking,1,661,198286.79,2026-09-14 13:13:38.210462
721,2017-09-09,,Cardio Equipment,2,1886,185151.63,2026-09-14 13:13:38.210495
723,2017-09-09,,Electronics,11,435,17211.65,2026-09-14 13:13:38.210555
724,2017-09-09,,Fishing,1,827,330783.47,2026-09-14 13:13:38.210584
725,2017-09-09,,Fitness Accessories,1,46,1609.54,2026-09-14 13:13:38.210614
726,2017-09-09,,Girls' Apparel,4,176,7839.59,2026-09-14 13:13:38.210644
727,2017-09-09,,Golf Apparel,3,62,1759.38,2026-09-14 13:13:38.210673
728,2017-09-09,,Golf Bags & Carts,1,1,169.99,2026-09-14 13:13:38.210703
729,2017-09-09,,Golf Balls,5,206,3661.94,2026-09-14 13:13:38.210732
730,2017-09-09,,Golf Gloves,6,179,5913.21,2026-09-14 13:13:38.210761
731,2017-09-09,,Golf Shoes,4,59,4126.0,2026-09-14 13:13:38.210790
732,2017-09-09,,Hockey,2,84,1929.0,2026-09-14 13:13:38.210819
733,2017-09-09,,Hunting & Shooting,3,70,3029.4,2026-09-14 13:13:38.210849
734,2017-09-09,,Indoor/Outdoor Games,1,2856,142742.88,2026-09-14 13:13:38.210880
735,2017-09-09,,Kids' Golf Clubs,5,25,3226.46,2026-09-14 13:13:38.210909
736,2017-09-09,,Lacrosse,1,32,799.68,2026-09-14 13:13:38.210938
737,2017-09-09,,Men's Footwear,1,1056,137269.45,2026-09-14 13:13:38.210968
738,2017-09-09,,Men's Golf Clubs,4,17,1969.83,2026-09-14 13:13:38.210997
739,2017-09-09,,Shop By Sport,3,1612,64434.39,2026-09-14 13:13:38.211027
740,2017-09-09,,Soccer,2,16,1549.84,2026-09-14 13:13:38.211056
741,2017-09-09,,Strength Training,1,3,567.0,2026-09-14 13:13:38.211086
742,2017-09-09,,Tennis & Racquet,1,54,2429.46,2026-09-14 13:13:38.211117
743,2017-09-09,,Trade-In,4,148,4112.52,2026-09-14 13:13:38.211154
744,2017-09-09,,Water Sports,1,744,148792.56,2026-09-14 13:13:38.211196
745,2017-09-09,,Women's Apparel,1,2894,144700.0,2026-09-14 13:13:38.211273
746,2017-09-09,,Women's Golf Clubs,3,22,2669.78,2026-09-14 13:13:38.211310
747,2017-09-09,,Accessories,6,68,1699.32,2026-09-14 13:13:38.211343
748,2017-09-09,,Baseball & Softball,2,28,1304.72,2026-09-14 13:13:38.211375
749,2017-09-09,,Boxing & MMA,1,15,824.55,2026-09-14 13:13:38.211406
750,2017-09-09,,Camping & Hiking,1,127,38097.46,2026-09-14 13:13:38.211438
751,2017-09-09,,Cardio Equipment,2,353,34596.57,2026-09-14 13:13:38.211469
752,2017-09-09,,Cleats,1,688,41273.12,2026-09-14 13:13:38.211499
753,2017-09-09,,Electronics,11,103,3890.97,2026-09-14 13:13:38.211529
754,2017-09-09,,Fishing,1,168,67196.64,2026-09-14 13:13:38.211559
755,2017-09-09,,Fitness Accessories,1,5,174.95,2026-09-14 13:13:38.211589
756,2017-09-09,,Girls' Apparel,4,61,2459.84,2026-09-14 13:13:38.211618
757,2017-09-09,,Golf Apparel,1,6,119.94,2026-09-14 13:13:38.211648
758,2017-09-09,,Golf Balls,5,43,779.57,2026-09-14 13:13:38.211678
759,2017-09-09,,Golf Gloves,3,17,424.83,2026-09-14 13:13:38.211707
760,2017-09-09,,Golf Shoes,1,21,1365.0,2026-09-14 13:13:38.211737
761,2017-09-09,,Hockey,2,30,696.0,2026-09-14 13:13:38.211768
762,2017-09-09,,Hunting & Shooting,1,13,389.87,2026-09-14 13:13:38.211798
763,2017-09-09,,Indoor/Outdoor Games,1,551,27538.98,2026-09-14 13:13:38.211828
764,2017-09-09,,Lacrosse,1,5,124.95,2026-09-14 13:13:38.211859
765,2017-09-09,,Men's Footwear,1,209,27167.91,2026-09-14 13:13:38.211889
766,2017-09-09,,Shop By Sport,2,363,14336.55,2026-09-14 13:13:38.211919
767,2017-09-09,,Tennis & Racquet,1,11,494.89,2026-09-14 13:13:38.211950
768,2017-09-09,,Trade-In,3,15,257.85,2026-09-14 13:13:38.211979
769,2017-09-09,,Water Sports,1,147,29398.53,2026-09-14 13:13:38.212011
770,2017-09-09,,Women's Apparel,1,653,32650.0,2026-09-14 13:13:38.212044
771,2017-09-09,,Accessories,6,821,20516.79,2026-09-14 13:13:38.212075
772,2017-09-09,,As Seen on TV!,1,53,5299.47,2026-09-14 13:13:38.212105
773,2017-09-09,,Baseball & Softball,3,290,15722.1,2026-09-14 13:13:38.212135
774,2017-09-09,,Boxing & MMA,3,206,13980.26,2026-09-14 13:13:38.212165
775,2017-09-09,,Camping & Hiking,1,2323,696853.57,2026-09-14 13:13:38.212194
776,2017-09-09,,Cardio Equipment,2,6174,607819.61,2026-09-14 13:13:38.212223
777,2017-09-09,,Cleats,1,12164,729718.38,2026-09-14 13:13:38.212252
778,2017-09-09,,Electronics,11,1458,58194.42,2026-09-14 13:13:38.212279
779,2017-09-09,,Fishing,1,2822,1128743.59,2026-09-14 13:13:38.212307
780,2017-09-09,,Fitness Accessories,1,121,4233.79,2026-09-14 13:13:38.212335
781,2017-09-09,,Girls' Apparel,4,576,24223.51,2026-09-14 13:13:38.212364
782,2017-09-09,,Golf Apparel,3,152,6078.48,2026-09-14 13:13:38.212391
783,2017-09-09,,Golf Bags & Carts,1,14,2379.86,2026-09-14 13:13:38.212420
784,2017-09-09,,Golf Balls,5,701,12343.99,2026-09-14 13:13:38.212448
785,2017-09-09,,Golf Gloves,6,442,18490.58,2026-09-14 13:13:38.212477
786,2017-09-09,,Golf Shoes,4,275,20668.0,2026-09-14 13:13:38.212506
787,2017-09-09,,Hockey,2,253,5959.0,2026-09-14 13:13:38.212535
788,2017-09-09,,Hunting & Shooting,3,221,10432.15,2026-09-14 13:13:38.212564
789,2017-09-09,,Indoor/Outdoor Games,1,9754,487504.92,2026-09-14 13:13:38.212593
790,2017-09-09,,Kids' Golf Clubs,5,127,14883.31,2026-09-14 13:13:38.212622
791,2017-09-09,,Lacrosse,2,245,10697.55,2026-09-14 13:13:38.212649
792,2017-09-09,,Men's Footwear,1,3620,470563.82,2026-09-14 13:13:38.212677
793,2017-09-09,,Men's Golf Clubs,4,95,10669.05,2026-09-14 13:13:38.212706
794,2017-09-09,,Shop By Sport,3,5563,223655.59,2026-09-14 13:13:38.212733
795,2017-09-09,,Soccer,2,82,7189.18,2026-09-14 13:13:38.212761
796,2017-09-09,,Strength Training,1,9,1701.0,2026-09-14 13:13:38.212789
797,2017-09-09,,Tennis & Racquet,1,134,6028.66,2026-09-14 13:13:38.212817
798,2017-09-09,,Trade-In,4,409,11417.91,2026-09-14 13:13:38.212845
799,2017-09-09,,Water Sports,1,2571,514174.3,2026-09-14 13:13:38.212874
800,2017-09-09,,Women's Apparel,1,10342,517100.0,2026-09-14 13:13:38.212902
801,2017-09-09,,Women's Golf Clubs,3,74,8469.26,2026-09-14 13:13:38.212933
802,2017-09-09,,Accessories,5,34,849.66,2026-09-14 13:13:38.212962
803,2017-09-09,,Boxing & MMA,1,7,384.79,2026-09-14 13:13:38.212990
804,2017-09-09,,Camping & Hiking,1,39,11699.22,2026-09-14 13:13:38.213018
805,2017-09-09,,Cardio Equipment,2,102,9919.02,2026-09-14 13:13:38.213046
806,2017-09-09,,Cleats,1,252,15117.48,2026-09-14 13:13:38.213074
807,2017-09-09,,Electronics,8,34,1423.66,2026-09-14 13:13:38.213101
808,2017-09-09,,Fishing,1,64,25598.72,2026-09-14 13:13:38.213127
809,2017-09-09,,Girls' Apparel,4,16,504.97,2026-09-14 13:13:38.213155
810,2017-09-09,,Golf Apparel,1,4,79.96,2026-09-14 13:13:38.213183
811,2017-09-09,,Golf Balls,1,2,29.98,2026-09-14 13:13:38.213211
812,2017-09-09,,Golf Gloves,3,14,394.86,2026-09-14 13:13:38.213238
813,2017-09-09,,Hunting & Shooting,1,14,419.86,2026-09-14 13:13:38.213284
814,2017-09-09,,Indoor/Outdoor Games,1,201,10045.98,2026-09-14 13:13:38.213318
815,2017-09-09,,Lacrosse,1,5,124.95,2026-09-14 13:13:38.213349
816,2017-09-09,,Men's Footwear,1,86,11179.14,2026-09-14 13:13:38.213379
817,2017-09-09,,Shop By Sport,2,92,3599.16,2026-09-14 13:13:38.213410
818,2017-09-09,,Tennis & Racquet,1,5,224.95,2026-09-14 13:13:38.213440
819,2017-09-09,,Trade-In,1,2,43.98,2026-09-14 13:13:38.213469
820,2017-09-09,,Water Sports,1,41,8199.59,2026-09-14 13:13:38.213499
821,2017-09-09,,Women's Apparel,1,200,10000.0,2026-09-14 13:13:38.213531
822,2017-09-09,,Accessories,6,66,1649.34,2026-09-14 13:13:38.213560
823,2017-09-09,,Baseball & Softball,2,21,1109.79,2026-09-14 13:13:38.213591
824,2017-09-09,,Boxing & MMA,1,11,604.67,2026-09-14 13:13:38.213621
825,2017-09-09,,Camping & Hiking,1,143,42897.14,2026-09-14 13:13:38.213650
826,2017-09-09,,Cardio Equipment,2,512,50005.05,2026-09-14 13:13:38.213680
827,2017-09-09,,Cleats,1,833,49971.67,2026-09-14 13:13:38.213708
828,2017-09-09,,Electronics,9,108,4494.92,2026-09-14 13:13:38.213736
829,2017-09-09,,Fishing,1,198,79196.04,2026-09-14 13:13:38.213764
830,2017-09-09,,Fitness Accessories,1,4,139.96,2026-09-14 13:13:38.213792
831,2017-09-09,,Girls' Apparel,2,13,375.0,2026-09-14 13:13:38.213821
832,2017-09-09,,Golf Apparel,1,11,219.89,2026-09-14 13:13:38.213850
833,2017-09-09,,Golf Balls,4,53,987.47,2026-09-14 13:13:38.213878
834,2017-09-09,,Golf Gloves,3,18,389.82,2026-09-14 13:13:38.213906
835,2017-09-09,,Golf Shoes,1,6,390.0,2026-09-14 13:13:38.213935
836,2017-09-09,,Hockey,2,13,298.0,2026-09-14 13:13:38.213963
837,2017-09-09,,Hunting & Shooting,1,14,419.86,2026-09-14 13:13:38.213992
838,2017-09-09,,Indoor/Outdoor Games,1,647,32337.06,2026-09-14 13:13:38.214021
839,2017-09-09,,Lacrosse,1,4,99.96,2026-09-14 13:13:38.214051
840,2017-09-09,,Men's Footwear,1,247,32107.53,2026-09-14 13:13:38.214080
841,2017-09-09,,Shop By Sport,2,328,13066.77,2026-09-14 13:13:38.214110
842,2017-09-09,,Tennis & Racquet,1,5,224.95,2026-09-14 13:13:38.214139
843,2017-09-09,,Trade-In,3,24,401.76,2026-09-14 13:13:38.214168
844,2017-09-09,,Water Sports,1,176,35198.24,2026-09-14 13:13:38.214196
845,2017-09-09,,Women's Apparel,1,593,29650.0,2026-09-14 13:13:38.214224
846,2017-09-09,,Accessories,6,237,5922.63,2026-09-14 13:13:38.214252
847,2017-09-09,,Baseball & Softball,2,96,4759.04,2026-09-14 13:13:38.214280
848,2017-09-09,,Boxing & MMA,1,57,3133.29,2026-09-14 13:13:38.214309
849,2017-09-09,,Camping & Hiking,1,568,170388.65,2026-09-14 13:13:38.214337
850,2017-09-09,,Cardio Equipment,2,1512,148525.26,2026-09-14 13:13:38.214364
851,2017-09-09,,Cleats,1,2834,170011.66,2026-09-14 13:13:38.214392
852,2017-09-09,,Electronics,11,434,17103.66,2026-09-14 13:13:38.214419
853,2017-09-09,,Fishing,1,706,282385.89,2026-09-14 13:13:38.214447
854,2017-09-09,,Fitness Accessories,1,30,1049.7,2026-09-14 13:13:38.214474
855,2017-09-09,,Girls' Apparel,4,164,6284.8,2026-09-14 13:13:38.214502
856,2017-09-09,,Golf Apparel,1,66,1319.34,2026-09-14 13:13:38.214529
857,2017-09-09,,Golf Balls,5,161,2805.39,2026-09-14 13:13:38.214556
858,2017-09-09,,Golf Gloves,3,101,2418.99,2026-09-14 13:13:38.214583
859,2017-09-09,,Golf Shoes,1,67,4355.0,2026-09-14 13:13:38.214611
860,2017-09-09,,Hockey,2,75,1770.0,2026-09-14 13:13:38.214638
861,2017-09-09,,Hunting & Shooting,1,60,1799.4,2026-09-14 13:13:38.214666
862,2017-09-09,,Indoor/Outdoor Games,1,2237,111805.26,2026-09-14 13:13:38.214693
863,2017-09-09,,Lacrosse,1,38,949.62,2026-09-14 13:13:38.214721
864,2017-09-09,,Men's Footwear,1,896,116471.04,2026-09-14 13:13:38.214749
865,2017-09-09,,Shop By Sport,2,1422,56336.31,2026-09-14 13:13:38.214779
866,2017-09-09,,Tennis & Racquet,1,37,1664.63,2026-09-14 13:13:38.214807
867,2017-09-09,,Trade-In,3,107,2058.93,2026-09-14 13:13:38.214835
868,2017-09-09,,Water Sports,1,651,130193.49,2026-09-14 13:13:38.214863
869,2017-09-09,,Women's Apparel,1,2552,127600.0,2026-09-14 13:13:38.214890
870,2017-09-09,,Accessories,6,190,4748.1,2026-09-14 13:13:38.214918
871,2017-09-09,,Baby,1,37,2185.96,2026-09-14 13:13:38.214945
872,2017-09-09,,Baseball & Softball,2,66,2934.34,2026-09-14 13:13:38.214973
873,2017-09-09,,Books,1,20,621.6,2026-09-14 13:13:38.215000
874,2017-09-09,,Boxing & MMA,1,46,2528.62,2026-09-14 13:13:38.215027
875,2017-09-09,,CDs,1,35,395.15,2026-09-14 13:13:38.215054
876,2017-09-09,,Camping & Hiking,1,443,132891.14,2026-09-14 13:13:38.215081
877,2017-09-09,,Cardio Equipment,2,1299,127367.37,2026-09-14 13:13:38.215109
878,2017-09-09,,Children's Clothing,1,22,7856.2,2026-09-14 13:13:38.215136
879,2017-09-09,,Cleats,1,2418,145055.82,2026-09-14 13:13:38.215162
880,2017-09-09,,Computers,1,32,48000.0,2026-09-14 13:13:38.215189
881,2017-09-09,,Consumer Electronics,1,19,4804.72,2026-09-14 13:13:38.215215
882,2017-09-09,,Crafts,1,63,29073.24,2026-09-14 13:13:38.215242
883,2017-09-09,,DVDs,1,58,9534.04,2026-09-14 13:13:38.215283
884,2017-09-09,,Electronics,11,385,14602.15,2026-09-14 13:13:38.215316
885,2017-09-09,,Fishing,1,625,249987.51,2026-09-14 13:13:38.215346
886,2017-09-09,,Fitness Accessories,1,40,1399.6,2026-09-14 13:13:38.215375
887,2017-09-09,,Garden,1,153,81484.74,2026-09-14 13:13:38.215404
888,2017-09-09,,Girls' Apparel,4,157,6744.73,2026-09-14 13:13:38.215432
889,2017-09-09,,Golf Apparel,1,30,599.7,2026-09-14 13:13:38.215461
890,2017-09-09,,Golf Balls,5,222,3919.78,2026-09-14 13:13:38.215490
891,2017-09-09,,Golf Gloves,3,151,3473.49,2026-09-14 13:13:38.215519
892,2017-09-09,,Golf Shoes,1,34,2210.0,2026-09-14 13:13:38.215549
893,2017-09-09,,Health and Beauty,1,83,24322.32,2026-09-14 13:13:38.215579
894,2017-09-09,,Hockey,2,46,1075.0,2026-09-14 13:13:38.215606
