id,item_id,warehouse_id,movement_type,quantity,movement_date,reference_number,notes,created_at
281603,237,,Issue,5,2015-03-22 09:21:00,DC-ORD-5371,DataCo customer order shipment,2026-09-14 13:12:59.908582
281613,237,,Issue,5,2015-03-21 19:20:00,DC-ORD-5331,DataCo customer order shipment,2026-09-14 13:12:59.912602
281614,237,,Issue,3,2015-03-25 18:59:00,DC-ORD-5330,DataCo customer order shipment,2026-09-14 13:12:59.912964
281617,237,,Issue,1,2015-03-24 15:07:00,DC-ORD-5319,DataCo customer order shipment,2026-09-14 13:12:59.914038
281618,237,,Issue,1,2015-03-22 14:25:00,DC-ORD-5317,DataCo customer order shipment,2026-09-14 13:12:59.914437
281627,237,,Issue,3,2015-03-21 07:25:00,DC-ORD-5297,DataCo customer order shipment,2026-09-14 13:12:59.919746
281628,237,,Issue,1,2015-03-19 19:04:00,DC-ORD-5296,DataCo customer order shipment,2026-09-14 13:12:59.920161
281632,237,,Issue,5,2015-03-24 02:52:00,DC-ORD-5284,DataCo customer order shipment,2026-09-14 13:12:59.921972
281636,237,,Issue,5,2015-03-24 21:57:00,DC-ORD-5270,DataCo customer order shipment,2026-09-14 13:12:59.923529
281637,237,,Issue,3,2015-03-20 20:33:00,DC-ORD-5266,DataCo customer order shipment,2026-09-14 13:12:59.923919
281640,237,,Issue,4,2015-03-20 13:33:00,DC-ORD-5246,DataCo customer order shipment,2026-09-14 13:12:59.925072
281641,237,,Issue,5,2015-03-22 12:30:00,DC-ORD-5243,DataCo customer order shipment,2026-09-14 13:12:59.925470
281646,237,,Issue,3,2015-03-21 05:08:00,DC-ORD-5222,DataCo customer order shipment,2026-09-14 13:12:59.927296
281658,237,,Issue,2,2015-03-22 12:19:00,DC-ORD-5174,DataCo customer order shipment,2026-09-14 13:12:59.932144
281660,237,,Issue,5,2015-03-19 09:10:00,DC-ORD-5165,DataCo customer order shipment,2026-09-14 13:12:59.933466
281661,237,,Issue,3,2015-03-22 08:49:00,DC-ORD-5164,DataCo customer order shipment,2026-09-14 13:12:59.933890
281662,237,,Issue,2,2015-03-20 08:07:00,DC-ORD-5162,DataCo customer order shipment,2026-09-14 13:12:59.934298
281663,237,,Issue,4,2015-03-19 07:46:00,DC-ORD-5161,DataCo customer order shipment,2026-09-14 13:12:59.934710
281664,237,,Issue,5,2015-03-22 07:04:00,DC-ORD-5159,DataCo customer order shipment,2026-09-14 13:12:59.935100
281669,237,,Issue,3,2015-03-18 21:16:00,DC-ORD-5131,DataCo customer order shipment,2026-09-14 13:12:59.936951
281673,237,,Issue,3,2015-03-19 14:36:00,DC-ORD-5112,DataCo customer order shipment,2026-09-14 13:12:59.939851
281682,237,,Issue,2,2015-03-20 04:27:00,DC-ORD-5083,DataCo customer order shipment,2026-09-14 13:12:59.944049
281684,237,,Issue,4,2015-03-18 22:50:00,DC-ORD-5067,DataCo customer order shipment,2026-09-14 13:12:59.944927
281688,237,,Issue,2,2015-03-19 14:26:00,DC-ORD-5043,DataCo customer order shipment,2026-09-14 13:12:59.946405
281689,237,,Issue,2,2015-03-21 13:23:00,DC-ORD-5040,DataCo customer order shipment,2026-09-14 13:12:59.947367
281702,237,,Issue,1,2015-03-19 21:16:00,DC-ORD-4994,DataCo customer order shipment,2026-09-14 13:12:59.953782
281704,237,,Issue,1,2015-03-16 20:13:00,DC-ORD-4991,DataCo customer order shipment,2026-09-14 13:12:59.954556
281728,237,,Issue,5,2015-03-17 15:08:00,DC-ORD-4908,DataCo customer order shipment,2026-09-14 13:12:59.965194
281730,237,,Issue,1,2015-03-15 12:20:00,DC-ORD-4900,DataCo customer order shipment,2026-09-14 13:12:59.966460
281731,237,,Issue,3,2015-03-17 11:38:00,DC-ORD-4898,DataCo customer order shipment,2026-09-14 13:12:59.967086
281736,237,,Issue,1,2015-03-17 23:43:00,DC-ORD-4864,DataCo customer order shipment,2026-09-14 13:12:59.969807
281739,237,,Issue,5,2015-03-18 20:34:00,DC-ORD-4855,DataCo customer order shipment,2026-09-14 13:12:59.971147
281746,237,,Issue,2,2015-03-17 11:27:00,DC-ORD-4829,DataCo customer order shipment,2026-09-14 13:12:59.973912
281748,237,,Issue,4,2015-03-14 07:15:00,DC-ORD-4817,DataCo customer order shipment,2026-09-14 13:12:59.974738
281751,237,,Issue,5,2015-03-15 05:30:00,DC-ORD-4812,DataCo customer order shipment,2026-09-14 13:12:59.975837
281753,237,,Issue,3,2015-03-15 03:45:00,DC-ORD-4807,DataCo customer order shipment,2026-09-14 13:12:59.976606
281757,237,,Issue,4,2015-03-16 00:36:00,DC-ORD-4798,DataCo customer order shipment,2026-09-14 13:12:59.978042
281758,237,,Issue,1,2015-03-15 00:15:00,DC-ORD-4797,DataCo customer order shipment,2026-09-14 13:12:59.978401
281759,237,,Issue,1,2015-03-13 23:54:00,DC-ORD-4796,DataCo customer order shipment,2026-09-14 13:12:59.978743
281760,237,,Issue,1,2015-03-17 23:33:00,DC-ORD-4795,DataCo customer order shipment,2026-09-14 13:12:59.979126
281763,237,,Issue,4,2015-03-13 21:05:00,DC-ORD-4788,DataCo customer order shipment,2026-09-14 13:12:59.980319
281765,237,,Issue,5,2015-03-17 11:17:00,DC-ORD-4760,DataCo customer order shipment,2026-09-14 13:12:59.981120
281784,237,,Issue,2,2015-03-16 00:15:00,DC-ORD-4660,DataCo customer order shipment,2026-09-14 13:12:59.991076
281786,237,,Issue,5,2015-03-14 18:38:00,DC-ORD-4644,DataCo customer order shipment,2026-09-14 13:12:59.991826
281790,237,,Issue,5,2015-03-13 14:47:00,DC-ORD-4633,DataCo customer order shipment,2026-09-14 13:12:59.993335
281792,237,,Issue,4,2015-03-11 12:41:00,DC-ORD-4627,DataCo customer order shipment,2026-09-14 13:12:59.994265
281793,237,,Issue,5,2015-03-11 07:05:00,DC-ORD-4611,DataCo customer order shipment,2026-09-14 13:12:59.994714
281795,237,,Issue,2,2015-03-13 04:17:00,DC-ORD-4603,DataCo customer order shipment,2026-09-14 13:12:59.995648
281796,237,,Issue,2,2015-03-11 03:35:00,DC-ORD-4601,DataCo customer order shipment,2026-09-14 13:12:59.996107
281805,237,,Issue,5,2015-03-10 18:07:00,DC-ORD-4574,DataCo customer order shipment,2026-09-14 13:13:00.001811
281806,237,,Issue,4,2015-03-10 17:46:00,DC-ORD-4573,DataCo customer order shipment,2026-09-14 13:13:00.003980
281808,237,,Issue,3,2015-03-13 14:37:00,DC-ORD-4564,DataCo customer order shipment,2026-09-14 13:13:00.004904
281810,237,,Issue,3,2015-03-13 12:52:00,DC-ORD-4559,DataCo customer order shipment,2026-09-14 13:13:00.005764
281811,237,,Issue,5,2015-03-10 11:49:00,DC-ORD-4556,DataCo customer order shipment,2026-09-14 13:13:00.006193
281813,237,,Issue,4,2015-03-12 10:46:00,DC-ORD-4553,DataCo customer order shipment,2026-09-14 13:13:00.007005
281815,237,,Issue,3,2015-03-14 07:57:00,DC-ORD-4545,DataCo customer order shipment,2026-09-14 13:13:00.007724
281820,237,,Issue,1,2015-03-09 21:48:00,DC-ORD-4516,DataCo customer order shipment,2026-09-14 13:13:00.009681
281821,237,,Issue,4,2015-03-12 21:06:00,DC-ORD-4514,DataCo customer order shipment,2026-09-14 13:13:00.010161
281829,237,,Issue,1,2015-03-11 13:44:00,DC-ORD-4493,DataCo customer order shipment,2026-09-14 13:13:00.013240
281843,237,,Issue,3,2015-03-09 21:37:00,DC-ORD-4447,DataCo customer order shipment,2026-09-14 13:13:00.021865
281847,237,,Issue,1,2015-03-08 13:55:00,DC-ORD-4425,DataCo customer order shipment,2026-09-14 13:13:00.023481
281849,237,,Issue,5,2015-03-10 11:28:00,DC-ORD-4418,DataCo customer order shipment,2026-09-14 13:13:00.024249
281850,237,,Issue,2,2015-03-09 11:07:00,DC-ORD-4417,DataCo customer order shipment,2026-09-14 13:13:00.024645
281851,237,,Issue,5,2015-03-12 10:25:00,DC-ORD-4415,DataCo customer order shipment,2026-09-14 13:13:00.025091
281852,237,,Issue,2,2015-03-11 10:04:00,DC-ORD-4414,DataCo customer order shipment,2026-09-14 13:13:00.025497
281855,237,,Issue,5,2015-03-09 07:37:00,DC-ORD-4407,DataCo customer order shipment,2026-09-14 13:13:00.026664
281860,237,,Issue,4,2015-03-12 01:39:00,DC-ORD-4390,DataCo customer order shipment,2026-09-14 13:13:00.028499
281865,237,,Issue,3,2015-03-07 19:00:00,DC-ORD-4371,DataCo customer order shipment,2026-09-14 13:13:00.030580
281866,237,,Issue,2,2015-03-07 14:48:00,DC-ORD-4359,DataCo customer order shipment,2026-09-14 13:13:00.031023
281867,237,,Issue,5,2015-03-08 14:06:00,DC-ORD-4357,DataCo customer order shipment,2026-09-14 13:13:00.031447
281870,237,,Issue,1,2015-03-07 10:14:00,DC-ORD-4346,DataCo customer order shipment,2026-09-14 13:13:00.032984
281876,237,,Issue,1,2015-03-07 03:14:00,DC-ORD-4326,DataCo customer order shipment,2026-09-14 13:13:00.036182
281877,237,,Issue,5,2015-03-10 02:32:00,DC-ORD-4324,DataCo customer order shipment,2026-09-14 13:13:00.036575
281878,237,,Issue,1,2015-03-08 01:50:00,DC-ORD-4322,DataCo customer order shipment,2026-09-14 13:13:00.037006
281883,237,,Issue,2,2015-03-10 14:37:00,DC-ORD-4290,DataCo customer order shipment,2026-09-14 13:13:00.038887
281886,237,,Issue,5,2015-03-06 11:28:00,DC-ORD-4281,DataCo customer order shipment,2026-09-14 13:13:00.040187
281897,237,,Issue,2,2015-03-05 17:57:00,DC-ORD-4231,DataCo customer order shipment,2026-09-14 13:13:00.044493
281906,237,,Issue,2,2015-03-03 18:02:00,DC-ORD-4197,DataCo customer order shipment,2026-09-14 13:13:00.049403
281920,237,,Issue,3,2015-03-06 07:37:00,DC-ORD-4133,DataCo customer order shipment,2026-09-14 13:13:00.059035
281921,237,,Issue,2,2015-03-05 07:16:00,DC-ORD-4132,DataCo customer order shipment,2026-09-14 13:13:00.059408
281922,237,,Issue,1,2015-03-08 06:34:00,DC-ORD-4130,DataCo customer order shipment,2026-09-14 13:13:00.059836
281923,237,,Issue,2,2015-03-04 06:13:00,DC-ORD-4129,DataCo customer order shipment,2026-09-14 13:13:00.060228
281924,237,,Issue,1,2015-03-04 05:52:00,DC-ORD-4128,DataCo customer order shipment,2026-09-14 13:13:00.060645
281930,237,,Issue,5,2015-03-05 21:06:00,DC-ORD-4103,DataCo customer order shipment,2026-09-14 13:13:00.063172
281931,237,,Issue,2,2015-03-05 19:21:00,DC-ORD-4098,DataCo customer order shipment,2026-09-14 13:13:00.063568
281932,237,,Issue,4,2015-03-05 17:36:00,DC-ORD-4093,DataCo customer order shipment,2026-09-14 13:13:00.063969
281941,237,,Issue,3,2015-03-03 06:02:00,DC-ORD-4060,DataCo customer order shipment,2026-09-14 13:13:00.067281
281942,237,,Issue,4,2015-03-01 17:41:00,DC-ORD-4059,DataCo customer order shipment,2026-09-14 13:13:00.067656
281943,237,,Issue,3,2015-03-03 04:38:00,DC-ORD-4056,DataCo customer order shipment,2026-09-14 13:13:00.068053
281944,237,,Issue,3,2015-03-04 03:14:00,DC-ORD-4052,DataCo customer order shipment,2026-09-14 13:13:00.068415
281945,237,,Issue,1,2015-03-03 02:53:00,DC-ORD-4051,DataCo customer order shipment,2026-09-14 13:13:00.068796
281946,237,,Issue,3,2015-03-07 02:32:00,DC-ORD-4050,DataCo customer order shipment,2026-09-14 13:13:00.069150
281947,237,,Issue,1,2015-03-06 02:11:00,DC-ORD-4049,DataCo customer order shipment,2026-09-14 13:13:00.069517
281949,237,,Issue,1,2015-03-02 20:35:00,DC-ORD-4033,DataCo customer order shipment,2026-09-14 13:13:00.070291
281956,237,,Issue,2,2015-03-05 06:55:00,DC-ORD-3994,DataCo customer order shipment,2026-09-14 13:13:00.073069
281957,237,,Issue,3,2015-03-06 05:31:00,DC-ORD-3990,DataCo customer order shipment,2026-09-14 13:13:00.074241
281966,237,,Issue,5,2015-03-01 15:51:00,DC-ORD-3951,DataCo customer order shipment,2026-09-14 13:13:00.079913
281973,237,,Issue,5,2015-03-05 03:14:00,DC-ORD-3915,DataCo customer order shipment,2026-09-14 13:13:00.085376
281975,237,,Issue,5,2015-03-02 00:26:00,DC-ORD-3907,DataCo customer order shipment,2026-09-14 13:13:00.088547
281988,237,,Issue,2,2015-02-28 08:19:00,DC-ORD-3861,DataCo customer order shipment,2026-09-14 13:13:00.094448
281992,237,,Issue,4,2015-02-27 21:49:00,DC-ORD-3831,DataCo customer order shipment,2026-09-14 13:13:00.096059
281994,237,,Issue,5,2015-03-02 19:22:00,DC-ORD-3824,DataCo customer order shipment,2026-09-14 13:13:00.096835
281996,237,,Issue,3,2015-02-28 16:54:00,DC-ORD-3817,DataCo customer order shipment,2026-09-14 13:13:00.097548
281997,237,,Issue,5,2015-03-03 16:12:00,DC-ORD-3815,DataCo customer order shipment,2026-09-14 13:13:00.097945
281999,237,,Issue,4,2015-03-02 14:06:00,DC-ORD-3809,DataCo customer order shipment,2026-09-14 13:13:00.098752
282000,237,,Issue,3,2015-02-28 09:54:00,DC-ORD-3797,DataCo customer order shipment,2026-09-14 13:13:00.099155
282001,237,,Issue,3,2015-02-27 09:33:00,DC-ORD-3796,DataCo customer order shipment,2026-09-14 13:13:00.099990
282002,237,,Issue,2,2015-02-25 17:42:00,DC-ORD-3785,DataCo customer order shipment,2026-09-14 13:13:00.100934
282004,237,,Issue,1,2015-03-02 03:36:00,DC-ORD-3779,DataCo customer order shipment,2026-09-14 13:13:00.102141
282013,237,,Issue,4,2015-02-26 15:41:00,DC-ORD-3745,DataCo customer order shipment,2026-09-14 13:13:00.107268
282016,237,,Issue,2,2015-03-01 06:34:00,DC-ORD-3719,DataCo customer order shipment,2026-09-14 13:13:00.108418
282020,237,,Issue,3,2015-02-27 23:13:00,DC-ORD-3698,DataCo customer order shipment,2026-09-14 13:13:00.110180
282043,237,,Issue,5,2015-02-25 17:05:00,DC-ORD-3612,DataCo customer order shipment,2026-09-14 13:13:00.121943
282047,237,,Issue,3,2015-02-25 11:50:00,DC-ORD-3597,DataCo customer order shipment,2026-09-14 13:13:00.123519
282048,237,,Issue,3,2015-02-25 04:49:00,DC-ORD-3577,DataCo customer order shipment,2026-09-14 13:13:00.123867
282049,237,,Issue,1,2015-02-24 04:28:00,DC-ORD-3576,DataCo customer order shipment,2026-09-14 13:13:00.124209
282050,237,,Issue,3,2015-02-28 04:07:00,DC-ORD-3575,DataCo customer order shipment,2026-09-14 13:13:00.124564
282051,237,,Issue,2,2015-02-27 03:46:00,DC-ORD-3574,DataCo customer order shipment,2026-09-14 13:13:00.124953
282056,237,,Issue,1,2015-02-26 19:01:00,DC-ORD-3549,DataCo customer order shipment,2026-09-14 13:13:00.126751
282057,237,,Issue,2,2015-02-25 18:40:00,DC-ORD-3548,DataCo customer order shipment,2026-09-14 13:13:00.127155
282059,237,,Issue,4,2015-02-27 15:52:00,DC-ORD-3540,DataCo customer order shipment,2026-09-14 13:13:00.127910
282066,237,,Issue,2,2015-02-23 02:12:00,DC-ORD-3501,DataCo customer order shipment,2026-09-14 13:13:00.130479
282067,237,,Issue,1,2015-02-23 01:30:00,DC-ORD-3499,DataCo customer order shipment,2026-09-14 13:13:00.130858
282070,237,,Issue,2,2015-02-24 23:24:00,DC-ORD-3493,DataCo customer order shipment,2026-09-14 13:13:00.132056
282072,237,,Issue,1,2015-02-22 20:57:00,DC-ORD-3486,DataCo customer order shipment,2026-09-14 13:13:00.132981
282073,237,,Issue,4,2015-02-26 20:36:00,DC-ORD-3485,DataCo customer order shipment,2026-09-14 13:13:00.133587
282074,237,,Issue,4,2015-02-25 18:29:00,DC-ORD-3479,DataCo customer order shipment,2026-09-14 13:13:00.134161
282075,237,,Issue,1,2015-02-22 17:26:00,DC-ORD-3476,DataCo customer order shipment,2026-09-14 13:13:00.134597
282077,237,,Issue,3,2015-02-25 13:14:00,DC-ORD-3464,DataCo customer order shipment,2026-09-14 13:13:00.135370
282081,237,,Issue,2,2015-02-24 05:53:00,DC-ORD-3443,DataCo customer order shipment,2026-09-14 13:13:00.136826
282083,237,,Issue,5,2015-02-24 23:13:00,DC-ORD-3424,DataCo customer order shipment,2026-09-14 13:13:00.137576
282086,237,,Issue,2,2015-02-20 05:37:00,DC-ORD-3408,DataCo customer order shipment,2026-09-14 13:13:00.138641
282087,237,,Issue,2,2015-02-20 05:16:00,DC-ORD-3407,DataCo customer order shipment,2026-09-14 13:13:00.139042
282093,237,,Issue,2,2015-02-25 06:03:00,DC-ORD-3375,DataCo customer order shipment,2026-09-14 13:13:00.141439
282094,237,,Issue,4,2015-02-24 05:42:00,DC-ORD-3374,DataCo customer order shipment,2026-09-14 13:13:00.141793
282097,237,,Issue,2,2015-02-20 22:42:00,DC-ORD-3354,DataCo customer order shipment,2026-09-14 13:13:00.142945
282098,237,,Issue,1,2015-02-23 20:57:00,DC-ORD-3349,DataCo customer order shipment,2026-09-14 13:13:00.143302
282103,237,,Issue,4,2015-02-22 17:05:00,DC-ORD-3338,DataCo customer order shipment,2026-09-14 13:13:00.145104
282105,237,,Issue,5,2015-02-20 13:56:00,DC-ORD-3329,DataCo customer order shipment,2026-09-14 13:13:00.145867
282106,237,,Issue,2,2015-02-20 13:35:00,DC-ORD-3328,DataCo customer order shipment,2026-09-14 13:13:00.146210
282107,237,,Issue,5,2015-02-20 05:53:00,DC-ORD-3306,DataCo customer order shipment,2026-09-14 13:13:00.146566
282109,237,,Issue,1,2015-02-24 02:02:00,DC-ORD-3295,DataCo customer order shipment,2026-09-14 13:13:00.147424
282115,237,,Issue,5,2015-02-19 14:07:00,DC-ORD-3261,DataCo customer order shipment,2026-09-14 13:13:00.149820
282117,237,,Issue,1,2015-02-21 11:19:00,DC-ORD-3253,DataCo customer order shipment,2026-09-14 13:13:00.151580
282118,237,,Issue,1,2015-02-20 10:58:00,DC-ORD-3252,DataCo customer order shipment,2026-09-14 13:13:00.152430
282119,237,,Issue,4,2015-02-22 09:55:00,DC-ORD-3249,DataCo customer order shipment,2026-09-14 13:13:00.153167
282122,237,,Issue,2,2015-02-21 07:49:00,DC-ORD-3243,DataCo customer order shipment,2026-09-14 13:13:00.155217
282131,237,,Issue,5,2015-02-22 22:00:00,DC-ORD-3215,DataCo customer order shipment,2026-09-14 13:13:00.159705
282139,237,,Issue,5,2015-02-19 10:26:00,DC-ORD-3182,DataCo customer order shipment,2026-09-14 13:13:00.163010
282141,237,,Issue,5,2015-02-18 07:17:00,DC-ORD-3173,DataCo customer order shipment,2026-09-14 13:13:00.163880
282142,237,,Issue,1,2015-02-18 06:56:00,DC-ORD-3172,DataCo customer order shipment,2026-09-14 13:13:00.164403
282143,237,,Issue,5,2015-02-18 06:35:00,DC-ORD-3171,DataCo customer order shipment,2026-09-14 13:13:00.165223
282144,237,,Issue,3,2015-02-22 00:59:00,DC-ORD-3155,DataCo customer order shipment,2026-09-14 13:13:00.166370
282145,237,,Issue,3,2015-02-21 00:38:00,DC-ORD-3154,DataCo customer order shipment,2026-09-14 13:13:00.167291
282155,237,,Issue,3,2015-02-20 12:22:00,DC-ORD-3119,DataCo customer order shipment,2026-09-14 13:13:00.175505
282156,237,,Issue,3,2015-02-17 11:19:00,DC-ORD-3116,DataCo customer order shipment,2026-09-14 13:13:00.175861
282162,237,,Issue,1,2015-02-18 04:40:00,DC-ORD-3097,DataCo customer order shipment,2026-09-14 13:13:00.178049
282167,237,,Issue,1,2015-02-17 00:06:00,DC-ORD-3084,DataCo customer order shipment,2026-09-14 13:13:00.182478
282171,237,,Issue,3,2015-02-17 21:39:00,DC-ORD-3077,DataCo customer order shipment,2026-09-14 13:13:00.185872
282172,237,,Issue,3,2015-02-20 20:57:00,DC-ORD-3075,DataCo customer order shipment,2026-09-14 13:13:00.186605
282174,237,,Issue,2,2015-02-17 16:24:00,DC-ORD-3062,DataCo customer order shipment,2026-09-14 13:13:00.187878
282180,237,,Issue,3,2015-02-17 05:53:00,DC-ORD-3032,DataCo customer order shipment,2026-09-14 13:13:00.192418
282183,237,,Issue,1,2015-02-18 23:35:00,DC-ORD-3014,DataCo customer order shipment,2026-09-14 13:13:00.194708
282185,237,,Issue,1,2015-02-19 22:11:00,DC-ORD-3010,DataCo customer order shipment,2026-09-14 13:13:00.195755
282187,237,,Issue,4,2015-02-17 19:44:00,DC-ORD-3003,DataCo customer order shipment,2026-09-14 13:13:00.196589
282195,237,,Issue,2,2015-02-16 10:37:00,DC-ORD-2977,DataCo customer order shipment,2026-09-14 13:13:00.205454
282198,237,,Issue,5,2015-02-19 02:55:00,DC-ORD-2955,DataCo customer order shipment,2026-09-14 13:13:00.207927
282200,237,,Issue,2,2015-02-17 23:03:00,DC-ORD-2944,DataCo customer order shipment,2026-09-14 13:13:00.209511
282207,237,,Issue,5,2015-02-18 11:09:00,DC-ORD-2910,DataCo customer order shipment,2026-09-14 13:13:00.213319
282217,237,,Issue,5,2015-02-12 09:50:00,DC-ORD-2872,DataCo customer order shipment,2026-09-14 13:13:00.217494
282219,237,,Issue,2,2015-02-14 07:49:00,DC-ORD-2832,DataCo customer order shipment,2026-09-14 13:13:00.218359
282220,237,,Issue,1,2015-02-17 07:07:00,DC-ORD-2830,DataCo customer order shipment,2026-09-14 13:13:00.218708
282222,237,,Issue,3,2015-02-13 00:28:00,DC-ORD-2811,DataCo customer order shipment,2026-09-14 13:13:00.219501
282224,237,,Issue,5,2015-02-13 19:33:00,DC-ORD-2797,DataCo customer order shipment,2026-09-14 13:13:00.220218
282233,237,,Issue,2,2015-02-16 10:06:00,DC-ORD-2770,DataCo customer order shipment,2026-09-14 13:13:00.223430
282236,237,,Issue,1,2015-02-15 08:00:00,DC-ORD-2764,DataCo customer order shipment,2026-09-14 13:13:00.224486
282237,237,,Issue,1,2015-02-13 07:18:00,DC-ORD-2762,DataCo customer order shipment,2026-09-14 13:13:00.224826
282239,237,,Issue,1,2015-02-14 04:08:00,DC-ORD-2753,DataCo customer order shipment,2026-09-14 13:13:00.225660
282240,237,,Issue,3,2015-02-13 03:47:00,DC-ORD-2752,DataCo customer order shipment,2026-09-14 13:13:00.226035
282241,237,,Issue,4,2015-02-15 02:44:00,DC-ORD-2749,DataCo customer order shipment,2026-09-14 13:13:00.226395
282243,237,,Issue,1,2015-02-10 11:14:00,DC-ORD-2739,DataCo customer order shipment,2026-09-14 13:13:00.227088
282245,237,,Issue,4,2015-02-12 22:32:00,DC-ORD-2737,DataCo customer order shipment,2026-09-14 13:13:00.227889
282249,237,,Issue,5,2015-02-15 18:20:00,DC-ORD-2725,DataCo customer order shipment,2026-09-14 13:13:00.229404
282250,237,,Issue,5,2015-02-14 17:59:00,DC-ORD-2724,DataCo customer order shipment,2026-09-14 13:13:00.229804
282251,237,,Issue,4,2015-02-10 05:17:00,DC-ORD-2722,DataCo customer order shipment,2026-09-14 13:13:00.230178
282258,237,,Issue,4,2015-02-13 07:07:00,DC-ORD-2693,DataCo customer order shipment,2026-09-14 13:13:00.232667
282259,237,,Issue,2,2015-02-15 06:04:00,DC-ORD-2690,DataCo customer order shipment,2026-09-14 13:13:00.233055
282267,237,,Issue,1,2015-02-14 17:48:00,DC-ORD-2655,DataCo customer order shipment,2026-09-14 13:13:00.236091
282268,237,,Issue,2,2015-02-10 16:45:00,DC-ORD-2652,DataCo customer order shipment,2026-09-14 13:13:00.236444
282274,237,,Issue,4,2015-02-11 08:00:00,DC-ORD-2627,DataCo customer order shipment,2026-09-14 13:13:00.238610
282275,237,,Issue,4,2015-02-10 07:39:00,DC-ORD-2626,DataCo customer order shipment,2026-09-14 13:13:00.238956
282277,237,,Issue,2,2015-02-10 04:09:00,DC-ORD-2616,DataCo customer order shipment,2026-09-14 13:13:00.240637
282278,237,,Issue,1,2015-02-14 03:48:00,DC-ORD-2615,DataCo customer order shipment,2026-09-14 13:13:00.241163
282279,237,,Issue,1,2015-02-11 02:44:00,DC-ORD-2612,DataCo customer order shipment,2026-09-14 13:13:00.242252
282283,237,,Issue,2,2015-02-13 20:47:00,DC-ORD-2595,DataCo customer order shipment,2026-09-14 13:13:00.244789
282284,237,,Issue,2,2015-02-12 20:26:00,DC-ORD-2594,DataCo customer order shipment,2026-09-14 13:13:00.245182
282285,237,,Issue,3,2015-02-09 15:53:00,DC-ORD-2581,DataCo customer order shipment,2026-09-14 13:13:00.245567
282303,237,,Issue,4,2015-02-11 19:55:00,DC-ORD-2524,DataCo customer order shipment,2026-09-14 13:13:00.256205
282305,237,,Issue,2,2015-02-10 17:49:00,DC-ORD-2518,DataCo customer order shipment,2026-09-14 13:13:00.256975
282309,237,,Issue,2,2015-02-12 13:15:00,DC-ORD-2505,DataCo customer order shipment,2026-09-14 13:13:00.258511
282311,237,,Issue,5,2015-02-12 11:30:00,DC-ORD-2500,DataCo customer order shipment,2026-09-14 13:13:00.259272
282312,237,,Issue,3,2015-02-10 09:03:00,DC-ORD-2493,DataCo customer order shipment,2026-09-14 13:13:00.259698
282318,237,,Issue,3,2015-02-07 23:56:00,DC-ORD-2467,DataCo customer order shipment,2026-09-14 13:13:00.262046
282331,237,,Issue,3,2015-02-10 08:53:00,DC-ORD-2424,DataCo customer order shipment,2026-09-14 13:13:00.267069
282333,237,,Issue,2,2015-02-09 05:01:00,DC-ORD-2413,DataCo customer order shipment,2026-09-14 13:13:00.267869
282334,237,,Issue,1,2015-02-08 04:40:00,DC-ORD-2412,DataCo customer order shipment,2026-09-14 13:13:00.268250
282340,237,,Issue,5,2015-02-06 09:03:00,DC-ORD-2356,DataCo customer order shipment,2026-09-14 13:13:00.270560
282344,237,,Issue,5,2015-02-06 03:48:00,DC-ORD-2341,DataCo customer order shipment,2026-09-14 13:13:00.272113
282354,237,,Issue,5,2015-02-09 20:26:00,DC-ORD-2320,DataCo customer order shipment,2026-09-14 13:13:00.275772
282357,237,,Issue,2,2015-02-05 15:32:00,DC-ORD-2306,DataCo customer order shipment,2026-09-14 13:13:00.276880
282358,237,,Issue,1,2015-02-06 14:08:00,DC-ORD-2302,DataCo customer order shipment,2026-09-14 13:13:00.277223
282363,237,,Issue,4,2015-02-06 10:38:00,DC-ORD-2292,DataCo customer order shipment,2026-09-14 13:13:00.279071
282368,237,,Issue,3,2015-02-05 05:02:00,DC-ORD-2276,DataCo customer order shipment,2026-09-14 13:13:00.280936
282370,237,,Issue,5,2015-02-09 02:55:00,DC-ORD-2270,DataCo customer order shipment,2026-09-14 13:13:00.281608
282375,237,,Issue,5,2015-02-06 20:58:00,DC-ORD-2253,DataCo customer order shipment,2026-09-14 13:13:00.283522
282388,237,,Issue,3,2015-02-04 21:51:00,DC-ORD-2187,DataCo customer order shipment,2026-09-14 13:13:00.288349
282391,237,,Issue,4,2015-02-04 14:50:00,DC-ORD-2167,DataCo customer order shipment,2026-09-14 13:13:00.289431
282392,237,,Issue,2,2015-02-04 13:05:00,DC-ORD-2162,DataCo customer order shipment,2026-09-14 13:13:00.289791
282394,237,,Issue,1,2015-02-05 11:41:00,DC-ORD-2158,DataCo customer order shipment,2026-09-14 13:13:00.290495
282398,237,,Issue,1,2015-02-04 23:25:00,DC-ORD-2123,DataCo customer order shipment,2026-09-14 13:13:00.291901
282399,237,,Issue,5,2015-02-06 22:22:00,DC-ORD-2120,DataCo customer order shipment,2026-09-14 13:13:00.292255
282400,237,,Issue,4,2015-02-06 18:52:00,DC-ORD-2110,DataCo customer order shipment,2026-09-14 13:13:00.292596
282402,237,,Issue,2,2015-02-04 16:25:00,DC-ORD-2103,DataCo customer order shipment,2026-09-14 13:13:00.293308
282403,237,,Issue,5,2015-02-05 15:01:00,DC-ORD-2099,DataCo customer order shipment,2026-09-14 13:13:00.293661
282406,237,,Issue,1,2015-02-02 08:43:00,DC-ORD-2081,DataCo customer order shipment,2026-09-14 13:13:00.295237
