id,invoice_no,vendor_name,product_name,department,quantity,amount,status,delivery_status,quality_status,payment_status,transaction_id
422,INV0987,Donnelly-Stroman,Epsilon Whatchamacallit Order,Procurement,29,2600,Approved,Delivered,Checked,Paid,TXN-79146802
423,INV4326,"Abernathy, Yost and Gibson",Epsilon Whatchamacallit Order,Management,66,6400,Approved,Delivered,Checked,Paid,TXN-02479135
424,INV4321,"Cremin, Brakus and Ernser",Gamma Thingamajig Order,Finance,69,5400,Approved,Delivered,Checked,Paid,TXN-56789012
425,INV4326,Schowalter-Strosin,Gamma Thingamajig Order,HR,20,5900,Approved,Delivered,Checked,Paid,TXN-57924680
426,INV8765,Stoltenberg Group,Epsilon Whatchamacallit Order,Network,87,9200,Approved,Delivered,Checked,Paid,TXN-91368024
427,INV6547,"Wilderman, Orn and Weissnat",Gamma Thingamajig Order,Software Develpoment,66,3400,Approved,Delivered,Checked,Paid,TXN-46813579
428,INV0987,Roob Inc,Epsilon Whatchamacallit Order,Management,8,7300,Approved,Delivered,Checked,Paid,TXN-79146802
429,INV6543,"MacGyver, Farrell and Turner",Beta Gizmo Order,HR,56,7400,Approved,Delivered,Checked,Paid,TXN-13580246
430,INV0981,Koch-Bins,Epsilon Whatchamacallit Order,Software Develpoment,40,1350,Approved,Delivered,Checked,Paid,TXN-24691357
431,INV0987,Pagac and Sons,Gamma Thingamajig Order,HR,99,3400,Approved,Delivered,Checked,Paid,TXN-02479135
432,INV2109,"Runolfsson, Runte and Lowe",Gamma Thingamajig Order,HR,35,1225,Approved,Delivered,Checked,Paid,TXN-91368024
433,INV8761,"Wiza, Pollich and Marquardt",Epsilon Whatchamacallit Order,Finance,33,6200,Approved,Delivered,Checked,Paid,TXN-80257913
434,INV2190,Dicki-Mayert,Delta Doohickey Order,Procurement,63,3700,Approved,Delivered,Checked,Paid,TXN-24691357
435,INV4326,Smitham Group,Epsilon Whatchamacallit Order,Procurement,61,8600,Approved,Delivered,Checked,Paid,TXN-35702468
436,INV8761,Cruickshank-Trantow,Gamma Thingamajig Order,Procurement,65,8900,Approved,Delivered,Checked,Paid,TXN-57924680
437,INV4321,Leuschke and Sons,Epsilon Whatchamacallit Order,Software Develpoment,64,7800,Approved,Delivered,Checked,Paid,TXN-80257913
438,INV0981,Watsica-Kuhlman,Alpha Widget Order,Finance,46,1650,Approved,Delivered,Checked,Paid,TXN-46813579
439,INV6547,Champlin and Sons,Gamma Thingamajig Order,Management,82,9500,Approved,Delivered,Checked,Paid,TXN-91368024
440,INV8761,Becker and Sons,Delta Doohickey Order,Finance,3,5600,Approved,Delivered,Checked,Paid,TXN-91368024
441,INV1234,Von Inc,Alpha Widget Order,Software Develpoment,55,2900,Approved,Delivered,Checked,Paid,TXN-68035791
442,INV8765,Wunsch and Sons,Alpha Widget Order,Procurement,5,1225,Approved,Delivered,Checked,Paid,TXN-68035791
443,INV4321,"Leuschke, Schroeder and Mraz",Gamma Thingamajig Order,Network,96,1350,Approved,Delivered,Checked,Paid,TXN-02479135
444,INV4321,Sipes-Robel,Epsilon Whatchamacallit Order,Finance,67,6500,Approved,Delivered,Checked,Paid,TXN-78901234
445,INV8761,Muller-Grant,Beta Gizmo Order,HR,9,4900,Approved,Delivered,Checked,Paid,TXN-68035791
446,INV0987,Ward-Predovic,Gamma Thingamajig Order,HR,95,3700,Approved,Delivered,Checked,Paid,TXN-80257913
447,INV8761,Dare LLC,Alpha Widget Order,Procurement,3,4000,Approved,Delivered,Checked,Paid,TXN-91368024
448,INV0981,Emard-Howell,Beta Gizmo Order,HR,27,8500,Approved,Delivered,Checked,Paid,TXN-13580246
449,INV8761,Nader Group,Beta Gizmo Order,Cyber Security,29,1100,Approved,Delivered,Checked,Paid,TXN-13580246
450,INV4326,Towne-Pacocha,Alpha Widget Order,Network,44,4700,Approved,Delivered,Checked,Paid,TXN-79146802
451,INV4326,Emmerich Group,Epsilon Whatchamacallit Order,Procurement,77,1200,Approved,Delivered,Checked,Paid,TXN-02479135
452,INV0981,Schaefer-Doyle,Epsilon Whatchamacallit Order,Management,8,1900,Approved,Delivered,Checked,Paid,TXN-02479135
453,INV2345,"Prosacco, Beatty and Terry",Alpha Widget Order,Finance,87,5900,Approved,Delivered,Checked,Paid,TXN-24691357
454,INV0981,Treutel Inc,Gamma Thingamajig Order,Finance,91,1900,Approved,Delivered,Checked,Paid,TXN-57924680
455,INV6543,"Gleason, Okuneva and Shanahan",Gamma Thingamajig Order,HR,36,4200,Approved,Delivered,Checked,Paid,TXN-46813579
456,INV2190,"Schamberger, MacGyver and Kertzmann",Epsilon Whatchamacallit Order,Software Develpoment,47,1600,Approved,Delivered,Checked,Paid,TXN-56789012
457,INV5678,Homenick Inc,Beta Gizmo Order,Management,52,6100,Approved,Delivered,Checked,Paid,TXN-91368024
458,INV0987,"Tillman, Hackett and Hessel",Beta Gizmo Order,HR,87,4200,Approved,Delivered,Checked,Paid,TXN-01234567
459,INV6543,Sawayn-Moen,Epsilon Whatchamacallit Order,Finance,55,4300,Approved,Delivered,Checked,Paid,TXN-79146802
460,INV4326,"Heathcote, Keeling and Jast",Epsilon Whatchamacallit Order,Software Develpoment,70,6800,Approved,Delivered,Checked,Paid,TXN-13580246
461,INV6547,Runolfsson Inc,Alpha Widget Order,Finance,68,2100,Approved,Delivered,Checked,Paid,TXN-02479135
462,INV2190,"Tremblay, Nicolas and Hodkiewicz",Alpha Widget Order,Management,70,8300,Approved,Delivered,Checked,Paid,TXN-79146802
463,INV4326,"Kertzmann, Abernathy and Leannon",Gamma Thingamajig Order,Software Develpoment,32,6000,Approved,Delivered,Checked,Paid,TXN-02479135
464,INV0981,Hahn-Stracke,Delta Doohickey Order,Network,63,7800,Approved,Delivered,Checked,Paid,TXN-24691357
465,INV9012,"Bernhard, Quitzon and Schultz",Delta Doohickey Order,HR,76,2800,Approved,Delivered,Checked,Paid,TXN-78901234
466,INV0987,Hackett Group,Beta Gizmo Order,Procurement,52,5800,Approved,Delivered,Checked,Paid,TXN-79146802
467,INV4326,"Powlowski, Farrell and Walker",Alpha Widget Order,Finance,30,4500,Approved,Delivered,Checked,Paid,TXN-46813579
468,INV0987,"Mayert, Sanford and Ledner",Gamma Thingamajig Order,Software Develpoment,58,9000,Approved,Delivered,Checked,Paid,TXN-02479135
469,INV8765,Ritchie-Haley,Beta Gizmo Order,HR,100,3000,Approved,Delivered,Checked,Paid,TXN-35702468
470,INV0123,Koelpin LLC,Delta Doohickey Order,Finance,74,6900,Approved,Delivered,Checked,Paid,TXN-13579246
471,INV0981,"Bode, Mohr and Mann",Beta Gizmo Order,HR,80,4500,Approved,Delivered,Checked,Paid,TXN-57924680
472,INV4321,Bruen-Torphy,Epsilon Whatchamacallit Order,Software Develpoment,63,8800,Approved,Delivered,Checked,Paid,TXN-35702468
473,INV6543,Bernier-Luettgen,Beta Gizmo Order,Management,20,1200,Approved,Delivered,Checked,Paid,TXN-68035791
474,INV4321,Jerde-Ryan,Epsilon Whatchamacallit Order,Cyber Security,93,7500,Approved,Delivered,Checked,Paid,TXN-13580246
475,INV2109,Klein-O'Connell,Beta Gizmo Order,Cyber Security,50,3100,Approved,Delivered,Checked,Paid,TXN-57924680
476,INV6547,Thiel-Abbott,Alpha Widget Order,Procurement,96,3700,Approved,Delivered,Checked,Paid,TXN-35702468
477,INV4321,"Windler, Langosh and Hamill",Alpha Widget Order,Network,69,7500,Approved,Delivered,Checked,Paid,TXN-80257913
478,INV6789,"Barrows, Kunze and Stracke",Alpha Widget Order,Software Develpoment,44,1325,Approved,Delivered,Checked,Paid,TXN-46813579
479,INV0123,"Miller, Christiansen and Gorczany",Gamma Thingamajig Order,Cyber Security,14,2400,Approved,Delivered,Checked,Paid,TXN-24691357
480,INV4326,Rolfson-Fisher,Alpha Widget Order,Network,97,8200,Approved,Delivered,Checked,Paid,TXN-68035791
481,INV1234,"Jast, Greenfelder and Runolfsdottir",Alpha Widget Order,Cyber Security,41,7700,Approved,Delivered,Checked,Paid,TXN-80257913
482,INV6543,Grimes and Sons,Gamma Thingamajig Order,Cyber Security,22,7400,Approved,Delivered,Checked,Paid,TXN-57924680
483,INV2109,Satterfield and Sons,Gamma Thingamajig Order,Software Develpoment,93,2300,Approved,Delivered,Checked,Paid,TXN-80257913
484,INV6547,Deckow-Boehm,Delta Doohickey Order,Management,9,4200,Approved,Delivered,Checked,Paid,TXN-02479135
485,INV2190,Schmitt-Steuber,Alpha Widget Order,Management,67,2400,Approved,Delivered,Checked,Paid,TXN-46813579
486,INV2190,Paucek-Stokes,Delta Doohickey Order,Procurement,85,1450,Approved,Delivered,Checked,Paid,TXN-91368024
487,INV2190,"Haag, Larson and Satterfield",Beta Gizmo Order,Network,91,8700,Approved,Delivered,Checked,Paid,TXN-67890123
488,INV0981,Watsica LLC,Gamma Thingamajig Order,Finance,55,2100,Approved,Delivered,Checked,Paid,TXN-79146802
489,INV9876,King Group,Delta Doohickey Order,Network,57,4000,Approved,Delivered,Checked,Paid,TXN-23456789
490,INV0987,Lynch Group,Delta Doohickey Order,Network,90,5900,Approved,Delivered,Checked,Paid,TXN-91368024
491,INV8761,"Casper, Kuhlman and Balistreri",Gamma Thingamajig Order,Procurement,4,1600,Approved,Delivered,Checked,Paid,TXN-35702468
492,INV2109,Baumbach-Gleichner,Delta Doohickey Order,Procurement,81,7500,Approved,Delivered,Checked,Paid,TXN-46813579
493,INV9876,"Greenholt, Beier and Metz",Alpha Widget Order,Cyber Security,88,7800,Approved,Delivered,Checked,Paid,TXN-68035791
494,INV2190,"Dickens, Hickle and Raynor",Epsilon Whatchamacallit Order,Network,10,1300,Approved,Delivered,Checked,Paid,TXN-68035791
495,INV2190,"Tillman, Pfannerstill and Koch",Beta Gizmo Order,Network,4,5300,Approved,Delivered,Checked,Paid,TXN-02479135
496,INV4326,Bruen LLC,Beta Gizmo Order,Procurement,9,8500,Approved,Delivered,Checked,Paid,TXN-13580246
497,INV4567,"Rau, Farrell and Johnson",Alpha Widget Order,Software Develpoment,33,6700,Approved,Delivered,Checked,Paid,TXN-24691357
498,INV0987,"McKenzie, Rogahn and Ryan",Delta Doohickey Order,Cyber Security,30,1600,Approved,Delivered,Checked,Paid,TXN-80257913
499,INV8765,"Klein, Nader and Gutmann",Alpha Widget Order,HR,79,1800,Approved,Delivered,Checked,Paid,TXN-46813579
500,INV0981,O'Kon-Runolfsdottir,Delta Doohickey Order,Procurement,57,1450,Approved,Delivered,Checked,Paid,TXN-02479135
501,INV9012,Streich Inc,Delta Doohickey Order,Network,56,1400,Approved,Delivered,Checked,Paid,TXN-79146802
502,INV0981,Grimes-Thiel,Alpha Widget Order,Procurement,54,4100,Approved,Delivered,Checked,Paid,TXN-35702468
503,INV2109,"Kuhlman, Friesen and Stracke",Alpha Widget Order,Finance,85,7000,Approved,Delivered,Checked,Paid,TXN-80257913
504,INV2190,Herman LLC,Gamma Thingamajig Order,HR,96,3100,Approved,Delivered,Checked,Paid,TXN-68035791
505,INV8761,Konopelski-Franecki,Alpha Widget Order,Finance,14,3700,Approved,Delivered,Checked,Paid,TXN-13580246
506,INV0981,Ferry and Sons,Epsilon Whatchamacallit Order,Network,92,6300,Approved,Delivered,Checked,Paid,TXN-80257913
507,INV6543,Goldner-Shanahan,Alpha Widget Order,Network,75,3000,Approved,Delivered,Checked,Paid,TXN-68035791
508,INV2190,"Gislason, Doyle and Kassulke",Beta Gizmo Order,Management,94,8700,Approved,Delivered,Checked,Paid,TXN-46813579
509,INV4326,"Lueilwitz, Hackett and Daugherty",Gamma Thingamajig Order,Management,35,7600,Approved,Delivered,Checked,Paid,TXN-02479135
510,INV8761,Becker-Miller,Beta Gizmo Order,HR,85,2600,Approved,Delivered,Checked,Paid,TXN-80257913
511,INV6543,O'Reilly-Howe,Beta Gizmo Order,Management,41,9800,Approved,Delivered,Checked,Paid,TXN-91368024
512,INV6547,Kub LLC,Beta Gizmo Order,Network,79,1100,Approved,Delivered,Checked,Paid,TXN-12345678
513,INV3456,Hoeger-Braun,Epsilon Whatchamacallit Order,Cyber Security,28,7200,Approved,Delivered,Checked,Paid,TXN-78901234
514,INV0987,Hermiston LLC,Beta Gizmo Order,Network,43,9100,Approved,Delivered,Checked,Paid,TXN-67890123
515,INV8765,Terry Group,Beta Gizmo Order,Management,61,1500,Approved,Delivered,Checked,Paid,TXN-24691357
516,INV6543,"Gleichner, Wilderman and Lowe",Gamma Thingamajig Order,Software Develpoment,20,6300,Approved,Delivered,Checked,Paid,TXN-35702468
517,INV8765,"Feil, Schneider and Medhurst",Epsilon Whatchamacallit Order,Procurement,79,4800,Approved,Delivered,Checked,Paid,TXN-57924680
518,INV2109,"Vandervort, Baumbach and Crist",Delta Doohickey Order,Procurement,29,9100,Approved,Delivered,Checked,Paid,TXN-02479135
519,INV8765,"Graham, Wolf and Pollich",Delta Doohickey Order,Network,46,2300,Approved,Delivered,Checked,Paid,TXN-57924680
520,INV4326,Emard Group,Beta Gizmo Order,Procurement,53,4700,Approved,Delivered,Checked,Paid,TXN-68035791
521,INV2109,Heaney-Bayer,Beta Gizmo Order,Management,12,9500,Approved,Delivered,Checked,Paid,TXN-12345678
522,INV9876,Casper-McDermott,Delta Doohickey Order,HR,27,6900,Approved,Delivered,Checked,Paid,TXN-12345678
523,INV4321,"Hodkiewicz, Swaniawski and Mueller",Alpha Widget Order,Finance,48,1100,Approved,Delivered,Checked,Paid,TXN-24691357
524,INV4321,Boyle-Kuhn,Gamma Thingamajig Order,Management,8,1600,Approved,Delivered,Checked,Paid,TXN-02479135
525,INV4321,Hyatt-Kertzmann,Alpha Widget Order,Procurement,86,5200,Approved,Delivered,Checked,Paid,TXN-80257913
526,INV2109,Greenfelder and Sons,Alpha Widget Order,HR,26,9500,Approved,Delivered,Checked,Paid,TXN-80257913
527,INV4326,"Prohaska, Bode and Welch",Epsilon Whatchamacallit Order,Management,61,9800,Approved,Delivered,Checked,Paid,TXN-68035791
528,INV4321,Frami Group,Alpha Widget Order,Software Develpoment,41,7700,Approved,Delivered,Checked,Paid,TXN-91368024
529,INV1234,Stracke-Grimes,Alpha Widget Order,Software Develpoment,45,9100,Approved,Delivered,Checked,Paid,TXN-35702468
530,INV5432,"Hyatt, O'Keefe and Gerlach",Beta Gizmo Order,Software Develpoment,39,8500,Approved,Delivered,Checked,Paid,TXN-79146802
531,INV8761,Bruen-Reichert,Beta Gizmo Order,Procurement,64,6100,Approved,Delivered,Checked,Paid,TXN-79146802
532,INV0981,Nikolaus LLC,Beta Gizmo Order,Software Develpoment,20,6000,Approved,Delivered,Checked,Paid,TXN-80257913
533,INV6543,O'Keefe-Bernier,Beta Gizmo Order,HR,93,3300,Approved,Delivered,Checked,Paid,TXN-91368024
534,INV0123,Hilll-O'Reilly,Epsilon Whatchamacallit Order,HR,18,1150,Approved,Delivered,Checked,Paid,TXN-35792468
535,INV0987,Emmerich Inc,Epsilon Whatchamacallit Order,Finance,59,1900,Approved,Delivered,Checked,Paid,TXN-13580246
536,INV8765,"Walker, Nienow and DuBuque",Beta Gizmo Order,Network,23,2000,Approved,Delivered,Checked,Paid,TXN-24691357
537,INV8761,"Sipes, Hane and Nader",Delta Doohickey Order,HR,7,8500,Approved,Delivered,Checked,Paid,TXN-02479135
538,INV4321,Doyle Inc,Alpha Widget Order,HR,67,8400,Approved,Delivered,Checked,Paid,TXN-91368024
539,INV8765,"Collins, Reichert and O'Hara",Gamma Thingamajig Order,HR,65,6900,Approved,Delivered,Checked,Paid,TXN-24691357
540,INV8761,"Jacobi, Greenfelder and Pagac",Delta Doohickey Order,Network,26,6100,Approved,Delivered,Checked,Paid,TXN-57924680
541,INV2109,"Green, Lindgren and Block",Alpha Widget Order,Network,100,1250,Approved,Delivered,Checked,Paid,TXN-56789012
542,INV2109,Bechtelar Inc,Beta Gizmo Order,Network,26,4400,Approved,Delivered,Checked,Paid,TXN-46813579
543,INV9012,Goyette-Schowalter,Delta Doohickey Order,Cyber Security,45,7600,Approved,Delivered,Checked,Paid,TXN-02479135
544,INV4321,Gleason Group,Epsilon Whatchamacallit Order,Finance,16,7100,Approved,Delivered,Checked,Paid,TXN-46813579
545,INV6547,Boehm-Bayer,Epsilon Whatchamacallit Order,Cyber Security,67,1400,Approved,Delivered,Checked,Paid,TXN-91368024
546,INV8765,"Haag, Lubowitz and Ritchie",Alpha Widget Order,Finance,31,6400,Approved,Delivered,Checked,Paid,TXN-68035791
547,INV4326,"Romaguera, Rempel and Ledner",Alpha Widget Order,Management,34,7200,Approved,Delivered,Checked,Paid,TXN-91368024
548,INV8765,Cremin Group,Beta Gizmo Order,Finance,27,1125,Approved,Delivered,Checked,Paid,TXN-91368024
549,INV0981,Wiza-Goodwin,Gamma Thingamajig Order,Procurement,29,4400,Approved,Delivered,Checked,Paid,TXN-57924680
550,INV4321,Orn-Roob,Beta Gizmo Order,Procurement,42,5700,Approved,Delivered,Checked,Paid,TXN-79146802
551,INV2190,Borer-Koch,Gamma Thingamajig Order,Software Develpoment,49,7400,Approved,Delivered,Checked,Paid,TXN-80257913
552,INV8765,Daniel Inc,Delta Doohickey Order,Procurement,78,4200,Approved,Delivered,Checked,Paid,TXN-13579246
553,INV6543,Medhurst and Sons,Epsilon Whatchamacallit Order,HR,49,5700,Approved,Delivered,Checked,Paid,TXN-91368024
554,INV6543,Thompson-Kirlin,Delta Doohickey Order,HR,37,6800,Approved,Delivered,Checked,Paid,TXN-35702468
555,INV0981,Howell Group,Gamma Thingamajig Order,Network,21,2800,Approved,Delivered,Checked,Paid,TXN-24691357
556,INV8765,Harris-Donnelly,Epsilon Whatchamacallit Order,Management,9,6900,Approved,Delivered,Checked,Paid,TXN-24691357
557,INV4321,"Ruecker, Veum and Sawayn",Alpha Widget Order,HR,16,3400,Approved,Delivered,Checked,Paid,TXN-13580246
558,INV8765,"Wilkinson, Dietrich and Kub",Beta Gizmo Order,Software Develpoment,31,5300,Approved,Delivered,Checked,Paid,TXN-91368024
559,INV4321,"Hyatt, Veum and Bashirian",Beta Gizmo Order,Procurement,97,1325,Approved,Delivered,Checked,Paid,TXN-57924680
560,INV8901,Jones-Becker,Gamma Thingamajig Order,Cyber Security,40,5600,Approved,Delivered,Checked,Paid,TXN-79146802
561,INV0987,Mante and Sons,Alpha Widget Order,Finance,28,1800,Approved,Delivered,Checked,Paid,TXN-02479135
562,INV6547,"Bergstrom, Bruen and Cartwright",Beta Gizmo Order,Software Develpoment,87,6500,Approved,Delivered,Checked,Paid,TXN-02479135
563,INV8761,Schamberger LLC,Epsilon Whatchamacallit Order,Network,51,4300,Approved,Delivered,Checked,Paid,TXN-02479135
564,INV8761,"Lehner, Ruecker and VonRueden",Gamma Thingamajig Order,Cyber Security,61,3500,Approved,Delivered,Checked,Paid,TXN-13580246
565,INV4321,"Deckow, Altenwerth and Gorczany",Gamma Thingamajig Order,Procurement,37,4400,Approved,Delivered,Checked,Paid,TXN-35702468
566,INV0981,Reichel-Rippin,Epsilon Whatchamacallit Order,Software Develpoment,46,5600,Approved,Delivered,Checked,Paid,TXN-35702468
567,INV4321,Doyle-Hyatt,Alpha Widget Order,Cyber Security,18,4600,Approved,Delivered,Checked,Paid,TXN-35792468
568,INV2190,Douglas-Erdman,Beta Gizmo Order,Procurement,34,4900,Approved,Delivered,Checked,Paid,TXN-91368024
569,INV8765,Pacocha-Kuphal,Epsilon Whatchamacallit Order,Management,44,8500,Approved,Delivered,Checked,Paid,TXN-13580246
570,INV4326,"Schaefer, Sauer and Flatley",Epsilon Whatchamacallit Order,Network,100,7900,Approved,Delivered,Checked,Paid,TXN-79146802
571,INV2109,"Green, Bailey and Gutmann",Delta Doohickey Order,Network,10,6000,Approved,Delivered,Checked,Paid,TXN-24691357
572,INV4321,Denesik-Cruickshank,Epsilon Whatchamacallit Order,HR,52,8900,Approved,Delivered,Checked,Paid,TXN-91368024
573,INV0981,Zulauf-Sawayn,Gamma Thingamajig Order,Cyber Security,10,7600,Approved,Delivered,Checked,Paid,TXN-35702468
574,INV4326,Ratke-Reichert,Delta Doohickey Order,Management,22,7400,Approved,Delivered,Checked,Paid,TXN-57924680
575,INV2190,Hessel Inc,Epsilon Whatchamacallit Order,Software Develpoment,81,1300,Approved,Delivered,Checked,Paid,TXN-13579246
576,INV8901,"DuBuque, Denesik and Halvorson",Gamma Thingamajig Order,HR,97,6300,Approved,Delivered,Checked,Paid,TXN-57924680
577,INV8761,Fay-Crist,Delta Doohickey Order,Management,93,9100,Approved,Delivered,Checked,Paid,TXN-34567890
578,INV6543,"Klein, Cummerata and Christiansen",Alpha Widget Order,Finance,76,8200,Approved,Delivered,Checked,Paid,TXN-80257913
579,INV6547,"Lockman, Waters and Bins",Gamma Thingamajig Order,Software Develpoment,5,3100,Approved,Delivered,Checked,Paid,TXN-57924680
580,INV6543,Sanford Group,Beta Gizmo Order,Finance,53,1700,Approved,Delivered,Checked,Paid,TXN-90123456
581,INV6543,Cormier LLC,Alpha Widget Order,HR,45,7300,Approved,Delivered,Checked,Paid,TXN-80257913
582,INV6547,Zboncak-Dickens,Alpha Widget Order,HR,51,9300,Approved,Delivered,Checked,Paid,TXN-35702468
583,INV8765,Schinner-Murphy,Gamma Thingamajig Order,Procurement,20,5200,Approved,Delivered,Checked,Paid,TXN-24691357
584,INV2190,Conn Inc,Epsilon Whatchamacallit Order,Management,33,9700,Approved,Delivered,Checked,Paid,TXN-80257913
585,INV4326,Armstrong-Kuvalis,Delta Doohickey Order,Management,93,8300,Approved,Delivered,Checked,Paid,TXN-24691357
586,INV6547,"Skiles, Orn and Ritchie",Epsilon Whatchamacallit Order,Software Develpoment,79,2100,Approved,Delivered,Checked,Paid,TXN-80257913
587,INV2109,Volkman LLC,Beta Gizmo Order,Procurement,4,7700,Approved,Delivered,Checked,Paid,TXN-24681357
588,INV6543,"Cole, Kling and Walsh",Beta Gizmo Order,Finance,40,4100,Approved,Delivered,Checked,Paid,TXN-24691357
589,INV8765,"Lakin, Murray and Sipes",Delta Doohickey Order,Finance,100,1500,Approved,Delivered,Checked,Paid,TXN-90123456
590,INV4326,"Keeling, Ruecker and Cormier",Epsilon Whatchamacallit Order,Cyber Security,41,5900,Approved,Delivered,Checked,Paid,TXN-35702468
591,INV4326,Schroeder Inc,Alpha Widget Order,HR,77,1900,Approved,Delivered,Checked,Paid,TXN-80257913
592,INV6543,Homenick-Cartwright,Delta Doohickey Order,Procurement,21,4300,Approved,Delivered,Checked,Paid,TXN-35792468
593,INV4567,Brekke-Bashirian,Alpha Widget Order,Network,24,2500,Approved,Delivered,Checked,Paid,TXN-12345678
594,INV4321,Haley Inc,Alpha Widget Order,Software Develpoment,69,1250,Approved,Delivered,Checked,Paid,TXN-91368024
595,INV2109,Jaskolski-Brekke,Alpha Widget Order,Network,37,8200,Approved,Delivered,Checked,Paid,TXN-24691357
596,INV8761,Robel Group,Gamma Thingamajig Order,Network,71,4000,Approved,Delivered,Checked,Paid,TXN-57924680
597,INV2190,Legros and Sons,Gamma Thingamajig Order,HR,68,7200,Approved,Delivered,Checked,Paid,TXN-24681357
598,INV8765,Rohan-Effertz,Beta Gizmo Order,Procurement,84,4700,Approved,Delivered,Checked,Paid,TXN-80257913
599,INV0981,Stroman Group,Beta Gizmo Order,Procurement,31,1050,Approved,Delivered,Checked,Paid,TXN-12345678
600,INV5678,Beier LLC,Beta Gizmo Order,Cyber Security,52,9800,Approved,Delivered,Checked,Paid,TXN-57924680
601,INV9876,"Frami, Tremblay and Moen",Epsilon Whatchamacallit Order,Management,13,1700,Approved,Delivered,Checked,Paid,TXN-24691357
602,INV6547,Hettinger-Turcotte,Gamma Thingamajig Order,Procurement,44,2200,Approved,Delivered,Checked,Paid,TXN-90123456
603,INV4321,"Graham, Klocko and Price",Beta Gizmo Order,Network,14,1800,Approved,Delivered,Checked,Paid,TXN-35702468
604,INV2109,Corwin Inc,Epsilon Whatchamacallit Order,Finance,63,1600,Approved,Delivered,Checked,Paid,TXN-35702468
605,INV4326,"Kirlin, Lindgren and Metz",Epsilon Whatchamacallit Order,Procurement,81,1250,Approved,Delivered,Checked,Paid,TXN-24691357
606,INV8765,"Funk, McKenzie and Bahringer",Epsilon Whatchamacallit Order,Network,99,8600,Approved,Delivered,Checked,Paid,TXN-68035791
607,INV3456,"Feil, Parisian and Smitham",Gamma Thingamajig Order,Management,35,1250,Approved,Delivered,Checked,Paid,TXN-24691357
608,INV9012,"Wehner, Nader and Gerlach",Alpha Widget Order,Procurement,78,5200,Approved,Delivered,Checked,Paid,TXN-24691357
609,INV2109,Ullrich-Fahey,Gamma Thingamajig Order,HR,77,7300,Approved,Delivered,Checked,Paid,TXN-57924680
610,INV8761,McCullough-Pollich,Beta Gizmo Order,Network,29,1325,Approved,Delivered,Checked,Paid,TXN-67890123
611,INV8765,Goodwin LLC,Delta Doohickey Order,Network,70,6800,Approved,Delivered,Checked,Paid,TXN-57924680
612,INV8765,Nader-Kemmer,Beta Gizmo Order,Cyber Security,22,9900,Approved,Delivered,Checked,Paid,TXN-24691357
613,INV4326,"Dickens, Moore and Swift",Gamma Thingamajig Order,Network,17,4900,Approved,Delivered,Checked,Paid,TXN-57924680
614,INV4321,Bins Inc,Epsilon Whatchamacallit Order,Management,64,8600,Approved,Delivered,Checked,Paid,TXN-79146802
615,INV0981,Kuhic-Tromp,Epsilon Whatchamacallit Order,Procurement,58,1400,Approved,Delivered,Checked,Paid,TXN-01234567
616,INV6547,O'Reilly LLC,Beta Gizmo Order,Network,47,7800,Approved,Delivered,Checked,Paid,TXN-79146802
617,INV8765,"Gutkowski, McGlynn and Hagenes",Beta Gizmo Order,HR,31,8500,Approved,Delivered,Checked,Paid,TXN-91368024
618,INV6789,Stoltenberg Inc,Beta Gizmo Order,Procurement,10,8500,Approved,Delivered,Checked,Paid,TXN-35702468
619,INV6789,Sauer and Sons,Alpha Widget Order,Cyber Security,39,8000,Approved,Delivered,Checked,Paid,TXN-79146802
620,INV6543,Will Inc,Delta Doohickey Order,HR,15,8100,Approved,Delivered,Checked,Paid,TXN-02479135
621,INV2109,"Deckow, Cartwright and Sawayn",Alpha Widget Order,Procurement,47,1800,Approved,Delivered,Checked,Paid,TXN-45678901
622,INV6547,Will and Sons,Delta Doohickey Order,Network,37,2500,Approved,Delivered,Checked,Paid,TXN-80257913
623,INV6543,McClure-Stoltenberg,Delta Doohickey Order,Cyber Security,34,1700,Approved,Delivered,Checked,Paid,TXN-35702468
624,INV4321,Klein-Jacobs,Delta Doohickey Order,Software Develpoment,31,5200,Approved,Delivered,Checked,Paid,TXN-79146802
625,INV2190,Homenick Group,Delta Doohickey Order,Management,38,5800,Approved,Delivered,Checked,Paid,TXN-46813579
626,INV2109,Morar-Mohr,Beta Gizmo Order,Cyber Security,4,3600,Approved,Delivered,Checked,Paid,TXN-79146802
627,INV8901,Dare LLC,Epsilon Whatchamacallit Order,Network,75,1400,Approved,Delivered,Checked,Paid,TXN-35702468
628,INV8765,Vandervort-Ryan,Epsilon Whatchamacallit Order,Finance,73,9700,Approved,Delivered,Checked,Paid,TXN-80257913
629,INV0981,Gerlach Group,Gamma Thingamajig Order,Finance,29,2000,Approved,Delivered,Checked,Paid,TXN-91368024
630,INV0987,Kulas-Corwin,Gamma Thingamajig Order,Network,78,7500,Approved,Delivered,Checked,Paid,TXN-46813579
631,INV0987,Waters-Swaniawski,Epsilon Whatchamacallit Order,Management,39,3400,Approved,Delivered,Checked,Paid,TXN-80257913
632,INV0987,Beier Inc,Gamma Thingamajig Order,HR,50,7500,Approved,Delivered,Checked,Paid,TXN-02479135
633,INV8901,Predovic Inc,Delta Doohickey Order,Software Develpoment,62,5400,Approved,Delivered,Checked,Paid,TXN-57924680
