id,invoice_no,vendor_name,product_name,quantity,department,creation_date,expiry_date,total_value,order_status,completed_units,production_status
387,INV6543,"Klocko, Carter and Kessler",Epsilon Whatchamacallit Order,12,Procurement,08-01-2022,05-06-2024,8700,Accepted by Vendor,39,Delivered
388,INV0123,Pacocha-Schroeder,Delta Doohickey Order,6,Procurement,10-01-2022,05-09-2025,9800,Accepted by Vendor,54,Delivered
389,INV8761,Shields-Gulgowski,Gamma Thingamajig Order,51,Network,21-01-2022,18-09-2022,2800,Accepted by Vendor,89,Delivered
390,INV2109,Walsh Group,Epsilon Whatchamacallit Order,5,Management,09-02-2022,25-02-2023,1150,Accepted by Vendor,38,Delivered
391,INV8765,"Pfannerstill, Stoltenberg and Lakin",Alpha Widget Order,32,Management,12-02-2022,25-12-2026,1250,Accepted by Vendor,74,Delivered
392,INV2190,"Hills, Labadie and Conroy",Gamma Thingamajig Order,76,Network,17-03-2022,10-10-2024,6400,Accepted by Vendor,84,Delivered
393,INV4326,"Kilback, Kiehn and Daugherty",Delta Doohickey Order,62,Cyber Security,02-03-2022,28-02-2025,3500,Accepted by Vendor,87,Delivered
394,INV2109,Medhurst-Schiller,Alpha Widget Order,67,Cyber Security,18-01-2022,22-03-2024,5800,Accepted by Vendor,20,Delivered
395,INV6543,"Runolfsdottir, Legros and Grady",Alpha Widget Order,47,Network,10-02-2022,15-03-2022,3900,Accepted by Vendor,53,Delivered
396,INV4326,"VonRueden, Ortiz and Borer",Alpha Widget Order,14,Procurement,25-02-2022,25-10-2025,8800,Accepted by Vendor,38,Delivered
397,INV0987,"Lueilwitz, Hayes and Bartoletti",Epsilon Whatchamacallit Order,75,Procurement,20-03-2022,10-10-2024,1050,Accepted by Vendor,83,Delivered
398,INV4321,Witting Inc,Gamma Thingamajig Order,48,HR,13-03-2022,15-03-2025,10000,Accepted by Vendor,47,Delivered
399,INV2190,Pfannerstill-Medhurst,Delta Doohickey Order,88,Procurement,25-01-2022,25-03-2026,4300,Accepted by Vendor,91,Delivered
400,INV2190,"Lynch, Runolfsson and Blanda",Epsilon Whatchamacallit Order,47,Finance,12-01-2022,20-04-2022,5300,Accepted by Vendor,39,Delivered
401,INV4321,Aufderhar LLC,Delta Doohickey Order,97,Software Develpoment,25-02-2022,05-09-2024,8600,Accepted by Vendor,68,Delivered
402,INV0981,"Romaguera, Jaskolski and Shields",Gamma Thingamajig Order,53,Management,23-03-2022,20-12-2023,3100,Accepted by Vendor,84,Delivered
403,INV0981,O'Keefe-Steuber,Gamma Thingamajig Order,79,Procurement,10-01-2022,18-02-2026,3900,Accepted by Vendor,57,Delivered
404,INV0981,Weissnat-Bogisich,Gamma Thingamajig Order,78,Cyber Security,06-02-2022,25-03-2026,7400,Accepted by Vendor,95,Delivered
405,INV4567,Bradtke LLC,Epsilon Whatchamacallit Order,48,Cyber Security,31-01-2022,28-07-2023,2500,Accepted by Vendor,16,Delivered
406,INV4321,Dickinson and Sons,Gamma Thingamajig Order,26,Finance,04-03-2022,10-01-2024,9200,Accepted by Vendor,36,Delivered
407,INV8761,Gulgowski-Wolff,Delta Doohickey Order,25,HR,13-03-2022,20-01-2025,7200,Accepted by Vendor,19,Delivered
408,INV0981,Towne and Sons,Gamma Thingamajig Order,5,Procurement,01-01-2022,15-08-2024,9500,Accepted by Vendor,53,Delivered
409,INV4326,"Moen, Runte and Nienow",Beta Gizmo Order,33,Procurement,27-02-2022,10-12-2025,3800,Accepted by Vendor,70,Delivered
410,INV7890,Labadie LLC,Delta Doohickey Order,66,Management,11-03-2022,03-12-2026,8500,Accepted by Vendor,68,Delivered
411,INV4326,Ortiz-Senger,Gamma Thingamajig Order,96,Finance,05-02-2022,03-12-2026,8600,Accepted by Vendor,48,Delivered
412,INV6543,Kunze-Wilderman,Alpha Widget Order,76,Software Develpoment,22-02-2022,10-03-2023,7500,Accepted by Vendor,7,Delivered
413,INV2190,"Schmitt, Sawayn and Beatty",Gamma Thingamajig Order,76,Finance,18-02-2022,20-05-2023,4400,Accepted by Vendor,29,Delivered
414,INV6547,"Collier, Kihn and Rau",Beta Gizmo Order,33,Finance,03-03-2022,15-01-2023,5500,Accepted by Vendor,22,Delivered
415,INV6547,Walsh LLC,Gamma Thingamajig Order,67,Finance,18-02-2022,30-12-2026,6600,Accepted by Vendor,44,Delivered
416,INV2109,Effertz-Hessel,Epsilon Whatchamacallit Order,91,Procurement,19-01-2022,15-04-2024,9500,Accepted by Vendor,19,Delivered
417,INV6547,"Denesik, Harber and D'Amore",Beta Gizmo Order,12,Network,16-02-2022,28-07-2023,9600,Accepted by Vendor,52,Delivered
418,INV6543,Goodwin-Wolf,Alpha Widget Order,56,Finance,19-03-2022,15-03-2025,1200,Accepted by Vendor,40,Delivered
419,INV4321,Ritchie Inc,Beta Gizmo Order,70,Software Develpoment,19-01-2022,18-04-2023,1500,Accepted by Vendor,88,Delivered
420,INV2109,Mosciski-Green,Alpha Widget Order,57,HR,07-01-2022,07-07-2022,6100,Accepted by Vendor,6,Delivered
421,INV2109,Will-Bergnaum,Alpha Widget Order,88,Cyber Security,08-02-2022,30-04-2026,1450,Accepted by Vendor,30,Delivered
422,INV0987,Donnelly-Stroman,Epsilon Whatchamacallit Order,29,Procurement,23-01-2022,12-05-2022,2600,Accepted by Vendor,15,Delivered
423,INV4326,"Abernathy, Yost and Gibson",Epsilon Whatchamacallit Order,66,Management,28-02-2022,12-05-2022,6400,Accepted by Vendor,46,Delivered
424,INV4321,"Cremin, Brakus and Ernser",Gamma Thingamajig Order,69,Finance,15-02-2022,07-07-2022,5400,Accepted by Vendor,9,Delivered
425,INV4326,Schowalter-Strosin,Gamma Thingamajig Order,20,HR,27-03-2022,07-07-2022,5900,Accepted by Vendor,57,Delivered
426,INV8765,Stoltenberg Group,Epsilon Whatchamacallit Order,87,Network,04-02-2022,10-11-2023,9200,Accepted by Vendor,44,Delivered
427,INV6547,"Wilderman, Orn and Weissnat",Gamma Thingamajig Order,66,Software Develpoment,18-03-2022,05-10-2023,3400,Accepted by Vendor,50,Delivered
428,INV0987,Roob Inc,Epsilon Whatchamacallit Order,8,Management,14-03-2022,28-07-2023,7300,Accepted by Vendor,9,Delivered
429,INV6543,"MacGyver, Farrell and Turner",Beta Gizmo Order,56,HR,11-02-2022,30-12-2025,7400,Accepted by Vendor,65,Delivered
430,INV0981,Koch-Bins,Epsilon Whatchamacallit Order,40,Software Develpoment,03-03-2022,20-12-2026,1350,Accepted by Vendor,3,Delivered
431,INV0987,Pagac and Sons,Gamma Thingamajig Order,99,HR,07-01-2022,10-10-2024,3400,Accepted by Vendor,52,Delivered
432,INV2109,"Runolfsson, Runte and Lowe",Gamma Thingamajig Order,35,HR,01-03-2022,10-01-2024,1225,Accepted by Vendor,48,Delivered
433,INV8761,"Wiza, Pollich and Marquardt",Epsilon Whatchamacallit Order,33,Finance,02-03-2022,25-05-2025,6200,Accepted by Vendor,27,Delivered
434,INV2190,Dicki-Mayert,Delta Doohickey Order,63,Procurement,31-01-2022,15-12-2026,3700,Accepted by Vendor,56,Delivered
435,INV4326,Smitham Group,Epsilon Whatchamacallit Order,61,Procurement,18-03-2022,20-04-2022,8600,Accepted by Vendor,78,Delivered
436,INV8761,Cruickshank-Trantow,Gamma Thingamajig Order,65,Procurement,15-03-2022,15-03-2022,8900,Accepted by Vendor,79,Delivered
437,INV4321,Leuschke and Sons,Epsilon Whatchamacallit Order,64,Software Develpoment,21-02-2022,10-01-2024,7800,Accepted by Vendor,9,Delivered
438,INV0981,Watsica-Kuhlman,Alpha Widget Order,46,Finance,15-03-2022,05-09-2024,1650,Accepted by Vendor,88,Delivered
439,INV6547,Champlin and Sons,Gamma Thingamajig Order,82,Management,11-03-2022,10-02-2022,9500,Accepted by Vendor,96,Delivered
440,INV8761,Becker and Sons,Delta Doohickey Order,3,Finance,13-02-2022,05-09-2024,5600,Accepted by Vendor,40,Delivered
441,INV1234,Von Inc,Alpha Widget Order,55,Software Develpoment,06-02-2022,25-12-2026,2900,Accepted by Vendor,60,Delivered
442,INV8765,Wunsch and Sons,Alpha Widget Order,5,Procurement,28-03-2022,10-12-2025,1225,Accepted by Vendor,20,Delivered
443,INV4321,"Leuschke, Schroeder and Mraz",Gamma Thingamajig Order,96,Network,22-02-2022,30-04-2026,1350,Accepted by Vendor,31,Delivered
444,INV4321,Sipes-Robel,Epsilon Whatchamacallit Order,67,Finance,13-03-2022,25-02-2023,6500,Accepted by Vendor,3,Delivered
445,INV8761,Muller-Grant,Beta Gizmo Order,9,HR,03-01-2022,15-08-2024,4900,Accepted by Vendor,53,Delivered
446,INV0987,Ward-Predovic,Gamma Thingamajig Order,95,HR,03-03-2022,05-06-2023,3700,Accepted by Vendor,41,Delivered
447,INV8761,Dare LLC,Alpha Widget Order,3,Procurement,16-03-2022,25-12-2026,4000,Accepted by Vendor,44,Delivered
448,INV0981,Emard-Howell,Beta Gizmo Order,27,HR,04-01-2022,25-12-2026,8500,Accepted by Vendor,7,Delivered
449,INV8761,Nader Group,Beta Gizmo Order,29,Cyber Security,14-01-2022,20-12-2023,1100,Accepted by Vendor,51,Delivered
450,INV4326,Towne-Pacocha,Alpha Widget Order,44,Network,18-01-2022,20-12-2026,4700,Accepted by Vendor,79,Delivered
451,INV4326,Emmerich Group,Epsilon Whatchamacallit Order,77,Procurement,21-02-2022,23-11-2022,1200,Accepted by Vendor,57,Delivered
452,INV0981,Schaefer-Doyle,Epsilon Whatchamacallit Order,8,Management,21-01-2022,28-07-2023,1900,Accepted by Vendor,49,Delivered
453,INV2345,"Prosacco, Beatty and Terry",Alpha Widget Order,87,Finance,20-02-2022,10-11-2023,5900,Accepted by Vendor,11,Delivered
454,INV0981,Treutel Inc,Gamma Thingamajig Order,91,Finance,30-01-2022,25-10-2025,1900,Accepted by Vendor,80,Delivered
455,INV6543,"Gleason, Okuneva and Shanahan",Gamma Thingamajig Order,36,HR,03-02-2022,15-11-2024,4200,Accepted by Vendor,92,Delivered
456,INV2190,"Schamberger, MacGyver and Kertzmann",Epsilon Whatchamacallit Order,47,Software Develpoment,19-01-2022,15-10-2022,1600,Accepted by Vendor,60,Delivered
457,INV5678,Homenick Inc,Beta Gizmo Order,52,Management,05-01-2022,30-12-2026,6100,Accepted by Vendor,76,Delivered
458,INV0987,"Tillman, Hackett and Hessel",Beta Gizmo Order,87,HR,31-01-2022,30-12-2025,4200,Accepted by Vendor,45,Delivered
459,INV6543,Sawayn-Moen,Epsilon Whatchamacallit Order,55,Finance,03-01-2022,30-08-2023,4300,Accepted by Vendor,38,Delivered
460,INV4326,"Heathcote, Keeling and Jast",Epsilon Whatchamacallit Order,70,Software Develpoment,14-02-2022,05-09-2025,6800,Accepted by Vendor,33,Delivered
461,INV6547,Runolfsson Inc,Alpha Widget Order,68,Finance,04-03-2022,18-09-2022,2100,Accepted by Vendor,58,Delivered
462,INV2190,"Tremblay, Nicolas and Hodkiewicz",Alpha Widget Order,70,Management,21-01-2022,05-09-2024,8300,Accepted by Vendor,52,Delivered
463,INV4326,"Kertzmann, Abernathy and Leannon",Gamma Thingamajig Order,32,Software Develpoment,27-01-2022,14-09-2023,6000,Accepted by Vendor,79,Delivered
464,INV0981,Hahn-Stracke,Delta Doohickey Order,63,Network,20-02-2022,05-06-2023,7800,Accepted by Vendor,83,Delivered
465,INV9012,"Bernhard, Quitzon and Schultz",Delta Doohickey Order,76,HR,05-03-2022,05-06-2024,2800,Accepted by Vendor,75,Delivered
466,INV0987,Hackett Group,Beta Gizmo Order,52,Procurement,27-01-2022,28-02-2025,5800,Accepted by Vendor,66,Delivered
467,INV4326,"Powlowski, Farrell and Walker",Alpha Widget Order,30,Finance,18-01-2022,15-11-2024,4500,Accepted by Vendor,55,Delivered
468,INV0987,"Mayert, Sanford and Ledner",Gamma Thingamajig Order,58,Software Develpoment,25-01-2022,18-02-2024,9000,Accepted by Vendor,12,Delivered
469,INV8765,Ritchie-Haley,Beta Gizmo Order,100,HR,01-01-2022,05-01-2022,3000,Accepted by Vendor,5,Delivered
470,INV0123,Koelpin LLC,Delta Doohickey Order,74,Finance,29-01-2022,15-04-2024,6900,Accepted by Vendor,62,Delivered
471,INV0981,"Bode, Mohr and Mann",Beta Gizmo Order,80,HR,22-01-2022,01-11-2025,4500,Accepted by Vendor,55,Delivered
472,INV4321,Bruen-Torphy,Epsilon Whatchamacallit Order,63,Software Develpoment,26-01-2022,20-01-2025,8800,Accepted by Vendor,7,Delivered
473,INV6543,Bernier-Luettgen,Beta Gizmo Order,20,Management,23-02-2022,30-04-2026,1200,Accepted by Vendor,29,Delivered
474,INV4321,Jerde-Ryan,Epsilon Whatchamacallit Order,93,Cyber Security,26-03-2022,01-11-2025,7500,Accepted by Vendor,66,Delivered
475,INV2109,Klein-O'Connell,Beta Gizmo Order,50,Cyber Security,14-01-2022,05-06-2024,3100,Accepted by Vendor,97,Delivered
476,INV6547,Thiel-Abbott,Alpha Widget Order,96,Procurement,16-03-2022,20-04-2022,3700,Accepted by Vendor,16,Delivered
477,INV4321,"Windler, Langosh and Hamill",Alpha Widget Order,69,Network,01-03-2022,12-05-2022,7500,Accepted by Vendor,14,Delivered
478,INV6789,"Barrows, Kunze and Stracke",Alpha Widget Order,44,Software Develpoment,19-03-2022,10-07-2024,1325,Accepted by Vendor,43,Delivered
479,INV0123,"Miller, Christiansen and Gorczany",Gamma Thingamajig Order,14,Cyber Security,11-01-2022,15-03-2025,2400,Accepted by Vendor,10,Delivered
480,INV4326,Rolfson-Fisher,Alpha Widget Order,97,Network,06-02-2022,28-02-2025,8200,Accepted by Vendor,58,Delivered
481,INV1234,"Jast, Greenfelder and Runolfsdottir",Alpha Widget Order,41,Cyber Security,05-01-2022,15-08-2024,7700,Accepted by Vendor,75,Delivered
482,INV6543,Grimes and Sons,Gamma Thingamajig Order,22,Cyber Security,27-01-2022,03-12-2026,7400,Accepted by Vendor,43,Delivered
483,INV2109,Satterfield and Sons,Gamma Thingamajig Order,93,Software Develpoment,01-03-2022,30-06-2022,2300,Accepted by Vendor,68,Delivered
484,INV6547,Deckow-Boehm,Delta Doohickey Order,9,Management,14-02-2022,15-04-2024,4200,Accepted by Vendor,32,Delivered
485,INV2190,Schmitt-Steuber,Alpha Widget Order,67,Management,05-02-2022,20-01-2025,2400,Accepted by Vendor,78,Delivered
486,INV2190,Paucek-Stokes,Delta Doohickey Order,85,Procurement,23-02-2022,28-02-2025,1450,Accepted by Vendor,41,Delivered
487,INV2190,"Haag, Larson and Satterfield",Beta Gizmo Order,91,Network,23-02-2022,01-11-2025,8700,Accepted by Vendor,62,Delivered
488,INV0981,Watsica LLC,Gamma Thingamajig Order,55,Finance,13-01-2022,25-02-2023,2100,Accepted by Vendor,49,Delivered
489,INV9876,King Group,Delta Doohickey Order,57,Network,09-01-2022,29-11-2025,4000,Accepted by Vendor,97,Delivered
490,INV0987,Lynch Group,Delta Doohickey Order,90,Network,26-03-2022,30-12-2026,5900,Accepted by Vendor,78,Delivered
491,INV8761,"Casper, Kuhlman and Balistreri",Gamma Thingamajig Order,4,Procurement,26-02-2022,10-10-2024,1600,Accepted by Vendor,61,Delivered
492,INV2109,Baumbach-Gleichner,Delta Doohickey Order,81,Procurement,01-01-2022,15-03-2022,7500,Accepted by Vendor,80,Delivered
493,INV9876,"Greenholt, Beier and Metz",Alpha Widget Order,88,Cyber Security,29-03-2022,05-06-2023,7800,Accepted by Vendor,69,Delivered
494,INV2190,"Dickens, Hickle and Raynor",Epsilon Whatchamacallit Order,10,Network,12-02-2022,15-11-2024,1300,Accepted by Vendor,10,Delivered
495,INV2190,"Tillman, Pfannerstill and Koch",Beta Gizmo Order,4,Network,15-02-2022,29-11-2025,5300,Accepted by Vendor,54,Delivered
496,INV4326,Bruen LLC,Beta Gizmo Order,9,Procurement,12-01-2022,05-08-2022,8500,Accepted by Vendor,15,Delivered
497,INV4567,"Rau, Farrell and Johnson",Alpha Widget Order,33,Software Develpoment,18-01-2022,20-11-2026,6700,Accepted by Vendor,5,Delivered
498,INV0987,"McKenzie, Rogahn and Ryan",Delta Doohickey Order,30,Cyber Security,04-03-2022,15-11-2024,1600,Accepted by Vendor,65,Delivered
499,INV8765,"Klein, Nader and Gutmann",Alpha Widget Order,79,HR,05-02-2022,18-02-2026,1800,Accepted by Vendor,94,Delivered
500,INV0981,O'Kon-Runolfsdottir,Delta Doohickey Order,57,Procurement,10-02-2022,25-02-2023,1450,Accepted by Vendor,80,Delivered
501,INV9012,Streich Inc,Delta Doohickey Order,56,Network,23-03-2022,15-06-2025,1400,Accepted by Vendor,15,Delivered
502,INV0981,Grimes-Thiel,Alpha Widget Order,54,Procurement,10-01-2022,12-05-2022,4100,Accepted by Vendor,95,Delivered
503,INV2109,"Kuhlman, Friesen and Stracke",Alpha Widget Order,85,Finance,13-03-2022,18-09-2022,7000,Accepted by Vendor,56,Delivered
504,INV2190,Herman LLC,Gamma Thingamajig Order,96,HR,12-02-2022,30-12-2022,3100,Accepted by Vendor,55,Delivered
505,INV8761,Konopelski-Franecki,Alpha Widget Order,14,Finance,26-03-2022,05-09-2025,3700,Accepted by Vendor,82,Delivered
506,INV0981,Ferry and Sons,Epsilon Whatchamacallit Order,92,Network,19-01-2022,05-10-2023,6300,Accepted by Vendor,70,Delivered
507,INV6543,Goldner-Shanahan,Alpha Widget Order,75,Network,15-01-2022,01-11-2025,3000,Accepted by Vendor,5,Delivered
508,INV2190,"Gislason, Doyle and Kassulke",Beta Gizmo Order,94,Management,14-03-2022,10-02-2022,8700,Accepted by Vendor,61,Delivered
509,INV4326,"Lueilwitz, Hackett and Daugherty",Gamma Thingamajig Order,35,Management,25-02-2022,22-04-2025,7600,Accepted by Vendor,81,Delivered
510,INV8761,Becker-Miller,Beta Gizmo Order,85,HR,13-03-2022,29-11-2025,2600,Accepted by Vendor,23,Delivered
511,INV6543,O'Reilly-Howe,Beta Gizmo Order,41,Management,31-01-2022,25-05-2025,9800,Accepted by Vendor,32,Delivered
512,INV6547,Kub LLC,Beta Gizmo Order,79,Network,07-02-2022,28-02-2025,1100,Accepted by Vendor,91,Delivered
513,INV3456,Hoeger-Braun,Epsilon Whatchamacallit Order,28,Cyber Security,24-03-2022,18-02-2026,7200,Accepted by Vendor,7,Delivered
514,INV0987,Hermiston LLC,Beta Gizmo Order,43,Network,18-03-2022,01-11-2025,9100,Accepted by Vendor,51,Delivered
515,INV8765,Terry Group,Beta Gizmo Order,61,Management,16-01-2022,05-10-2023,1500,Accepted by Vendor,42,Delivered
516,INV6543,"Gleichner, Wilderman and Lowe",Gamma Thingamajig Order,20,Software Develpoment,13-01-2022,20-05-2023,6300,Accepted by Vendor,48,Delivered
517,INV8765,"Feil, Schneider and Medhurst",Epsilon Whatchamacallit Order,79,Procurement,11-02-2022,18-04-2023,4800,Accepted by Vendor,71,Delivered
518,INV2109,"Vandervort, Baumbach and Crist",Delta Doohickey Order,29,Procurement,19-02-2022,05-06-2023,9100,Accepted by Vendor,32,Delivered
519,INV8765,"Graham, Wolf and Pollich",Delta Doohickey Order,46,Network,23-02-2022,30-06-2026,2300,Accepted by Vendor,86,Delivered
520,INV4326,Emard Group,Beta Gizmo Order,53,Procurement,23-01-2022,22-04-2025,4700,Accepted by Vendor,38,Delivered
521,INV2109,Heaney-Bayer,Beta Gizmo Order,12,Management,26-01-2022,22-03-2024,9500,Accepted by Vendor,6,Delivered
522,INV9876,Casper-McDermott,Delta Doohickey Order,27,HR,14-01-2022,12-05-2022,6900,Accepted by Vendor,90,Delivered
523,INV4321,"Hodkiewicz, Swaniawski and Mueller",Alpha Widget Order,48,Finance,07-03-2022,20-12-2026,1100,Accepted by Vendor,52,Delivered
524,INV4321,Boyle-Kuhn,Gamma Thingamajig Order,8,Management,16-02-2022,20-05-2023,1600,Accepted by Vendor,68,Delivered
525,INV4321,Hyatt-Kertzmann,Alpha Widget Order,86,Procurement,10-02-2022,25-02-2023,5200,Accepted by Vendor,59,Delivered
526,INV2109,Greenfelder and Sons,Alpha Widget Order,26,HR,30-01-2022,25-05-2024,9500,Accepted by Vendor,39,Delivered
527,INV4326,"Prohaska, Bode and Welch",Epsilon Whatchamacallit Order,61,Management,31-01-2022,30-04-2026,9800,Accepted by Vendor,60,Delivered
528,INV4321,Frami Group,Alpha Widget Order,41,Software Develpoment,27-02-2022,30-06-2026,7700,Accepted by Vendor,81,Delivered
529,INV1234,Stracke-Grimes,Alpha Widget Order,45,Software Develpoment,11-02-2022,30-08-2023,9100,Accepted by Vendor,34,Delivered
530,INV5432,"Hyatt, O'Keefe and Gerlach",Beta Gizmo Order,39,Software Develpoment,15-02-2022,10-11-2023,8500,Accepted by Vendor,86,Delivered
531,INV8761,Bruen-Reichert,Beta Gizmo Order,64,Procurement,31-01-2022,30-04-2026,6100,Accepted by Vendor,89,Delivered
532,INV0981,Nikolaus LLC,Beta Gizmo Order,20,Software Develpoment,04-02-2022,30-12-2026,6000,Accepted by Vendor,66,Delivered
533,INV6543,O'Keefe-Bernier,Beta Gizmo Order,93,HR,08-03-2022,05-08-2022,3300,Accepted by Vendor,94,Delivered
534,INV0123,Hilll-O'Reilly,Epsilon Whatchamacallit Order,18,HR,29-03-2022,25-05-2024,1150,Accepted by Vendor,99,Delivered
535,INV0987,Emmerich Inc,Epsilon Whatchamacallit Order,59,Finance,11-02-2022,20-01-2025,1900,Accepted by Vendor,65,Delivered
536,INV8765,"Walker, Nienow and DuBuque",Beta Gizmo Order,23,Network,17-03-2022,10-10-2024,2000,Accepted by Vendor,44,Delivered
537,INV8761,"Sipes, Hane and Nader",Delta Doohickey Order,7,HR,06-03-2022,10-03-2023,8500,Accepted by Vendor,33,Delivered
538,INV4321,Doyle Inc,Alpha Widget Order,67,HR,10-02-2022,10-11-2023,8400,Accepted by Vendor,23,Delivered
539,INV8765,"Collins, Reichert and O'Hara",Gamma Thingamajig Order,65,HR,06-01-2022,14-09-2023,6900,Accepted by Vendor,86,Delivered
540,INV8761,"Jacobi, Greenfelder and Pagac",Delta Doohickey Order,26,Network,28-01-2022,22-04-2025,6100,Accepted by Vendor,95,Delivered
541,INV2109,"Green, Lindgren and Block",Alpha Widget Order,100,Network,01-01-2022,10-07-2024,1250,Accepted by Vendor,89,Delivered
542,INV2109,Bechtelar Inc,Beta Gizmo Order,26,Network,26-03-2022,18-04-2023,4400,Accepted by Vendor,46,Delivered
543,INV9012,Goyette-Schowalter,Delta Doohickey Order,45,Cyber Security,04-01-2022,15-12-2026,7600,Accepted by Vendor,49,Delivered
544,INV4321,Gleason Group,Epsilon Whatchamacallit Order,16,Finance,26-01-2022,10-02-2022,7100,Accepted by Vendor,31,Delivered
545,INV6547,Boehm-Bayer,Epsilon Whatchamacallit Order,67,Cyber Security,03-01-2022,05-01-2022,1400,Accepted by Vendor,80,Delivered
546,INV8765,"Haag, Lubowitz and Ritchie",Alpha Widget Order,31,Finance,02-01-2022,15-03-2022,6400,Accepted by Vendor,93,Delivered
547,INV4326,"Romaguera, Rempel and Ledner",Alpha Widget Order,34,Management,13-01-2022,30-08-2023,7200,Accepted by Vendor,12,Delivered
548,INV8765,Cremin Group,Beta Gizmo Order,27,Finance,22-01-2022,30-12-2022,1125,Accepted by Vendor,18,Delivered
549,INV0981,Wiza-Goodwin,Gamma Thingamajig Order,29,Procurement,01-01-2022,18-04-2023,4400,Accepted by Vendor,15,Delivered
550,INV4321,Orn-Roob,Beta Gizmo Order,42,Procurement,02-01-2022,05-10-2023,5700,Accepted by Vendor,93,Delivered
551,INV2190,Borer-Koch,Gamma Thingamajig Order,49,Software Develpoment,22-02-2022,30-06-2026,7400,Accepted by Vendor,37,Delivered
552,INV8765,Daniel Inc,Delta Doohickey Order,78,Procurement,06-03-2022,05-10-2023,4200,Accepted by Vendor,60,Delivered
553,INV6543,Medhurst and Sons,Epsilon Whatchamacallit Order,49,HR,05-01-2022,25-10-2025,5700,Accepted by Vendor,52,Delivered
554,INV6543,Thompson-Kirlin,Delta Doohickey Order,37,HR,15-03-2022,20-12-2024,6800,Accepted by Vendor,45,Delivered
555,INV0981,Howell Group,Gamma Thingamajig Order,21,Network,09-02-2022,22-04-2025,2800,Accepted by Vendor,34,Delivered
556,INV8765,Harris-Donnelly,Epsilon Whatchamacallit Order,9,Management,01-03-2022,20-01-2025,6900,Accepted by Vendor,40,Delivered
557,INV4321,"Ruecker, Veum and Sawayn",Alpha Widget Order,16,HR,29-01-2022,25-05-2024,3400,Accepted by Vendor,66,Delivered
558,INV8765,"Wilkinson, Dietrich and Kub",Beta Gizmo Order,31,Software Develpoment,21-01-2022,25-02-2023,5300,Accepted by Vendor,85,Delivered
559,INV4321,"Hyatt, Veum and Bashirian",Beta Gizmo Order,97,Procurement,13-02-2022,25-12-2026,1325,Accepted by Vendor,7,Delivered
560,INV8901,Jones-Becker,Gamma Thingamajig Order,40,Cyber Security,07-03-2022,30-08-2023,5600,Accepted by Vendor,64,Delivered
561,INV0987,Mante and Sons,Alpha Widget Order,28,Finance,30-01-2022,30-01-2026,1800,Accepted by Vendor,86,Delivered
562,INV6547,"Bergstrom, Bruen and Cartwright",Beta Gizmo Order,87,Software Develpoment,11-01-2022,05-01-2022,6500,Accepted by Vendor,27,Delivered
563,INV8761,Schamberger LLC,Epsilon Whatchamacallit Order,51,Network,07-01-2022,20-05-2023,4300,Accepted by Vendor,54,Delivered
564,INV8761,"Lehner, Ruecker and VonRueden",Gamma Thingamajig Order,61,Cyber Security,13-01-2022,20-12-2024,3500,Accepted by Vendor,80,Delivered
565,INV4321,"Deckow, Altenwerth and Gorczany",Gamma Thingamajig Order,37,Procurement,18-03-2022,10-05-2026,4400,Accepted by Vendor,83,Delivered
566,INV0981,Reichel-Rippin,Epsilon Whatchamacallit Order,46,Software Develpoment,05-01-2022,30-06-2022,5600,Accepted by Vendor,77,Delivered
567,INV4321,Doyle-Hyatt,Alpha Widget Order,18,Cyber Security,07-01-2022,12-05-2022,4600,Accepted by Vendor,96,Delivered
568,INV2190,Douglas-Erdman,Beta Gizmo Order,34,Procurement,24-01-2022,10-11-2023,4900,Accepted by Vendor,67,Delivered
569,INV8765,Pacocha-Kuphal,Epsilon Whatchamacallit Order,44,Management,18-03-2022,01-11-2025,8500,Accepted by Vendor,50,Delivered
570,INV4326,"Schaefer, Sauer and Flatley",Epsilon Whatchamacallit Order,100,Network,30-03-2022,30-06-2026,7900,Accepted by Vendor,97,Delivered
571,INV2109,"Green, Bailey and Gutmann",Delta Doohickey Order,10,Network,07-01-2022,05-08-2022,6000,Accepted by Vendor,59,Delivered
572,INV4321,Denesik-Cruickshank,Epsilon Whatchamacallit Order,52,HR,14-03-2022,30-04-2026,8900,Accepted by Vendor,96,Delivered
573,INV0981,Zulauf-Sawayn,Gamma Thingamajig Order,10,Cyber Security,13-02-2022,10-07-2024,7600,Accepted by Vendor,51,Delivered
574,INV4326,Ratke-Reichert,Delta Doohickey Order,22,Management,01-01-2022,20-12-2023,7400,Accepted by Vendor,79,Delivered
575,INV2190,Hessel Inc,Epsilon Whatchamacallit Order,81,Software Develpoment,10-02-2022,30-12-2022,1300,Accepted by Vendor,30,Delivered
576,INV8901,"DuBuque, Denesik and Halvorson",Gamma Thingamajig Order,97,HR,25-03-2022,25-12-2026,6300,Accepted by Vendor,65,Delivered
577,INV8761,Fay-Crist,Delta Doohickey Order,93,Management,25-02-2022,20-05-2023,9100,Accepted by Vendor,34,Delivered
578,INV6543,"Klein, Cummerata and Christiansen",Alpha Widget Order,76,Finance,13-02-2022,25-05-2024,8200,Accepted by Vendor,97,Delivered
579,INV6547,"Lockman, Waters and Bins",Gamma Thingamajig Order,5,Software Develpoment,22-03-2022,15-03-2022,3100,Accepted by Vendor,30,Delivered
