id,vendorId,date,onTimeDeliveryPercent,qualityRating,responseTimeHours,issueResolutionDays,defectRatePercent,orderCompletionPercent
1029,46,2024-07-27,82,3.25,59,4,3.97,98
1030,5,2024-05-07,66,3.08,66,9,0.55,72
1031,68,2026-07-29,58,3.55,9,12,3.1,93
1032,77,2026-06-29,56,3.57,5,9,7.17,94
1033,23,2025-07-10,96,4.78,9,6,11.94,90
1034,61,2024-11-16,57,2.52,72,7,2.84,64
1035,24,2026-08-06,52,3.61,40,7,4.97,73
1036,42,2026-06-03,91,3.07,66,1,1.61,96
1037,14,2025-05-23,67,3.56,62,4,4.46,84
1038,12,2025-08-25,92,3.7,49,15,2.52,85
1039,9,2024-09-20,64,3.06,51,3,8.86,96
1040,49,2025-08-24,85,4.48,34,15,5.19,99
1041,74,2025-07-21,82,4.48,5,2,0.82,98
1042,44,2024-06-16,75,3.07,3,9,13.6,81
1043,13,2024-06-23,90,2.71,53,11,7.88,78
1044,84,2026-02-08,63,3.47,66,13,7.8,99
1045,86,2026-04-23,84,4.31,48,8,2.64,83
1046,100,2026-01-29,76,3.32,45,13,7.85,93
1047,15,2025-04-18,98,3.98,23,3,1.16,97
1048,94,2025-07-07,79,4.02,10,14,2.15,93
1049,25,2026-08-06,85,4.02,58,15,1.32,60
1050,43,2026-04-10,93,3.95,39,15,14.49,81
1051,13,2025-06-19,95,3.16,27,7,7.5,70
1052,51,2024-08-02,78,2.76,24,12,3.34,61
1053,68,2025-08-14,77,3.35,56,14,8.09,65
1054,32,2026-08-25,84,4.97,63,14,8.13,77
1055,44,2025-10-07,81,2.53,3,12,11.94,96
1056,22,2024-05-31,98,2.76,60,10,0.8,80
1057,72,2024-04-01,72,4.81,27,4,12.36,83
1058,81,2026-02-05,98,4.14,65,9,11.29,89
1059,2,2024-01-21,94,4.59,41,4,1.99,85
1060,96,2024-09-11,92,2.8,31,13,8.81,60
1061,69,2024-12-23,53,4.63,61,5,2.1,80
1062,16,2024-12-01,60,4.31,6,10,0.98,93
1063,69,2024-12-01,96,2.75,65,12,1.93,78
1064,8,2026-08-13,53,3.25,60,4,6.07,81
1065,90,2024-05-23,95,4.47,64,4,5.75,85
1066,57,2025-08-04,50,3.04,45,9,10.84,85
1067,32,2025-07-11,58,3.38,8,12,0.21,81
1068,42,2025-04-06,93,4.6,56,2,5.56,78
1069,86,2024-09-02,60,2.71,43,14,5.85,84
1070,75,2024-04-13,76,3.92,46,6,11.87,67
1071,49,2026-07-21,63,3.12,6,11,2.1,92
1072,31,2025-08-31,75,3.72,59,1,12.84,94
1073,54,2024-10-29,94,4.13,53,1,5.21,75
1074,23,2024-03-19,78,2.71,33,5,1.12,86
1075,5,2024-12-08,51,4.06,60,6,9.56,73
1076,69,2025-01-17,97,4.09,39,7,12.44,62
1077,16,2024-08-07,47,2.97,72,9,0.12,91
1078,2,2026-06-12,61,2.86,54,4,6.39,92
1079,14,2024-08-23,61,4.08,35,8,1.83,97
1080,76,2025-03-04,65,4.49,3,10,6.24,62
1081,64,2025-07-03,70,3.15,1,10,2.69,92
1082,98,2026-02-11,99,3.2,66,8,11.5,80
1083,45,2025-07-04,52,4.64,31,14,12.49,81
1084,96,2024-01-22,74,2.84,63,2,6.86,72
1085,83,2026-05-09,72,4.52,72,2,11.85,84
1086,35,2025-08-27,94,4.3,5,4,4.65,73
1087,65,2025-04-26,93,3.81,9,9,7.45,95
1088,57,2025-02-18,86,4.37,66,4,11.01,73
1089,37,2026-01-04,93,3.69,2,14,3.84,74
1090,2,2026-06-13,83,2.53,15,6,2.98,100
1091,54,2026-03-17,46,2.97,17,7,2.09,76
1092,22,2026-07-04,47,4.81,9,11,12.73,74
1093,11,2024-10-01,84,2.59,46,8,6.98,60
1094,98,2026-05-08,62,2.67,8,12,10.38,97
1095,91,2026-05-10,62,2.75,28,3,4.13,75
1096,71,2025-10-11,86,2.69,62,12,9.28,66
1097,19,2025-05-01,54,4.38,70,8,0.52,95
1098,20,2024-07-28,92,3.47,33,14,14.01,86
1099,24,2024-07-08,56,3.43,64,14,4.55,69
1100,38,2025-06-30,45,3.16,28,3,6.35,66
1101,80,2025-12-05,48,2.59,40,7,7.94,66
1102,49,2025-12-12,58,2.63,2,3,8.24,88
1103,84,2024-12-09,55,2.64,20,13,0.62,98
1104,100,2025-01-04,95,3.09,54,12,2.12,96
1105,26,2025-09-11,71,4.9,4,1,5.15,90
1106,41,2024-01-13,46,2.65,64,4,2.13,96
1107,4,2025-11-01,96,3.65,60,2,2.92,62
1108,58,2025-08-02,55,2.9,14,4,8.15,84
1109,6,2024-07-09,92,3.77,10,11,5.91,69
1110,16,2026-01-31,46,4.51,33,6,13.07,77
1111,53,2026-04-07,95,2.78,64,2,8.59,95
1112,9,2024-02-25,75,4.59,59,5,4.67,86
1113,19,2024-07-07,97,3.06,39,5,12.87,68
1114,47,2024-08-07,54,2.73,51,1,2.25,71
1115,76,2025-08-20,62,4.39,19,12,13.72,61
1116,35,2025-01-19,64,4.35,58,13,12.65,71
1117,79,2024-11-19,46,3.02,24,7,9.66,82
1118,13,2025-09-09,59,4.81,61,7,1.28,89
1119,39,2025-08-21,91,3.89,18,5,14.23,82
1120,70,2025-11-14,67,2.78,5,3,1.68,96
1121,15,2024-06-23,65,4.89,69,10,13.84,65
1122,56,2026-06-25,79,4.7,37,12,9.14,94
1123,53,2025-11-21,61,3.7,55,13,13.19,92
1124,54,2025-06-22,53,3.03,49,1,13.63,92
1125,35,2026-04-20,64,3.64,4,9,11.26,88
1126,85,2025-09-26,80,4.94,15,10,0.58,78
1127,73,2026-01-24,53,2.71,39,1,0.85,96
1128,93,2024-05-10,93,3.82,26,7,9.16,100
1129,26,2025-03-23,95,3.32,30,5,8.15,92
1130,35,2025-08-10,73,4.86,6,9,2.45,74
1131,68,2024-06-21,71,3.3,56,3,2.31,60
1132,9,2026-06-06,55,3.0,63,11,14.09,69
1133,2,2024-01-03,67,4.76,1,15,3.2,73
1134,8,2026-01-31,46,2.55,67,7,3.81,78
1135,92,2025-06-17,70,3.63,15,10,0.17,93
1136,74,2026-03-28,94,4.45,12,2,3.86,85
1137,1,2024-06-04,46,3.95,12,7,8.56,100
1138,31,2025-11-20,53,4.21,26,15,6.91,97
1139,69,2025-02-01,94,3.94,59,12,10.77,62
1140,2,2026-08-23,79,4.49,44,5,8.2,65
1141,71,2024-01-24,72,3.7,34,7,3.75,63
1142,77,2025-03-20,97,4.6,66,5,10.3,75
1143,16,2025-06-19,51,4.31,32,8,1.33,66
1144,11,2024-12-03,65,2.73,72,11,5.6,76
1145,65,2025-10-13,54,4.4,40,3,14.59,72
1146,34,2026-02-19,96,4.62,2,2,5.51,80
1147,31,2025-09-13,62,3.53,4,8,4.89,96
1148,77,2024-05-31,61,3.21,35,14,6.13,88
1149,92,2026-04-09,48,2.74,71,3,4.08,61
1150,18,2025-10-30,90,4.42,12,12,7.65,68
1151,29,2024-05-24,77,3.62,37,1,2.32,85
1152,5,2026-07-15,78,3.37,9,8,4.0,80
1153,18,2024-11-15,74,3.07,46,11,14.57,86
1154,21,2024-06-12,59,3.36,59,1,0.23,65
1155,80,2024-04-19,51,4.98,72,3,8.32,81
1156,71,2024-12-01,52,4.22,9,11,2.73,100
1157,45,2025-04-20,81,2.54,51,2,13.26,63
1158,78,2024-03-28,56,3.05,34,7,6.19,63
1159,17,2026-01-10,80,3.11,19,8,1.39,65
1160,96,2025-03-13,56,3.0,17,10,11.05,100
1161,9,2026-01-02,67,2.72,4,11,13.58,94
1162,48,2026-04-14,45,3.74,55,7,11.3,74
1163,99,2026-06-15,91,4.78,34,5,5.79,62
1164,40,2026-05-22,86,2.94,19,8,6.34,74
1165,82,2024-08-30,64,3.46,4,2,9.37,81
1166,1,2024-09-22,68,3.75,27,12,4.71,69
1167,31,2025-07-01,67,3.9,54,2,7.42,86
1168,22,2025-11-15,55,4.85,13,12,10.22,89
1169,24,2025-12-21,70,3.63,1,9,5.94,86
1170,50,2024-03-19,67,4.83,52,3,12.85,77
1171,80,2026-05-26,73,4.71,53,14,8.23,92
1172,35,2025-08-15,95,4.06,61,8,12.47,70
1173,8,2026-04-05,85,3.02,2,1,6.25,66
1174,66,2024-08-28,64,3.75,62,5,14.61,68
1175,41,2026-06-18,62,4.53,40,1,4.68,86
1176,95,2026-03-20,93,3.45,20,2,2.35,81
1177,82,2026-03-15,72,4.61,46,3,5.42,96
1178,23,2026-02-23,46,4.92,36,13,4.32,65
1179,16,2024-03-23,51,4.18,64,13,3.01,95
1180,68,2024-11-10,54,3.66,1,14,10.06,74
1181,29,2026-04-05,66,4.19,37,9,13.13,92
1182,23,2025-07-03,91,2.66,67,5,8.84,86
1183,3,2024-02-14,70,3.51,3,6,12.72,66
1184,24,2024-03-25,50,2.9,48,5,3.02,77
1185,93,2024-11-14,56,3.12,4,2,10.65,63
1186,79,2025-05-23,92,4.88,55,1,12.37,75
1187,19,2024-07-26,51,4.28,65,7,0.89,63
1188,21,2026-04-27,48,5.0,26,2,8.96,95
1189,76,2024-02-03,84,4.01,7,2,1.43,77
1190,2,2026-02-07,58,3.24,61,14,1.84,66
1191,89,2024-02-16,76,4.37,60,13,9.82,86
1192,100,2025-12-01,92,2.76,50,15,13.92,82
1193,92,2025-08-18,84,4.94,7,12,7.66,66
1194,83,2026-08-01,63,4.61,60,14,7.91,83
1195,2,2025-06-26,85,2.8,27,8,5.18,81
1196,22,2025-11-23,90,2.8,61,15,2.58,93
1197,57,2026-02-17,78,4.36,61,3,11.71,98
1198,8,2025-07-19,90,3.07,15,7,1.68,61
1199,89,2025-11-24,77,2.78,61,14,2.4,72
1200,77,2025-07-02,93,3.97,50,5,7.27,67
1201,26,2025-07-27,76,3.35,30,1,6.77,86
1202,14,2025-01-10,45,2.96,37,9,0.32,95
1203,46,2025-11-16,74,4.67,65,1,0.32,76
1204,38,2024-06-15,57,4.5,18,4,13.16,71
1205,16,2025-07-18,70,3.96,50,10,10.07,84
1206,46,2026-03-31,99,3.64,51,11,7.14,84
1207,57,2024-09-08,88,4.21,9,7,9.33,67
1208,74,2024-04-01,99,4.96,47,12,11.25,69
1209,42,2025-02-01,48,4.34,53,15,4.54,69
1210,10,2026-08-21,45,3.7,2,4,3.04,62
1211,84,2025-09-26,78,4.42,21,5,12.74,67
1212,69,2024-03-08,59,3.94,37,9,12.84,92
1213,29,2026-04-13,46,2.53,14,12,6.43,64
1214,2,2025-01-21,65,4.65,6,3,1.6,64
1215,61,2025-12-31,91,3.41,71,7,10.5,85
1216,32,2024-04-05,59,4.17,43,4,4.72,65
1217,1,2025-03-06,65,2.54,16,15,11.44,91
1218,34,2026-03-17,94,4.98,63,9,12.32,97
1219,55,2024-11-24,99,4.9,41,8,3.78,81
1220,96,2026-07-16,93,4.79,15,3,8.24,64
1221,58,2026-02-22,76,3.32,13,3,3.59,83
1222,73,2026-05-24,76,3.77,44,6,3.97,84
1223,82,2024-01-20,47,4.41,60,3,3.48,84
1224,20,2026-03-01,63,4.47,56,13,11.1,83
1225,36,2025-03-28,72,4.43,60,3,0.65,64
1226,14,2025-01-05,46,3.65,8,14,7.55,67
1227,50,2025-05-07,96,3.16,62,9,14.92,74
1228,86,2025-06-26,91,2.65,13,8,4.84,74
1229,3,2025-05-30,94,2.96,57,5,12.34,79
1230,42,2024-06-25,90,3.65,24,7,0.84,96
1231,43,2026-07-03,61,4.43,51,11,7.97,69
1232,58,2024-09-13,56,3.89,39,1,6.79,87
1233,18,2026-08-26,45,3.61,49,11,3.18,90
1234,9,2025-05-02,98,4.27,44,4,10.93,85
1235,54,2026-01-09,89,2.85,17,4,13.41,87
1236,65,2026-03-27,98,3.69,7,7,13.45,61
1237,34,2024-06-29,78,4.8,67,7,8.91,74
1238,8,2024-12-21,89,3.34,48,13,3.61,60
1239,4,2026-01-30,88,3.81,19,8,3.08,86
1240,11,2024-11-17,65,3.99,58,7,14.28,60
1241,25,2025-05-27,88,4.14,42,7,6.81,90
1242,77,2026-05-20,74,3.75,44,6,3.89,87
1243,10,2024-09-22,82,4.26,4,4,12.48,93
1244,19,2025-04-11,99,2.95,27,14,6.1,68
1245,94,2025-05-08,58,2.95,23,3,14.16,69
1246,14,2025-03-12,51,4.4,60,14,5.63,91
1247,78,2024-06-10,52,4.92,14,7,2.55,78
1248,79,2025-08-13,79,3.43,37,5,12.57,85
1249,71,2024-01-09,59,2.58,23,2,12.55,97
1250,27,2026-02-03,82,4.64,23,3,0.54,71
1251,53,2024-07-07,81,4.49,2,2,14.95,77
1252,87,2026-06-08,70,3.17,10,1,6.39,61
1253,10,2025-02-13,73,3.66,3,15,3.32,65
1254,25,2026-08-21,73,4.72,6,15,5.2,60
1255,5,2024-07-06,63,3.96,27,3,6.26,89
1256,33,2024-06-12,62,3.44,29,14,1.79,88
1257,73,2025-07-06,62,4.46,56,4,13.75,60
1258,29,2024-03-03,81,2.58,51,13,13.95,76
1259,21,2024-08-12,67,4.04,71,6,1.72,98
1260,95,2024-07-03,83,3.06,60,12,2.45,91
1261,70,2025-10-29,50,2.9,16,14,5.88,82
1262,7,2026-01-05,64,4.94,55,1,1.97,87
1263,54,2025-07-20,73,3.49,43,14,2.66,70
1264,83,2026-02-05,64,3.39,27,10,7.39,99
1265,81,2025-03-21,82,3.43,58,12,0.11,94
1266,39,2024-06-22,97,2.51,64,6,11.33,61
1267,6,2025-09-01,79,2.53,14,10,14.4,70
1268,6,2026-06-22,55,2.97,10,15,5.63,79
1269,31,2025-08-21,84,2.58,34,9,8.63,62
1270,29,2024-01-07,56,4.75,45,4,3.78,71
1271,22,2024-12-18,60,3.39,6,3,12.16,81
1272,8,2024-08-19,52,4.05,29,6,4.33,62
1273,52,2025-09-30,82,3.76,71,13,8.45,73
1274,25,2025-02-07,93,4.44,25,15,2.52,75
1275,21,2025-07-31,82,3.57,1,13,8.11,82
1276,96,2026-02-09,92,3.85,30,2,1.98,77
1277,35,2025-02-06,50,2.9,8,8,11.72,98
1278,41,2025-05-23,84,4.0,18,1,1.86,75
1279,52,2024-06-12,57,2.69,59,5,8.86,77
1280,9,2026-07-12,45,3.46,35,11,1.48,73
1281,58,2025-04-02,66,4.06,13,10,2.07,85
1282,10,2024-05-11,89,3.07,62,6,3.56,85
1283,55,2025-10-06,99,4.88,61,6,2.35,92
1284,52,2025-03-11,61,3.46,19,12,0.48,99
1285,16,2024-06-11,73,4.52,30,1,0.17,97
1286,85,2024-03-03,92,4.7,35,6,13.13,77
1287,25,2024-12-29,55,4.26,9,6,10.4,81
1288,2,2025-08-18,65,2.74,27,12,11.6,66
1289,82,2026-07-28,51,3.25,7,9,12.79,91
1290,76,2025-01-18,74,4.09,34,8,9.12,68
1291,89,2025-07-12,92,3.13,17,3,14.56,92
1292,31,2025-08-27,90,4.55,42,12,13.98,67
1293,24,2025-05-19,92,4.82,1,5,11.6,90
1294,6,2026-06-20,72,3.73,49,14,8.66,73
1295,31,2026-06-12,93,2.93,72,7,5.38,82
1296,80,2025-03-19,48,2.91,60,12,8.19,78
1297,36,2026-01-22,48,4.71,43,11,7.6,82
1298,68,2025-12-17,78,2.98,70,3,14.59,80
1299,56,2026-01-27,90,4.48,18,7,11.85,61
1300,66,2025-01-06,62,3.49,17,11,8.81,70
1301,40,2025-02-05,58,4.66,41,12,5.66,97
1302,22,2025-06-30,80,2.9,24,14,5.32,66
1303,24,2025-04-02,67,4.32,52,3,11.38,79
1304,23,2024-04-02,80,3.53,33,15,2.79,60
1305,22,2024-06-28,95,2.91,36,2,4.38,96
1306,77,2024-02-10,45,4.47,54,7,2.64,88
1307,18,2026-04-27,71,3.5,34,15,12.48,81
1308,7,2025-10-24,82,3.4,25,3,1.09,78
1309,6,2025-08-11,46,4.29,10,1,11.09,65
1310,29,2024-06-13,60,3.43,26,9,9.33,68
1311,39,2025-12-12,98,3.66,12,10,3.41,60
1312,6,2024-11-24,71,4.91,68,3,6.97,62
1313,52,2025-03-22,62,3.5,54,14,12.62,90
1314,17,2024-01-16,70,3.2,68,12,14.1,60
1315,74,2025-03-31,65,3.07,23,4,4.14,65
1316,55,2026-03-16,87,2.87,29,11,1.76,72
1317,53,2024-11-02,52,2.53,34,5,10.72,87
1318,18,2024-04-29,57,4.29,50,6,4.21,78
1319,96,2025-06-19,57,3.65,60,8,9.91,84
1320,47,2026-03-20,75,4.88,5,7,12.89,73
1321,33,2026-04-08,83,3.23,6,14,4.23,87
1322,9,2024-01-21,75,3.32,44,2,7.72,88
1323,12,2024-02-12,98,4.62,25,3,4.57,71
1324,22,2024-03-20,63,3.9,57,5,4.07,77
1325,99,2026-03-26,76,2.92,35,6,6.48,81
1326,26,2024-06-18,77,4.56,33,8,8.6,60
1327,46,2025-03-04,63,4.43,48,12,3.46,68
1328,72,2026-01-21,81,2.6,60,3,3.05,87
1329,91,2025-05-27,62,2.66,2,1,8.97,74
1330,44,2024-04-03,85,4.71,62,12,14.16,71
1331,51,2026-05-05,91,3.2,42,13,8.89,61
1332,5,2024-02-21,82,4.45,62,9,1.26,87
1333,40,2025-04-11,76,4.62,53,12,1.5,74
1334,65,2024-03-25,78,3.15,28,8,0.86,84
1335,70,2026-05-19,93,3.63,45,15,6.29,86
1336,60,2026-08-04,53,4.2,50,13,3.58,95
1337,9,2026-02-03,68,4.15,12,9,5.65,93
1338,78,2025-08-13,81,2.58,8,3,6.85,70
1339,15,2025-10-27,45,4.44,40,6,0.71,89
1340,72,2024-02-04,69,2.55,31,6,6.24,87
1341,44,2025-08-29,47,3.07,32,8,4.08,87
1342,66,2024-01-23,60,3.03,51,8,9.7,73
1343,52,2026-01-22,75,4.25,16,9,14.0,71
1344,24,2026-03-05,71,3.53,61,15,8.66,77
1345,11,2025-03-17,84,2.54,66,8,7.67,92
1346,43,2025-01-31,58,3.76,43,11,9.01,62
1347,61,2025-12-14,93,3.01,54,4,4.64,70
1348,66,2024-01-25,89,4.04,65,13,7.28,85
1349,95,2024-11-05,99,3.29,42,14,0.43,100
1350,74,2025-10-25,53,2.85,16,12,6.89,76
1351,72,2024-01-31,72,4.41,10,9,12.98,88
1352,53,2025-08-14,70,3.01,8,13,1.14,70
1353,87,2024-03-23,45,3.69,23,13,12.57,99
1354,87,2025-03-04,81,4.54,21,8,1.89,69
1355,90,2024-04-02,65,4.91,27,13,12.08,89
1356,59,2025-09-17,92,4.79,1,9,6.4,79
1357,34,2025-07-02,55,3.51,38,3,0.55,97
1358,88,2024-11-05,87,3.09,12,11,11.59,80
1359,88,2025-09-17,85,4.0,3,2,4.31,96
1360,54,2024-12-14,73,2.57,49,10,2.78,99
1361,69,2024-06-15,73,2.97,48,5,14.94,93
1362,35,2026-04-11,59,3.9,66,12,11.66,75
1363,7,2025-02-28,89,2.87,10,8,10.9,67
1364,61,2025-11-10,77,4.65,1,7,9.55,77
1365,29,2024-04-15,88,2.78,68,10,12.97,63
1366,49,2024-04-05,86,4.63,19,15,12.76,92
1367,43,2024-02-25,45,3.0,58,13,0.79,90
1368,77,2024-07-27,54,3.53,39,1,6.75,63
1369,4,2025-04-10,77,4.07,5,9,9.65,64
1370,21,2024-06-27,70,2.88,22,10,14.19,95
1371,84,2025-11-07,94,3.24,39,14,7.95,61
1372,3,2025-08-01,74,2.87,65,11,8.73,81
1373,24,2024-01-03,86,4.12,36,2,1.22,94
1374,55,2025-02-19,82,4.21,50,14,1.74,90
1375,51,2024-09-02,53,2.54,5,9,2.09,61
1376,80,2024-10-14,52,3.64,23,15,6.38,76
1377,35,2024-12-08,58,3.32,49,11,9.8,76
1378,67,2024-01-12,88,4.55,63,15,0.19,71
1379,95,2024-08-08,92,3.24,19,5,2.52,83
1380,53,2025-04-14,83,2.55,12,15,2.43,74
1381,47,2025-02-18,60,2.52,71,15,4.07,88
1382,91,2024-05-15,48,3.12,49,11,11.44,60
1383,97,2024-02-13,63,3.11,41,3,12.68,79
1384,46,2025-12-17,67,3.06,55,5,7.57,65
1385,69,2024-09-05,97,3.6,48,13,14.13,61
1386,52,2026-06-14,97,4.25,66,9,2.29,82
1387,92,2026-08-19,81,3.63,64,4,7.81,77
1388,92,2025-01-25,70,3.53,26,3,3.54,62
1389,52,2024-05-12,96,3.66,68,7,4.33,64
1390,48,2024-05-18,82,3.28,63,15,12.84,71
1391,96,2024-06-18,48,4.88,24,10,7.91,71
1392,53,2025-04-09,81,4.05,2,7,6.31,64
1393,73,2025-08-27,82,3.52,25,15,5.24,99
1394,77,2026-01-22,87,4.55,71,4,3.31,95
1395,62,2024-07-10,70,3.89,60,12,7.48,99
1396,48,2024-06-25,94,3.58,39,2,3.78,93
1397,7,2024-04-07,78,4.87,33,15,9.16,75
1398,42,2024-05-09,57,4.01,25,13,9.03,69
1399,52,2026-08-10,45,2.57,9,5,4.53,89
1400,52,2026-05-23,54,4.6,9,13,4.64,74
1401,5,2024-07-28,63,4.33,10,4,4.58,61
1402,67,2025-04-26,96,3.94,42,3,13.53,94
1403,17,2024-10-31,47,3.98,70,7,9.7,84
1404,21,2025-09-27,92,4.46,18,5,13.64,81
1405,91,2024-02-01,86,2.88,67,3,3.58,74
1406,73,2025-09-29,76,4.98,55,10,14.14,66
1407,34,2026-08-20,80,4.76,52,3,13.74,96
1408,100,2025-02-15,79,4.8,5,11,14.82,83
1409,69,2025-10-05,53,4.7,11,8,9.92,75
1410,1,2025-08-08,73,4.04,53,2,14.05,87
1411,43,2024-09-10,75,2.88,38,14,12.71,79
1412,40,2025-11-03,76,3.14,21,6,3.46,64
1413,25,2024-02-23,75,4.15,41,14,6.13,60
1414,64,2024-03-04,76,3.74,22,2,7.5,82
1415,29,2026-05-03,71,2.72,23,1,2.28,81
1416,80,2024-07-17,92,4.59,10,10,3.05,90
1417,27,2026-05-22,74,2.6,39,12,2.84,78
1418,40,2025-05-20,62,4.62,37,9,9.17,77
1419,56,2024-11-18,46,3.61,69,7,13.0,74
1420,9,2024-03-14,45,4.23,61,7,4.89,98
1421,61,2024-04-01,85,2.59,72,14,11.74,82
1422,62,2024-03-21,89,3.1,22,14,8.12,82
1423,35,2025-07-25,67,3.46,33,1,9.11,64
1424,46,2024-11-24,77,2.5,45,9,11.16,66
1425,58,2025-11-13,61,3.18,51,11,5.55,98
1426,15,2024-10-18,70,2.62,63,14,7.14,63
1427,2,2024-04-30,82,3.11,2,12,4.74,79
1428,70,2024-06-02,62,4.96,32,10,13.85,94
1429,23,2025-02-07,50,4.51,4,11,3.21,84
1430,99,2025-07-21,55,4.42,6,4,7.75,94
1431,52,2024-01-13,88,4.87,3,11,6.73,94
1432,20,2024-10-16,70,3.3,44,2,14.57,84
1433,89,2024-12-16,72,4.27,27,14,3.14,75
1434,93,2024-11-03,71,2.83,8,15,2.93,89
1435,34,2025-05-14,99,2.55,65,15,0.9,87
1436,6,2025-09-02,77,4.3,72,8,14.89,62
1437,22,2025-07-07,47,4.95,16,10,10.52,65
1438,93,2024-07-23,97,4.23,37,14,3.41,65
1439,88,2025-07-04,99,4.78,50,7,1.59,81
1440,36,2024-09-03,80,3.35,7,6,2.53,85
1441,24,2026-03-28,87,2.8,52,1,4.5,89
1442,88,2026-07-15,88,4.97,19,1,4.77,98
1443,61,2024-10-30,88,2.52,62,5,5.51,77
1444,62,2026-07-29,91,4.25,8,14,8.02,68
1445,82,2026-04-22,57,2.7,9,5,5.92,64
1446,80,2026-04-03,81,3.35,32,10,4.16,91
1447,50,2025-01-19,71,2.83,53,3,3.8,96
1448,1,2026-01-27,68,3.08,2,3,11.26,64
1449,69,2024-01-07,64,2.54,48,8,12.21,88
1450,28,2025-02-06,69,3.79,7,6,13.93,63
1451,31,2024-02-15,47,3.49,31,7,12.46,83
1452,17,2026-05-07,91,3.83,12,11,9.54,77
1453,2,2024-02-14,84,3.86,16,1,12.91,97
1454,76,2024-01-30,52,4.97,8,13,11.14,100
1455,19,2026-02-24,68,2.84,34,6,2.46,72
1456,59,2026-05-28,93,3.43,60,12,9.0,74
1457,15,2026-01-03,81,4.12,24,7,0.72,99
1458,69,2026-08-14,72,2.61,60,6,13.77,91
1459,38,2024-02-14,87,3.3,35,11,8.9,68
1460,41,2024-08-18,63,4.37,37,12,4.35,81
1461,66,2025-09-01,50,2.81,3,11,8.46,95
1462,50,2026-02-19,67,4.07,68,4,4.32,78
1463,43,2024-06-01,70,4.95,21,14,2.6,83
1464,16,2024-01-13,76,4.04,7,6,10.52,84
1465,31,2025-03-09,96,3.52,54,14,2.18,94
1466,4,2026-07-12,73,2.53,58,14,9.64,86
1467,52,2025-05-31,46,2.83,46,13,14.92,83
1468,47,2024-08-23,46,2.68,26,11,0.17,88
1469,87,2024-11-19,91,4.09,12,7,7.51,66
1470,55,2024-07-02,48,3.37,57,10,1.02,68
1471,33,2025-08-03,64,2.69,32,10,4.96,88
1472,34,2024-04-09,48,4.27,34,12,11.21,73
1473,88,2024-05-06,96,3.3,60,10,0.91,89
1474,74,2025-03-21,92,2.7,68,11,8.68,85
1475,96,2025-02-01,64,4.62,52,10,3.3,81
1476,16,2025-10-04,80,3.09,42,12,9.15,76
1477,86,2024-02-20,80,3.65,71,1,5.68,89
1478,99,2025-07-09,56,4.93,62,14,7.16,65
1479,34,2025-09-09,60,4.64,13,10,2.87,61
1480,47,2025-12-07,72,3.72,28,4,12.77,69
1481,91,2025-08-02,83,4.25,28,13,10.27,73
1482,52,2024-11-25,63,3.15,24,14,8.45,68
1483,31,2025-01-20,93,2.91,51,15,12.08,89
1484,80,2025-09-28,82,4.13,34,3,6.65,75
1485,91,2024-02-17,55,3.06,69,14,5.14,69
1486,18,2024-03-07,60,4.22,3,10,1.5,60
1487,55,2024-08-05,84,2.97,23,9,4.26,68
1488,39,2026-03-29,76,4.15,68,3,13.35,60
1489,87,2025-12-07,75,3.33,42,14,1.35,77
1490,44,2025-03-22,53,4.74,8,15,13.9,80
1491,73,2024-05-07,89,4.02,9,4,8.31,74
1492,4,2024-08-06,45,4.29,51,13,4.34,75
1493,87,2026-07-24,54,2.96,56,11,10.9,69
1494,17,2025-02-28,76,3.62,60,4,3.14,64
1495,93,2026-01-17,77,4.25,5,7,6.09,79
1496,62,2024-02-23,46,4.81,57,1,3.19,83
1497,31,2025-05-30,69,4.49,43,10,4.77,99
1498,39,2025-04-29,53,4.08,11,12,12.38,100
1499,91,2025-11-22,64,4.32,17,15,7.49,61
1500,83,2025-03-06,72,3.68,47,9,2.59,89
1501,18,2024-01-15,68,3.92,1,14,13.9,70
1502,6,2025-10-11,60,4.27,25,13,7.67,82
1503,52,2025-04-03,95,3.16,53,12,1.16,96
1504,35,2025-08-24,65,3.99,27,2,7.89,73
1505,90,2025-12-26,94,3.93,63,12,8.66,94
1506,36,2025-03-13,98,4.99,10,5,9.02,92
1507,5,2025-09-03,82,4.35,41,14,4.77,78
1508,90,2024-10-30,96,4.15,19,14,6.31,87
1509,28,2024-04-13,53,2.83,29,10,3.93,84
1510,17,2026-04-04,51,2.89,71,10,10.59,94
1511,84,2026-08-13,49,4.15,14,6,9.28,95
1512,44,2025-03-23,59,3.13,1,12,1.19,88
1513,95,2025-06-27,89,4.97,21,3,13.65,97
1514,91,2024-06-14,64,4.85,39,3,12.42,100
1515,44,2026-03-03,70,4.29,65,12,7.43,92
1516,65,2025-10-26,78,2.85,17,4,6.81,94
1517,62,2025-06-18,48,3.32,70,14,4.42,84
1518,7,2025-10-19,69,4.24,26,12,10.88,96
1519,48,2024-01-26,70,3.26,69,14,14.53,85
1520,97,2025-08-03,88,3.31,55,11,6.71,77
1521,100,2026-05-28,95,3.47,70,4,14.57,99
1522,57,2025-08-10,54,3.0,16,1,12.61,63
1523,19,2024-11-26,71,2.71,52,3,0.21,86
1524,46,2025-05-26,65,4.33,65,7,14.27,81
1525,86,2026-06-28,78,4.87,42,6,11.3,82
