id,invoiceNumber,vendorId,poNumber,amount,status,invoiceDate,dueDate,paymentDate
581,INV-2026-000581,63,PO-2026-000581,223587,Paid,2026-04-23,2026-05-26,2026-05-22
582,INV-2026-000582,59,PO-2026-000582,374373,Paid,2025-06-09,2025-08-06,2025-07-24
583,INV-2026-000583,5,PO-2026-000583,87229,Pending,2026-08-24,2026-10-13,
584,INV-2026-000584,53,PO-2026-000584,68368,Paid,2025-01-13,2025-04-01,2025-03-29
585,INV-2026-000585,16,PO-2026-000585,164868,Paid,2025-01-18,2025-03-14,2025-03-02
586,INV-2026-000586,19,PO-2026-000586,415933,Pending,2025-08-26,2025-11-09,
587,INV-2026-000587,24,PO-2026-000587,392795,Paid,2025-05-15,2025-07-03,2025-06-23
588,INV-2026-000588,6,PO-2026-000588,257275,Paid,2025-08-09,2025-11-03,2025-10-28
589,INV-2026-000589,93,PO-2026-000589,322566,Overdue,2024-05-15,2024-08-13,
590,INV-2026-000590,86,PO-2026-000590,83109,Pending,2026-06-06,2026-07-23,
591,INV-2026-000591,80,PO-2026-000591,208022,Pending,2024-08-26,2024-11-17,
592,INV-2026-000592,57,PO-2026-000592,150424,Paid,2025-10-23,2025-12-20,2025-12-05
593,INV-2026-000593,74,PO-2026-000593,422416,Pending,2026-03-01,2026-04-16,
594,INV-2026-000594,11,PO-2026-000594,329379,Pending,2025-07-08,2025-09-11,
595,INV-2026-000595,25,PO-2026-000595,254474,Overdue,2025-05-29,2025-08-08,
596,INV-2026-000596,27,PO-2026-000596,439996,Paid,2025-12-23,2026-01-23,2026-01-12
597,INV-2026-000597,6,PO-2026-000597,17196,Overdue,2024-12-14,2025-03-03,
598,INV-2026-000598,68,PO-2026-000598,205283,Pending,2024-09-20,2024-12-05,
599,INV-2026-000599,37,PO-2026-000599,100771,Paid,2024-09-18,2024-11-26,2024-11-20
600,INV-2026-000600,53,PO-2026-000600,93704,Paid,2024-03-01,2024-04-11,2024-04-11
601,INV-2026-000601,8,PO-2026-000601,209440,Paid,2024-04-11,2024-06-03,2024-05-28
602,INV-2026-000602,49,PO-2026-000602,438974,Paid,2026-07-10,2026-08-28,2026-08-18
603,INV-2026-000603,77,PO-2026-000603,128989,Paid,2025-05-19,2025-07-11,2025-07-03
604,INV-2026-000604,8,PO-2026-000604,248701,Paid,2025-07-20,2025-08-19,2025-08-11
605,INV-2026-000605,82,PO-2026-000605,14763,Paid,2024-10-02,2024-11-18,2024-11-03
606,INV-2026-000606,84,PO-2026-000606,70835,Paid,2024-11-07,2025-01-20,2025-01-12
607,INV-2026-000607,82,PO-2026-000607,111670,Paid,2026-03-12,2026-04-14,2026-04-14
608,INV-2026-000608,55,PO-2026-000608,296059,Overdue,2025-04-07,2025-07-05,
609,INV-2026-000609,84,PO-2026-000609,92756,Paid,2024-01-01,2024-03-09,2024-02-24
610,INV-2026-000610,88,PO-2026-000610,189244,Paid,2026-05-12,2026-07-11,2026-07-08
611,INV-2026-000611,95,PO-2026-000611,300216,Paid,2024-03-12,2024-04-12,2024-04-08
612,INV-2026-000612,18,PO-2026-000612,296755,Pending,2024-10-13,2024-11-23,
613,INV-2026-000613,44,PO-2026-000613,142028,Overdue,2026-02-09,2026-03-19,
614,INV-2026-000614,42,PO-2026-000614,115427,Paid,2025-04-15,2025-07-07,2025-07-04
615,INV-2026-000615,83,PO-2026-000615,6073,Paid,2025-09-15,2025-11-24,2025-11-23
616,INV-2026-000616,53,PO-2026-000616,370161,Paid,2025-12-21,2026-03-15,2026-03-07
617,INV-2026-000617,84,PO-2026-000617,45644,Overdue,2025-07-05,2025-08-16,
618,INV-2026-000618,46,PO-2026-000618,431131,Pending,2025-01-20,2025-04-07,
619,INV-2026-000619,90,PO-2026-000619,70412,Paid,2025-04-18,2025-07-10,2025-06-30
620,INV-2026-000620,96,PO-2026-000620,402631,Overdue,2024-10-14,2024-11-23,
621,INV-2026-000621,39,PO-2026-000621,381338,Overdue,2024-08-14,2024-10-20,
622,INV-2026-000622,64,PO-2026-000622,374123,Pending,2025-12-24,2026-02-15,
623,INV-2026-000623,82,PO-2026-000623,63167,Paid,2026-06-09,2026-09-07,2026-08-26
624,INV-2026-000624,85,PO-2026-000624,301593,Paid,2025-11-19,2026-01-30,2026-01-29
625,INV-2026-000625,96,PO-2026-000625,71810,Paid,2024-09-22,2024-12-13,2024-12-09
626,INV-2026-000626,36,PO-2026-000626,449421,Pending,2025-11-25,2025-12-30,
627,INV-2026-000627,59,PO-2026-000627,228930,Paid,2025-10-18,2025-11-19,2025-11-11
628,INV-2026-000628,53,PO-2026-000628,68815,Pending,2025-11-27,2026-02-09,
629,INV-2026-000629,98,PO-2026-000629,383127,Paid,2024-08-17,2024-09-27,2024-09-27
630,INV-2026-000630,41,PO-2026-000630,210446,Paid,2024-07-18,2024-09-21,2024-09-10
631,INV-2026-000631,89,PO-2026-000631,44028,Paid,2026-07-28,2026-09-25,2026-09-23
632,INV-2026-000632,9,PO-2026-000632,332834,Paid,2024-04-09,2024-06-07,2024-06-05
633,INV-2026-000633,81,PO-2026-000633,180270,Paid,2026-05-10,2026-06-14,2026-06-09
634,INV-2026-000634,44,PO-2026-000634,33538,Pending,2026-04-21,2026-06-01,
635,INV-2026-000635,80,PO-2026-000635,405607,Paid,2024-04-07,2024-06-16,2024-06-16
636,INV-2026-000636,5,PO-2026-000636,169248,Pending,2026-06-30,2026-09-18,
637,INV-2026-000637,57,PO-2026-000637,163057,Paid,2025-09-17,2025-11-26,2025-11-15
638,INV-2026-000638,8,PO-2026-000638,32369,Paid,2024-10-28,2025-01-22,2025-01-15
639,INV-2026-000639,53,PO-2026-000639,319350,Paid,2026-03-17,2026-05-29,2026-05-23
640,INV-2026-000640,55,PO-2026-000640,330169,Pending,2025-09-26,2025-12-12,
641,INV-2026-000641,43,PO-2026-000641,105915,Paid,2024-04-20,2024-05-23,2024-05-11
642,INV-2026-000642,25,PO-2026-000642,305528,Pending,2024-05-09,2024-06-19,
643,INV-2026-000643,80,PO-2026-000643,102477,Paid,2024-09-05,2024-11-10,2024-10-31
644,INV-2026-000644,40,PO-2026-000644,233509,Paid,2025-06-09,2025-08-31,2025-08-25
645,INV-2026-000645,70,PO-2026-000645,81349,Paid,2024-05-30,2024-07-11,2024-07-06
646,INV-2026-000646,2,PO-2026-000646,312463,Overdue,2025-11-04,2025-12-20,
647,INV-2026-000647,72,PO-2026-000647,33629,Pending,2025-03-08,2025-04-23,
648,INV-2026-000648,26,PO-2026-000648,40863,Paid,2024-12-15,2025-02-05,2025-01-25
649,INV-2026-000649,43,PO-2026-000649,308253,Paid,2025-08-02,2025-10-12,2025-09-28
650,INV-2026-000650,59,PO-2026-000650,418763,Pending,2026-07-21,2026-10-02,
651,INV-2026-000651,29,PO-2026-000651,125729,Pending,2025-04-22,2025-05-24,
652,INV-2026-000652,99,PO-2026-000652,432112,Overdue,2024-12-05,2025-02-10,
653,INV-2026-000653,1,PO-2026-000653,10186,Paid,2024-03-16,2024-05-19,2024-05-13
654,INV-2026-000654,57,PO-2026-000654,336001,Overdue,2025-08-22,2025-10-18,
655,INV-2026-000655,26,PO-2026-000655,96302,Paid,2024-08-12,2024-11-01,2024-10-23
656,INV-2026-000656,3,PO-2026-000656,446912,Paid,2024-09-25,2024-12-08,2024-11-30
657,INV-2026-000657,15,PO-2026-000657,115224,Paid,2024-11-08,2025-01-26,2025-01-20
658,INV-2026-000658,22,PO-2026-000658,281261,Paid,2026-03-29,2026-05-27,2026-05-19
659,INV-2026-000659,17,PO-2026-000659,104426,Paid,2024-07-15,2024-08-21,2024-08-16
660,INV-2026-000660,55,PO-2026-000660,133214,Paid,2026-08-01,2026-09-29,2026-09-19
661,INV-2026-000661,20,PO-2026-000661,134589,Paid,2024-02-24,2024-04-18,2024-04-17
662,INV-2026-000662,66,PO-2026-000662,311227,Paid,2026-06-26,2026-08-01,2026-07-21
663,INV-2026-000663,85,PO-2026-000663,39012,Overdue,2024-06-20,2024-07-20,
664,INV-2026-000664,60,PO-2026-000664,173728,Paid,2025-12-30,2026-02-28,2026-02-18
665,INV-2026-000665,75,PO-2026-000665,339551,Paid,2026-08-01,2026-10-27,2026-10-24
666,INV-2026-000666,26,PO-2026-000666,127885,Paid,2025-02-09,2025-04-02,2025-03-24
667,INV-2026-000667,21,PO-2026-000667,446676,Paid,2025-01-18,2025-03-23,2025-03-18
668,INV-2026-000668,67,PO-2026-000668,125679,Pending,2025-08-20,2025-10-17,
669,INV-2026-000669,60,PO-2026-000669,219409,Pending,2025-01-11,2025-03-11,
670,INV-2026-000670,4,PO-2026-000670,236571,Paid,2024-08-27,2024-11-09,2024-10-27
671,INV-2026-000671,65,PO-2026-000671,291603,Pending,2025-10-21,2025-12-20,
672,INV-2026-000672,16,PO-2026-000672,193867,Pending,2024-02-09,2024-03-26,
673,INV-2026-000673,43,PO-2026-000673,163710,Pending,2026-02-02,2026-04-11,
674,INV-2026-000674,78,PO-2026-000674,399465,Paid,2026-01-03,2026-03-17,2026-03-05
675,INV-2026-000675,37,PO-2026-000675,186735,Paid,2026-03-12,2026-06-09,2026-06-02
676,INV-2026-000676,66,PO-2026-000676,83266,Pending,2026-06-05,2026-08-31,
677,INV-2026-000677,27,PO-2026-000677,127538,Overdue,2025-06-12,2025-07-18,
678,INV-2026-000678,60,PO-2026-000678,420191,Paid,2024-03-28,2024-06-15,2024-06-07
679,INV-2026-000679,90,PO-2026-000679,114882,Overdue,2025-03-25,2025-05-19,
680,INV-2026-000680,74,PO-2026-000680,72290,Paid,2024-11-08,2024-12-18,2024-12-13
681,INV-2026-000681,46,PO-2026-000681,123222,Overdue,2025-03-05,2025-05-30,
682,INV-2026-000682,3,PO-2026-000682,416753,Paid,2024-02-02,2024-04-16,2024-04-10
683,INV-2026-000683,78,PO-2026-000683,323681,Overdue,2025-08-10,2025-10-15,
684,INV-2026-000684,69,PO-2026-000684,103743,Pending,2025-05-01,2025-06-08,
685,INV-2026-000685,39,PO-2026-000685,94875,Pending,2024-04-16,2024-07-05,
686,INV-2026-000686,26,PO-2026-000686,207319,Overdue,2024-10-17,2024-11-21,
687,INV-2026-000687,9,PO-2026-000687,35122,Paid,2025-01-12,2025-04-01,2025-03-28
688,INV-2026-000688,53,PO-2026-000688,87331,Pending,2024-04-23,2024-06-21,
689,INV-2026-000689,27,PO-2026-000689,112833,Paid,2024-11-13,2025-01-11,2025-01-11
690,INV-2026-000690,74,PO-2026-000690,167693,Pending,2025-08-24,2025-10-05,
691,INV-2026-000691,1,PO-2026-000691,238691,Overdue,2024-03-06,2024-04-24,
692,INV-2026-000692,73,PO-2026-000692,262403,Paid,2025-04-16,2025-05-27,2025-05-20
693,INV-2026-000693,59,PO-2026-000693,372167,Overdue,2026-05-12,2026-07-08,
694,INV-2026-000694,23,PO-2026-000694,135618,Paid,2024-07-02,2024-08-16,2024-08-12
695,INV-2026-000695,90,PO-2026-000695,55087,Pending,2025-02-06,2025-05-01,
696,INV-2026-000696,81,PO-2026-000696,158034,Pending,2025-11-13,2025-12-13,
697,INV-2026-000697,98,PO-2026-000697,68559,Paid,2025-01-12,2025-03-05,2025-03-02
698,INV-2026-000698,100,PO-2026-000698,220008,Paid,2025-04-06,2025-06-18,2025-06-06
699,INV-2026-000699,60,PO-2026-000699,43375,Pending,2025-10-16,2026-01-12,
700,INV-2026-000700,52,PO-2026-000700,106923,Paid,2025-02-10,2025-04-05,2025-03-22
701,INV-2026-000701,18,PO-2026-000701,356427,Pending,2026-02-05,2026-04-24,
702,INV-2026-000702,71,PO-2026-000702,132031,Overdue,2025-12-31,2026-02-23,
703,INV-2026-000703,21,PO-2026-000703,444613,Paid,2024-01-19,2024-04-06,2024-04-02
704,INV-2026-000704,69,PO-2026-000704,209917,Paid,2024-06-21,2024-08-10,2024-08-01
705,INV-2026-000705,46,PO-2026-000705,118598,Pending,2026-01-01,2026-03-18,
706,INV-2026-000706,82,PO-2026-000706,279136,Overdue,2025-10-18,2025-12-25,
707,INV-2026-000707,40,PO-2026-000707,32480,Paid,2025-09-04,2025-10-08,2025-09-27
708,INV-2026-000708,32,PO-2026-000708,130063,Paid,2024-07-23,2024-10-08,2024-10-08
709,INV-2026-000709,44,PO-2026-000709,105742,Paid,2025-11-27,2026-02-03,2026-01-29
710,INV-2026-000710,86,PO-2026-000710,384590,Pending,2024-06-20,2024-08-12,
711,INV-2026-000711,72,PO-2026-000711,104377,Paid,2025-10-01,2025-12-02,2025-12-02
712,INV-2026-000712,28,PO-2026-000712,191948,Pending,2024-11-27,2025-02-13,
713,INV-2026-000713,2,PO-2026-000713,116551,Paid,2025-04-14,2025-05-18,2025-05-11
714,INV-2026-000714,48,PO-2026-000714,40300,Paid,2026-06-25,2026-08-06,2026-08-05
715,INV-2026-000715,64,PO-2026-000715,378571,Paid,2025-07-03,2025-08-29,2025-08-27
716,INV-2026-000716,13,PO-2026-000716,175055,Paid,2025-10-08,2025-12-18,2025-12-13
717,INV-2026-000717,82,PO-2026-000717,365513,Paid,2024-11-21,2025-01-08,2024-12-30
718,INV-2026-000718,78,PO-2026-000718,311727,Paid,2025-04-04,2025-06-25,2025-06-10
719,INV-2026-000719,91,PO-2026-000719,126952,Paid,2024-01-22,2024-03-18,2024-03-13
720,INV-2026-000720,95,PO-2026-000720,402014,Paid,2024-09-06,2024-11-18,2024-11-15
721,INV-2026-000721,64,PO-2026-000721,110912,Paid,2024-06-04,2024-07-09,2024-06-28
722,INV-2026-000722,93,PO-2026-000722,237640,Pending,2026-01-26,2026-03-03,
723,INV-2026-000723,98,PO-2026-000723,278087,Pending,2026-03-21,2026-05-15,
724,INV-2026-000724,94,PO-2026-000724,184688,Pending,2024-09-05,2024-10-05,
725,INV-2026-000725,93,PO-2026-000725,323800,Paid,2026-06-12,2026-07-20,2026-07-08
726,INV-2026-000726,9,PO-2026-000726,262762,Pending,2024-03-12,2024-04-11,
727,INV-2026-000727,12,PO-2026-000727,315709,Paid,2025-07-16,2025-09-26,2025-09-14
728,INV-2026-000728,11,PO-2026-000728,385103,Paid,2025-04-23,2025-05-26,2025-05-17
729,INV-2026-000729,23,PO-2026-000729,135531,Paid,2024-11-06,2025-01-22,2025-01-19
730,INV-2026-000730,62,PO-2026-000730,193524,Pending,2025-02-11,2025-05-03,
731,INV-2026-000731,65,PO-2026-000731,390313,Overdue,2025-03-19,2025-05-20,
732,INV-2026-000732,49,PO-2026-000732,48637,Paid,2026-02-16,2026-04-17,2026-04-07
733,INV-2026-000733,60,PO-2026-000733,242818,Pending,2024-10-17,2024-12-09,
734,INV-2026-000734,92,PO-2026-000734,107611,Paid,2024-06-07,2024-07-18,2024-07-05
735,INV-2026-000735,93,PO-2026-000735,262663,Paid,2025-02-18,2025-04-13,2025-04-11
736,INV-2026-000736,40,PO-2026-000736,313443,Paid,2024-03-13,2024-05-03,2024-04-25
737,INV-2026-000737,73,PO-2026-000737,106831,Paid,2026-02-20,2026-05-13,2026-04-29
738,INV-2026-000738,63,PO-2026-000738,365966,Paid,2025-01-12,2025-03-12,2025-03-03
739,INV-2026-000739,32,PO-2026-000739,255465,Paid,2024-02-05,2024-04-30,2024-04-15
740,INV-2026-000740,83,PO-2026-000740,142012,Paid,2025-09-11,2025-10-14,2025-10-03
741,INV-2026-000741,85,PO-2026-000741,89634,Paid,2024-01-13,2024-03-04,2024-02-24
742,INV-2026-000742,50,PO-2026-000742,375183,Pending,2025-08-23,2025-09-23,
743,INV-2026-000743,55,PO-2026-000743,367721,Paid,2024-11-05,2024-12-16,2024-12-07
744,INV-2026-000744,94,PO-2026-000744,399506,Paid,2026-06-16,2026-07-17,2026-07-03
745,INV-2026-000745,74,PO-2026-000745,423137,Paid,2024-12-18,2025-02-26,2025-02-25
746,INV-2026-000746,96,PO-2026-000746,371482,Paid,2024-11-11,2025-01-02,2025-01-01
747,INV-2026-000747,9,PO-2026-000747,370070,Paid,2025-03-03,2025-04-27,2025-04-20
748,INV-2026-000748,22,PO-2026-000748,201425,Paid,2024-07-09,2024-09-11,2024-09-08
749,INV-2026-000749,65,PO-2026-000749,62796,Paid,2025-04-06,2025-05-15,2025-04-30
750,INV-2026-000750,8,PO-2026-000750,100802,Paid,2026-04-08,2026-05-25,2026-05-14
751,INV-2026-000751,81,PO-2026-000751,332376,Overdue,2024-04-21,2024-07-04,
752,INV-2026-000752,49,PO-2026-000752,150103,Pending,2024-03-06,2024-06-02,
753,INV-2026-000753,87,PO-2026-000753,57853,Pending,2024-01-10,2024-04-02,
754,INV-2026-000754,6,PO-2026-000754,115660,Overdue,2025-06-18,2025-09-08,
755,INV-2026-000755,98,PO-2026-000755,259765,Paid,2025-04-29,2025-06-27,2025-06-26
756,INV-2026-000756,88,PO-2026-000756,184871,Paid,2024-11-18,2025-01-10,2025-01-09
757,INV-2026-000757,49,PO-2026-000757,35011,Paid,2024-12-30,2025-03-16,2025-03-13
758,INV-2026-000758,90,PO-2026-000758,385224,Paid,2026-05-05,2026-07-20,2026-07-18
759,INV-2026-000759,90,PO-2026-000759,432321,Paid,2024-09-11,2024-11-20,2024-11-11
760,INV-2026-000760,85,PO-2026-000760,6640,Paid,2025-10-15,2025-11-15,2025-11-10
761,INV-2026-000761,6,PO-2026-000761,428392,Overdue,2026-01-23,2026-03-10,
762,INV-2026-000762,79,PO-2026-000762,47660,Pending,2024-12-22,2025-03-09,
763,INV-2026-000763,38,PO-2026-000763,107276,Overdue,2025-12-30,2026-03-23,
764,INV-2026-000764,12,PO-2026-000764,441393,Overdue,2025-11-20,2025-12-27,
765,INV-2026-000765,58,PO-2026-000765,65648,Pending,2025-05-08,2025-07-13,
766,INV-2026-000766,85,PO-2026-000766,51888,Paid,2024-04-18,2024-06-06,2024-05-30
767,INV-2026-000767,36,PO-2026-000767,382054,Pending,2024-09-20,2024-10-23,
768,INV-2026-000768,69,PO-2026-000768,385326,Paid,2025-05-18,2025-07-17,2025-07-11
769,INV-2026-000769,74,PO-2026-000769,319929,Pending,2024-03-07,2024-05-03,
770,INV-2026-000770,95,PO-2026-000770,205094,Paid,2025-10-31,2026-01-13,2026-01-08
771,INV-2026-000771,34,PO-2026-000771,157555,Paid,2024-03-30,2024-06-10,2024-06-09
772,INV-2026-000772,25,PO-2026-000772,65873,Pending,2025-08-09,2025-11-05,
773,INV-2026-000773,95,PO-2026-000773,167948,Paid,2024-03-04,2024-04-21,2024-04-13
774,INV-2026-000774,99,PO-2026-000774,423129,Paid,2025-11-26,2026-01-08,2026-01-08
775,INV-2026-000775,2,PO-2026-000775,246488,Pending,2024-11-19,2025-01-30,
776,INV-2026-000776,88,PO-2026-000776,82293,Paid,2025-09-07,2025-10-24,2025-10-10
777,INV-2026-000777,40,PO-2026-000777,366024,Paid,2024-05-06,2024-07-15,2024-07-05
778,INV-2026-000778,28,PO-2026-000778,157827,Paid,2025-12-22,2026-02-04,2026-02-04
779,INV-2026-000779,92,PO-2026-000779,449632,Pending,2026-01-20,2026-03-05,
780,INV-2026-000780,63,PO-2026-000780,210420,Paid,2024-11-02,2024-12-20,2024-12-06
781,INV-2026-000781,51,PO-2026-000781,226478,Paid,2025-11-25,2026-02-03,2026-01-24
782,INV-2026-000782,68,PO-2026-000782,153394,Paid,2024-10-16,2024-12-15,2024-12-15
783,INV-2026-000783,42,PO-2026-000783,419857,Paid,2025-08-17,2025-10-06,2025-09-25
784,INV-2026-000784,21,PO-2026-000784,77121,Pending,2025-03-28,2025-05-06,
785,INV-2026-000785,28,PO-2026-000785,397367,Paid,2024-07-19,2024-10-04,2024-09-19
786,INV-2026-000786,19,PO-2026-000786,228929,Paid,2025-11-26,2026-02-08,2026-02-03
787,INV-2026-000787,61,PO-2026-000787,32510,Pending,2024-04-30,2024-06-15,
788,INV-2026-000788,93,PO-2026-000788,133451,Paid,2024-02-04,2024-04-16,2024-04-14
789,INV-2026-000789,89,PO-2026-000789,95432,Pending,2025-10-30,2026-01-03,
790,INV-2026-000790,84,PO-2026-000790,149292,Overdue,2025-10-09,2025-11-13,
791,INV-2026-000791,15,PO-2026-000791,68990,Paid,2025-05-15,2025-07-17,2025-07-06
792,INV-2026-000792,74,PO-2026-000792,256395,Paid,2024-10-07,2024-12-24,2024-12-14
793,INV-2026-000793,83,PO-2026-000793,232360,Paid,2024-11-01,2024-12-30,2024-12-30
794,INV-2026-000794,92,PO-2026-000794,421926,Paid,2025-07-04,2025-09-09,2025-09-04
795,INV-2026-000795,69,PO-2026-000795,430824,Pending,2025-06-26,2025-08-31,
796,INV-2026-000796,27,PO-2026-000796,350286,Paid,2026-07-08,2026-09-24,2026-09-24
797,INV-2026-000797,58,PO-2026-000797,169781,Pending,2024-05-05,2024-06-22,
798,INV-2026-000798,12,PO-2026-000798,139616,Paid,2026-05-21,2026-07-21,2026-07-14
799,INV-2026-000799,39,PO-2026-000799,290436,Paid,2024-06-24,2024-08-27,2024-08-23
800,INV-2026-000800,67,PO-2026-000800,415413,Paid,2024-10-27,2025-01-25,2025-01-22
801,INV-2026-000801,67,PO-2026-000801,189610,Paid,2025-09-12,2025-10-25,2025-10-19
802,INV-2026-000802,6,PO-2026-000802,24259,Overdue,2024-07-11,2024-09-15,
803,INV-2026-000803,71,PO-2026-000803,315264,Paid,2025-01-02,2025-03-28,2025-03-23
804,INV-2026-000804,33,PO-2026-000804,205163,Pending,2025-10-27,2026-01-12,
805,INV-2026-000805,33,PO-2026-000805,228002,Overdue,2026-08-20,2026-10-24,
806,INV-2026-000806,94,PO-2026-000806,336937,Paid,2025-12-14,2026-03-02,2026-02-24
807,INV-2026-000807,83,PO-2026-000807,273135,Paid,2025-09-11,2025-11-18,2025-11-10
808,INV-2026-000808,56,PO-2026-000808,18584,Paid,2025-09-10,2025-11-02,2025-10-30
809,INV-2026-000809,15,PO-2026-000809,292503,Pending,2025-02-20,2025-05-04,
810,INV-2026-000810,43,PO-2026-000810,148263,Overdue,2024-05-29,2024-08-15,
811,INV-2026-000811,49,PO-2026-000811,121510,Pending,2025-01-22,2025-03-25,
812,INV-2026-000812,94,PO-2026-000812,165720,Paid,2025-08-25,2025-10-19,2025-10-12
813,INV-2026-000813,45,PO-2026-000813,304975,Overdue,2026-06-05,2026-08-05,
814,INV-2026-000814,41,PO-2026-000814,399197,Pending,2025-02-02,2025-03-22,
815,INV-2026-000815,17,PO-2026-000815,9979,Pending,2025-12-04,2026-01-31,
816,INV-2026-000816,73,PO-2026-000816,145178,Paid,2024-02-24,2024-05-19,2024-05-14
817,INV-2026-000817,54,PO-2026-000817,245012,Paid,2024-07-06,2024-08-05,2024-07-26
818,INV-2026-000818,36,PO-2026-000818,229272,Pending,2025-06-17,2025-08-27,
819,INV-2026-000819,12,PO-2026-000819,165254,Paid,2025-02-20,2025-05-19,2025-05-16
820,INV-2026-000820,10,PO-2026-000820,130848,Paid,2026-08-25,2026-11-04,2026-10-22
821,INV-2026-000821,37,PO-2026-000821,263395,Overdue,2026-04-07,2026-06-02,
822,INV-2026-000822,66,PO-2026-000822,359824,Paid,2026-06-28,2026-07-29,2026-07-22
823,INV-2026-000823,96,PO-2026-000823,379425,Paid,2025-03-11,2025-05-19,2025-05-17
824,INV-2026-000824,68,PO-2026-000824,324392,Paid,2024-02-13,2024-04-29,2024-04-16
825,INV-2026-000825,98,PO-2026-000825,123000,Overdue,2024-06-28,2024-08-17,
826,INV-2026-000826,7,PO-2026-000826,264788,Pending,2025-01-23,2025-03-04,
827,INV-2026-000827,87,PO-2026-000827,441064,Paid,2025-07-06,2025-09-04,2025-09-02
828,INV-2026-000828,62,PO-2026-000828,143805,Overdue,2024-08-06,2024-09-06,
829,INV-2026-000829,40,PO-2026-000829,342103,Pending,2025-06-11,2025-09-05,
830,INV-2026-000830,63,PO-2026-000830,191512,Pending,2024-01-07,2024-03-01,
831,INV-2026-000831,14,PO-2026-000831,188354,Paid,2026-06-30,2026-09-23,2026-09-17
832,INV-2026-000832,13,PO-2026-000832,262973,Overdue,2024-07-21,2024-08-30,
833,INV-2026-000833,63,PO-2026-000833,86595,Paid,2026-02-26,2026-05-13,2026-05-06
834,INV-2026-000834,48,PO-2026-000834,196100,Paid,2025-03-14,2025-06-11,2025-06-05
835,INV-2026-000835,57,PO-2026-000835,78334,Paid,2024-12-28,2025-02-14,2025-02-12
836,INV-2026-000836,91,PO-2026-000836,63020,Overdue,2024-07-13,2024-08-25,
837,INV-2026-000837,96,PO-2026-000837,21570,Paid,2024-06-13,2024-08-11,2024-08-04
838,INV-2026-000838,16,PO-2026-000838,261412,Pending,2025-07-17,2025-09-13,
839,INV-2026-000839,98,PO-2026-000839,214650,Overdue,2025-05-28,2025-08-16,
840,INV-2026-000840,14,PO-2026-000840,16089,Paid,2024-05-09,2024-07-07,2024-07-04
841,INV-2026-000841,31,PO-2026-000841,360629,Pending,2026-04-29,2026-07-21,
842,INV-2026-000842,38,PO-2026-000842,259766,Paid,2024-03-25,2024-06-21,2024-06-16
843,INV-2026-000843,94,PO-2026-000843,102968,Paid,2024-09-12,2024-11-27,2024-11-25
844,INV-2026-000844,32,PO-2026-000844,435235,Paid,2025-03-15,2025-04-16,2025-04-03
845,INV-2026-000845,65,PO-2026-000845,99994,Overdue,2024-07-12,2024-09-10,
846,INV-2026-000846,52,PO-2026-000846,148582,Overdue,2024-07-15,2024-08-18,
847,INV-2026-000847,12,PO-2026-000847,31715,Pending,2025-01-24,2025-03-11,
848,INV-2026-000848,55,PO-2026-000848,37164,Overdue,2025-06-06,2025-08-09,
849,INV-2026-000849,36,PO-2026-000849,189037,Paid,2025-12-29,2026-03-18,2026-03-18
850,INV-2026-000850,6,PO-2026-000850,32331,Paid,2025-11-07,2026-01-28,2026-01-27
851,INV-2026-000851,36,PO-2026-000851,322992,Paid,2024-04-13,2024-06-07,2024-06-06
852,INV-2026-000852,43,PO-2026-000852,63473,Paid,2024-04-09,2024-06-23,2024-06-09
853,INV-2026-000853,95,PO-2026-000853,194469,Paid,2026-01-30,2026-03-08,2026-03-05
854,INV-2026-000854,36,PO-2026-000854,311355,Paid,2025-01-28,2025-03-15,2025-03-12
855,INV-2026-000855,78,PO-2026-000855,26516,Pending,2025-08-23,2025-10-15,
856,INV-2026-000856,58,PO-2026-000856,56714,Paid,2024-03-17,2024-05-07,2024-05-03
857,INV-2026-000857,69,PO-2026-000857,85568,Overdue,2024-02-14,2024-05-04,
858,INV-2026-000858,33,PO-2026-000858,403120,Paid,2026-05-23,2026-07-08,2026-07-05
859,INV-2026-000859,92,PO-2026-000859,233655,Paid,2024-03-10,2024-05-23,2024-05-21
860,INV-2026-000860,36,PO-2026-000860,72598,Paid,2024-10-23,2025-01-06,2024-12-22
861,INV-2026-000861,51,PO-2026-000861,363976,Pending,2025-06-29,2025-09-15,
862,INV-2026-000862,66,PO-2026-000862,299911,Paid,2026-03-09,2026-04-26,2026-04-12
863,INV-2026-000863,1,PO-2026-000863,304839,Paid,2024-08-11,2024-10-08,2024-09-30
864,INV-2026-000864,93,PO-2026-000864,140703,Paid,2024-11-06,2025-01-13,2025-01-12
865,INV-2026-000865,22,PO-2026-000865,28914,Pending,2025-06-30,2025-08-08,
866,INV-2026-000866,36,PO-2026-000866,74715,Paid,2024-10-03,2024-11-03,2024-10-27
867,INV-2026-000867,15,PO-2026-000867,345077,Overdue,2024-12-21,2025-02-25,
868,INV-2026-000868,91,PO-2026-000868,292978,Paid,2024-09-27,2024-11-14,2024-11-05
869,INV-2026-000869,42,PO-2026-000869,333180,Overdue,2026-04-15,2026-05-25,
870,INV-2026-000870,36,PO-2026-000870,139211,Paid,2024-01-17,2024-03-06,2024-02-20
871,INV-2026-000871,89,PO-2026-000871,347792,Pending,2024-09-20,2024-12-02,
872,INV-2026-000872,42,PO-2026-000872,111912,Paid,2025-08-18,2025-11-03,2025-10-30
